id,volume,addTime
19@16196,2,47555
9@16881,13,43564
33@1227,3,39608
29@19649,6,39281
12@49599,9,43205
2@11980,1,45247
31@63146,6,45263
31@12574,12,45417
31@95908,4,45857
31@55147,9,45306
22@57553,1,45647
22@29055,4,45336
31@67376,9,157579
56@60228,1,41742
31@9604,14,41417
31@63967,7,48299
33@80236,2,57142
42@28053,1,49172
29@32321,1,45617
31@80983,10,45311
63@4873,2,56496
22@96634,6,56585
56@68209,1,58003
19@95069,5,61396
29@78848,6,64221
103@77154,1,79491
31@78712,7,101376
3@5692,1,128202
63@15071,3,91397
70@94542,1,78457
22@22956,6,73326
31@47886,8,68670
4@16979,3,67951
31@64341,2,66022
11@87391,4,65568
31@1838,8,63131
31@20199,7,64109
4@12088,3,58208
42@18734,3,57937
2@47356,2,59414
11@69639,2,59301
31@26281,3,56548
15@39853,1,51508
12@479,8,45824
31@10127,5,39032
29@22504,5,38537
19@90333,4,38648
11@12097,7,38743
12@55690,7,38456
31@3275,7,39702
31@12393,14,38652
12@27497,6,38388
31@4200,5,39097
36@74563,1,39911
15@22379,1,40074
22@41760,3,39025
8@57857,3,39861
19@37787,5,39989
2@54705,3,39195
89@81980,1,39134
19@20026,3,40253
31@35047,6,42489
8@47733,3,42999
11@56659,4,42512
29@86263,4,41681
29@55456,5,41265
33@94885,3,40550
31@46487,7,40056
11@21807,6,41371
1@801,8,41113
33@54555,2,41036
8@20659,1,41394
8@77691,2,40601
22@90020,2,41044
31@16834,4,41569
19@39073,3,39708
9@32958,6,40040
31@36729,7,40134
1@82508,5,39206
31@33287,10,39998
1@30294,5,39012
12@85111,6,40893
31@37538,5,42747
9@86996,7,41216
9@97375,7,41457
92@95369,1,41480
124@53129,1,42473
124@82350,1,43654
11@44421,2,41390
22@86728,6,40683
19@77072,4,41871
31@95329,5,41190
1@65160,5,40934
9@32232,8,39291
15@90145,1,39074
60@69413,2,38719
15@73474,1,38524
31@93667,3,38637
19@11066,5,38899
19@52976,4,38839
8@73823,2,39675
2@56675,3,40825
33@55676,1,40827
1@18267,5,40233
8@21900,3,40478
31@50098,4,40511
22@97336,8,40413
31@49657,5,40114
22@71036,4,40024
2@36232,4,39769
31@18590,8,38829
2@99550,3,39078
9@79086,7,39959
19@81284,8,39983
19@30230,5,40419
8@27616,2,39196
8@19047,3,37955
8@87341,1,38784
63@82190,2,39406
8@39583,3,38530
11@38923,10,37974
15@18588,2,38269
1@18038,4,38338
9@26543,7,38346
29@52904,4,38231
31@42280,7,37976
8@79973,4,38066
31@99387,6,37856
11@10914,4,38455
19@21003,8,37855
19@67586,6,37145
22@8519,3,37272
63@57908,2,37280
19@88952,5,37077
22@92734,7,36866
22@64512,5,37598
57@30397,1,38199
31@58133,9,37845
31@94479,8,37481
115@73341,2,39028
19@28387,2,37751
11@97260,3,37260
22@56032,4,37198
57@83319,1,36889
22@34092,11,36641
31@39291,5,36835
4@94327,1,37050
11@91974,6,37182
3@80984,1,37869
56@18263,1,37667
42@99969,2,37303
13@85705,1,37773
19@39750,1,37631
12@8288,11,37299
56@31208,1,37263
33@3429,2,37017
8@23218,1,37656
9@46664,6,37687
29@33677,3,37489
63@64788,2,37429
9@25848,6,36976
92@64627,2,36647
48@69540,1,36530
42@74022,4,37065
29@4864,4,37212
11@33733,5,36900
2@85927,2,36466
83@21805,1,33847
31@92310,3,33927
31@89719,7,33770
8@63870,3,34030
19@16391,4,33846
6@19672,1,34068
19@66399,5,33868
12@89519,11,33728
22@32075,1,34077
122@69278,1,35388
2@37209,3,34043
31@63725,9,33843
19@80298,5,33850
33@50222,2,33849
2@29676,3,33889
31@48200,5,33869
29@17132,7,33871
12@87800,5,33875
38@48370,1,34181
31@45486,4,33845
105@87532,1,35007
36@734,1,34118
4@93714,1,35071
29@19426,5,35233
31@76333,6,35190
8@9001,3,35391
122@48178,1,39800
31@41281,7,38872
31@13535,10,38462
11@75246,2,38374
123@11477,2,39745
27@10562,2,38699
38@32575,1,38304
57@16064,1,37954
31@16025,11,37624
63@19833,2,37688
31@55653,4,38464
8@40804,3,37907
38@41700,1,40242
11@84088,6,39207
31@68937,6,37244
31@85871,8,37073
9@91959,5,37232
11@24030,4,37776
31@75909,6,37387
33@10937,1,37031
38@43360,2,36502
38@88896,6,37112
11@89081,4,37204
11@25498,2,37145
19@69883,4,37615
42@34240,2,37591
60@95790,1,37353
38@24033,1,62210
19@17736,8,72917
9@53420,9,74119
70@43407,2,73747
1@51124,3,71981
31@97282,6,76139
4@72070,1,78313
38@25657,2,73742
22@32338,4,73267
60@90085,1,73831
29@51932,4,72061
27@76099,1,76472
19@27312,3,69736
14@52391,1,74337
4@77025,1,75673
35@66008,1,76569
19@38795,5,73247
8@59052,5,73328
38@92137,2,73122
11@8957,2,74199
8@4382,2,74620
35@16505,2,74068
4@41224,2,75889
36@99690,1,75420
8@87729,3,72861
12@28749,10,71980
31@55307,10,71239
42@84161,4,72411
11@15744,6,73524
60@1982,1,76648
1@54428,2,74392
11@49377,3,74067
42@70641,3,74330
12@52794,6,73789
112@27674,2,73207
19@24566,5,85901
42@21443,5,97541
38@17903,2,57197
70@1236,2,43052
42@20321,3,44703
63@19764,2,43507
22@78264,5,42527
19@11773,4,41449
8@17720,3,45733
92@79804,1,42053
35@98839,2,48800
112@59723,1,47269
19@94682,5,45358
115@58750,2,46899
63@21177,1,46297
31@67494,9,45409
22@7311,5,45366
22@985,3,45428
12@43615,3,45231
1@79885,5,45291
38@38651,1,45809
70@24837,1,46602
12@99643,7,46520
31@37554,8,130152
5@20183,1,81180
31@41017,8,38080
11@44942,3,38154
11@29494,4,38933
22@32321,5,38839
22@168,2,38883
22@44990,6,39610
29@46585,2,40047
8@80893,3,39755
11@33035,9,39591
31@46723,8,38419
60@86391,1,38953
70@84693,1,39502
29@60871,9,46100
31@80330,5,61978
33@39204,1,58766
9@31271,7,59191
14@57520,2,64410
19@5582,3,67475
14@43206,1,70490
31@16269,12,80002
4@53774,1,130906
11@13361,4,106840
9@1385,5,85171
8@64053,5,76230
9@96857,4,73018
38@40859,1,71027
33@95124,1,70014
1@21842,4,64662
9@31820,8,62575
31@49197,5,64741
42@18553,1,63060
1@56458,3,54814
8@59459,3,44168
22@51304,2,46624
60@8723,1,45813
8@89685,3,46678
2@26990,3,44983
84@21902,1,44672
9@2669,11,45520
63@24153,3,47480
9@41238,10,46435
19@47761,4,45446
15@41111,1,47873
38@16300,2,52228
8@46933,7,49139
122@92020,1,52533
60@31295,1,49677
5@59790,2,49361
19@4339,5,49112
22@26551,4,49572
29@52321,5,48050
11@68995,7,49787
29@52486,3,47772
9@87418,8,49350
1@12289,2,48441
48@55067,2,48396
33@93389,3,45599
29@68085,6,49675
83@74998,1,48143
42@38697,2,44923
29@39086,5,43581
31@30792,5,45742
35@41001,2,46487
19@73368,6,48864
31@71434,5,46601
19@60713,5,40164
29@26377,5,41184
31@95854,8,40985
31@40473,7,41145
8@74182,4,40195
31@49856,8,42892
1@96767,6,41195
38@36549,5,41324
65@26230,1,41795
31@41165,5,42030
31@29663,5,41050
33@95535,2,42906
11@44727,4,40651
9@84374,6,42035
1@55851,3,42445
63@37083,3,42002
12@75888,8,42341
29@34820,7,42215
19@90808,4,42539
31@73527,12,41496
1@99839,7,42056
31@38884,6,42824
1@96105,3,43569
19@18344,6,43951
8@96694,6,41913
123@76493,1,42252
8@8323,4,40168
31@91149,5,40022
29@29488,6,39025
92@18187,1,39255
19@77661,4,38237
27@32752,1,38613
31@6641,13,39745
56@23716,2,40413
105@69067,1,42046
8@15290,3,40152
14@4950,1,39665
9@39892,8,38517
129@4646,1,39100
12@48637,12,38784
48@40273,1,38822
48@25069,1,39168
1@94629,3,38239
9@74000,9,37319
92@39125,1,37735
11@11881,5,36828
9@45679,7,36864
29@54936,6,36964
1@41780,3,38040
9@46443,6,37602
29@84539,5,37414
29@39499,3,37661
8@89216,5,37538
19@12439,6,37115
77@30115,1,37797
6@22374,2,37779
3@11843,1,37991
19@89837,3,37577
22@73270,2,37926
31@63313,3,36031
27@90459,1,36237
9@20028,6,35831
9@38746,7,35725
2@90793,2,35776
19@11610,3,36030
1@75547,9,35888
2@134,4,36228
31@51912,7,35971
19@29028,8,36117
2@5208,3,36561
9@95929,5,36316
29@22723,8,35890
175,2012,37340
2@47704,1,36436
105@70425,1,37942
8@83151,2,36184
13@54002,1,36324
9@89580,6,36158
75@59169,1,36295
19@59860,4,35987
14@60599,1,36303
31@87716,12,36078
12@93710,8,36342
176,1438,36908
1@34253,1,37113
19@90847,3,36078
1@88427,3,35955
31@2516,3,36092
63@17540,2,35989
2@58675,3,36196
9@31580,5,36038
19@19707,2,35531
31@95581,6,35720
103@93139,1,39404
29@37879,7,37396
3@82741,1,37788
0@43837,1,37626
8@81496,6,37032
9@6037,7,37470
31@36688,10,37357
31@73717,3,37672
19@78880,4,37489
19@62126,4,37503
14@49174,3,37716
2@47783,3,37326
14@13865,1,36914
0@12775,1,36986
9@60013,9,36997
31@1919,8,39011
5@57341,5,38927
31@44880,8,38518
9@2308,8,38736
31@80448,7,38505
11@46111,5,38525
9@60731,4,39084
10@22900,1,39166
6@67780,2,38473
22@361,3,38432
31@80452,7,38235
33@791,2,38364
3@85244,2,38628
9@25866,6,38293
31@61535,10,37995
9@96908,5,38080
33@54004,3,38268
8@30412,2,38024
19@98203,8,38030
12@14953,6,38018
31@72258,5,37397
49@19186,1,38361
9@81560,4,38404
39@43268,2,38152
39@27730,1,37890
8@18849,2,37861
39@55059,1,37901
8@18997,2,37796
177,282,36313
19@60112,5,37161
1@18061,6,37577
8@76314,3,37960
9@33552,7,38011
39@79090,1,38093
12@76115,6,37976
29@22106,7,37157
178,585,36758
31@84104,8,37793
19@37134,4,37810
179,3630,79460
1@73417,3,74597
9@85815,8,77866
49@2264,1,76783
29@6624,8,78140
19@26737,7,79867
2@60922,6,78336
29@8004,3,79003
1@6113,1,76752
33@64349,3,75448
9@10963,9,77150
8@28927,4,78891
9@3959,5,78580
19@46091,7,77887
1@99588,10,77469
15@50785,3,73108
29@35980,3,71815
179@72447,1,75853
9@10364,6,69368
22@74826,3,74355
19@96829,10,74432
22@25011,3,74743
9@52484,7,74041
19@84595,5,73581
1@34265,5,74218
180,144,79869
11@34868,4,75254
19@83932,5,73948
19@84451,1,75957
19@90204,6,73919
19@14819,4,73802
33@40204,1,65298
15@15384,1,74548
31@88694,8,88579
19@74748,3,85697
177@68226,1,50588
19@27519,4,43904
1@30995,6,43187
39@20572,1,43448
19@4425,6,42306
181,826,43055
1@54279,2,47767
9@28878,10,45473
11@51402,2,44866
39@83875,2,45113
29@69003,9,43950
8@216,5,44797
1@28668,4,45735
9@41566,4,45867
63@6951,3,46062
2@90763,4,45856
1@93381,3,45370
12@44186,3,45268
70@5273,2,45802
63@97546,1,46232
9@23925,8,153088
19@89490,7,36434
8@86074,2,36734
29@61053,5,35745
49@63642,1,37507
53@59992,3,38724
8@77240,4,38895
9@86591,4,38330
13@3921,3,37361
12@12271,7,37721
53@35867,4,38541
53@86838,4,37565
8@85883,6,37713
19@4219,5,38551
19@82815,7,38942
19@19453,2,38563
19@9110,6,39127
39@4596,2,37613
8@88961,5,39201
29@88426,3,40765
8@2890,3,40487
29@52279,2,41085
19@28624,5,40785
78@84641,1,41026
2@51721,3,41586
19@83498,1,43338
1@83770,7,66819
12@81932,6,64645
29@16079,7,69989
19@54665,3,73122
42@55874,5,91306
3@66422,1,138773
11@67674,3,96543
63@55926,2,81851
8@62168,2,76103
11@5595,4,73148
1@81637,4,69995
29@50448,3,69786
9@44477,10,64077
19@71448,7,59225
12@85793,8,61037
31@35321,6,61112
92@72621,1,60799
53@52491,4,59234
49@26604,1,59597
2@33129,1,58150
9@25111,12,61292
19@54554,2,58652
31@87111,6,58698
182,646,58073
9@36021,4,59861
22@3800,3,58642
14@15200,1,59662
1@83004,5,58093
9@35234,15,57768
14@42504,2,56898
19@94435,4,58784
8@42535,3,55081
0@80090,1,54980
0@17239,1,57461
22@49405,3,57731
22@42814,6,46394
1@49252,13,47233
31@22392,7,47060
29@77011,4,46460
19@97440,9,46323
9@95253,9,45955
29@63270,6,45426
183,3303,50361
29@48138,6,45416
31@79972,5,47418
12@23612,7,47502
86@80006,1,48325
31@99193,7,50187
31@51491,4,48278
11@56418,3,47541
115@36428,1,51298
31@33157,7,42983
22@10972,2,40264
9@13661,8,39720
1@86106,3,40601
11@48191,4,40470
11@90755,5,41147
1@65008,9,41202
11@93381,6,40231
31@57588,9,42345
61@86568,1,42212
11@99790,5,42732
9@55305,4,42416
12@19770,7,42587
112@49506,1,44332
12@96333,7,39197
11@27674,5,39452
19@58527,6,38866
9@80970,1,40060
136@64057,1,41988
11@62535,5,40211
12@9128,9,39695
22@73964,5,39704
31@51069,8,39625
9@37136,13,39021
29@10090,2,39485
9@99580,5,39844
1@99642,5,38839
9@69167,3,38089
22@43203,4,38605
12@34811,9,37991
9@51721,7,38472
19@51563,5,38314
29@35130,2,38198
22@8742,5,38175
184,1765,38709
1@75367,3,38507
8@92287,1,38894
11@71514,4,38496
12@43000,6,38150
63@79279,2,38921
1@78597,3,38664
1@87363,6,37345
29@85914,3,37184
12@15419,7,36971
12@76902,6,36732
9@31931,9,36920
9@52065,6,37625
12@29635,6,37270
12@90459,5,37304
11@79918,3,37390
8@58723,2,37242
9@51729,5,37283
29@4826,3,37653
19@98812,1,37617
12@97258,4,37338
22@45554,3,37268
9@33516,10,37564
12@34407,7,37132
9@75706,6,36063
8@4892,2,36360
115@21295,1,38037
12@23666,7,35981
12@69863,6,36058
12@41151,7,35802
31@21306,1,36194
9@37175,3,35912
60@15127,1,36181
31@72853,2,36079
11@3382,4,36003
8@68591,2,35850
61@41500,1,36109
29@15687,8,36013
9@59918,9,36102
8@35246,3,36119
12@62983,5,36414
115@90516,1,40283
8@60417,4,38507
60@62550,2,38697
19@67635,2,38312
14@2477,3,38223
185,1516,37848
11@55087,4,38633
9@87089,7,38005
31@83209,10,37639
9@27899,4,38048
31@36720,9,37829
1@89626,6,37494
1@30364,5,37700
4@93906,2,37860
19@30471,7,38061
29@9205,7,36271
63@690,1,35220
59@23823,1,34950
31@75157,12,34746
29@84109,4,34432
15@27959,1,34712
22@45546,6,35479
11@17892,5,36779
8@83820,2,38592
12@21896,6,38831
41@92507,1,39162
31@83950,4,39023
31@11818,4,39214
33@72722,4,39454
1@6403,6,38413
19@2914,5,38889
2@19837,3,39201
22@22795,1,39288
61@71403,1,38671
31@79728,9,38081
3@95277,1,37993
31@56179,6,37776
14@91502,1,38977
29@68051,5,38544
1@36486,3,39068
31@30936,9,38647
12@82482,6,38406
31@88637,5,38630
29@82238,4,38601
115@80213,2,40075
33@39425,1,38787
60@50488,1,38295
115@70706,2,40327
12@47217,4,38344
56@11257,1,38539
4@50678,1,38485
18@24516,2,38100
38@2440,3,38152
22@63768,3,37462
11@51255,3,37858
29@75916,2,38177
8@67992,2,38528
2@69645,2,40938
29@77675,9,37538
29@60102,5,37805
19@28809,4,36951
19@83176,4,37729
31@3078,9,37869
31@79399,3,37203
92@80910,1,38190
11@25675,5,37941
2@54163,4,64307
8@31309,2,75944
31@97571,4,77731
108@33353,2,96818
31@75450,8,77195
29@1737,5,73263
1@37211,2,76287
29@52736,4,74121
29@94122,8,75177
92@53450,4,77477
89@34581,1,76637
31@46792,5,75189
19@75634,8,76386
31@48253,7,76588
116@14127,2,79260
84@21942,1,75868
63@50268,2,76518
9@48476,9,75014
31@22119,7,75796
56@94075,1,77896
56@74514,2,77949
22@88673,3,73545
167@52926,1,73912
31@65305,8,70255
89@16726,1,74786
29@98834,6,73608
9@43593,6,71800
19@4638,6,74027
9@21984,11,75997
14@63580,2,75290
31@48056,6,73431
11@8501,6,72978
12@85221,7,73074
11@276,4,75149
22@94537,2,73634
9@88795,9,72695
19@17152,3,73941
27@45885,3,61353
31@12392,7,57593
11@24545,6,61627
31@25079,4,91165
66@28585,1,48413
19@38185,4,44453
33@58039,5,44227
1@99479,3,43341
2@10978,2,42855
8@35650,1,42785
9@71672,7,46202
12@76241,3,42568
31@31979,3,49812
38@41614,1,45617
31@47092,7,45567
29@81802,5,45676
11@19595,2,45454
11@25798,4,45370
29@93083,5,45108
56@18307,1,45625
22@14873,2,45465
0@86208,2,45375
0@86069,1,45534
19@10360,5,45451
11@25253,6,45535
31@35834,6,45500
9@20199,9,100289
9@32615,8,118151
29@22001,5,38945
19@9364,3,39153
29@38548,2,39745
1@54296,4,39302
38@17798,1,40394
29@34504,5,40166
0@99425,1,39669
12@58825,5,39725
38@33034,3,38923
38@59987,2,38320
38@1673,2,39398
29@70694,4,39342
1@53383,4,40021
1@4436,7,40645
1@56043,5,41245
12@76017,7,41134
22@49534,3,40788
115@92394,3,43448
42@91900,3,41629
1@56062,5,42705
42@44755,3,42341
38@46876,1,42301
9@56238,7,47915
38@46436,1,49253
9@93545,12,49663
4@92455,1,49616
1@5797,4,49981
29@97108,8,64489
29@81313,5,70154
29@25184,4,76542
6@50269,3,121785
186,16,122301
2@29681,3,88529
9@70679,11,77333
8@56966,6,73075
1@16960,9,69149
12@56447,6,64125
42@67986,4,65543
8@60658,1,66188
2@69004,2,67226
19@62771,5,65540
19@29046,5,66800
1@37427,1,67062
29@30472,6,66521
8@46557,2,66357
29@9346,4,66753
22@85682,3,65392
29@57870,4,65250
70@33442,1,64367
19@84221,7,65127
22@55276,3,61747
2@86767,6,56742
39@73910,1,56808
1@22342,4,57440
29@38356,1,58375
29@91142,3,56002
9@65899,7,57099
1@19045,3,57645
29@62627,3,57686
38@50501,1,57542
1@80755,8,56617
9@95754,7,54997
29@94988,3,44860
19@23055,6,46217
8@95136,2,47176
42@48044,5,47496
38@23896,1,45610
1@72155,5,48317
22@11143,6,49969
29@96269,3,48900
5@26385,2,46836
2@12401,6,41763
9@37091,12,42353
12@75030,10,41250
42@53621,5,40150
45@66376,1,41212
45@3990,1,41234
45@95461,1,41499
187,861,41415
8@64818,4,41256
45@44898,2,43320
43@76849,1,41963
8@82949,5,41653
22@80816,4,42994
42@91119,3,43189
47@80289,1,43095
42@19244,2,43299
1@27902,4,43633
2@67230,5,43776
188,1585,41919
3@18443,2,40268
8@57220,5,39653
188@40193,1,42327
29@19207,8,40355
188@69707,1,42592
42@36997,3,41018
45@54504,1,39332
188@56465,1,41065
188@24552,1,42045
12@1619,9,40614
12@66831,9,39088
29@22659,2,38470
45@31620,2,39430
187@53047,1,41153
9@83573,4,38859
9@49162,3,38220
45@25047,1,38700
29@42292,8,38125
12@98564,6,38782
19@8058,4,38679
4@28510,1,38656
115@10769,2,40010
19@62266,4,38607
9@42441,7,38699
42@50691,4,38782
29@41792,2,37858
1@14411,9,36995
42@27549,3,37020
2@45003,3,37148
156@30698,1,38762
29@17926,4,36976
29@31176,6,36795
29@30370,5,36661
29@28450,5,36864
39@28828,1,37253
115@29412,1,38651
29@78702,5,36949
29@9929,5,37025
188@11726,1,38951
12@44812,3,37353
3@73781,1,37525
42@6439,6,37104
115@4116,2,37197
45@1121,2,37484
45@92823,1,37448
42@33333,2,37408
29@51026,3,38550
45@68620,2,38257
42@44475,3,37620
115@27384,1,39670
9@51463,13,37803
142@91694,1,39670
142@49371,1,39781
45@53284,1,37765
22@24828,4,37345
42@22637,2,38624
22@47192,5,38225
142@53940,1,40017
2@67039,3,38558
42@72337,1,38693
29@73256,4,38299
42@683,4,38589
78@51487,1,38861
42@65367,2,38661
142@98128,1,39337
42@67218,3,37966
43@47079,1,38230
2@48528,5,37925
187@39226,1,39988
12@53312,5,38017
38@21873,3,38010
42@46941,5,37762
42@29389,4,38108
1@66295,3,38466
115@15085,3,39397
4@96582,2,38001
1@35441,4,38069
71@59349,1,35795
12@872,7,35757
9@4535,9,35725
42@66136,3,35703
115@90744,2,37152
19@20009,6,35814
12@72512,7,35667
3@62445,1,36551
45@32473,1,35969
40@86271,1,35740
9@83923,6,35659
3@99076,1,36779
1@84941,4,39140
1@64264,4,38520
29@91687,3,38693
1@74507,6,38767
12@10657,6,38458
43@99252,1,38577
9@75238,5,38916
9@19317,6,38405
9@7738,4,37898
8@52075,4,38486
9@46592,7,38820
38@6086,2,38921
42@13255,4,38565
1@47063,6,38103
8@29167,3,38476
5@71202,3,38652
9@47378,6,38335
9@69238,5,38287
1@48630,4,38372
9@80225,8,38363
29@42257,5,38293
1@73979,5,37995
1@14768,6,38378
9@29627,7,37451
3@44640,2,38669
19@27723,2,38023
1@97583,7,37893
31@45787,7,38144
29@23575,5,37659
42@64318,7,37969
3@8090,3,38772
45@23741,1,38645
19@77484,7,37888
15@63711,1,37581
42@7233,2,38559
2@20462,1,39033
42@79497,5,38555
29@91409,5,38061
9@78579,7,37739
15@21596,1,38631
42@11452,4,38027
65@8107,1,39045
3@89520,1,39983
5@46970,1,38468
1@78067,9,69798
43@80036,1,78702
19@43672,5,78333
5@83877,1,79600
8@56677,3,77504
29@40486,4,77684
42@36476,4,77368
38@78085,2,79927
5@23907,4,75902
8@61712,2,76940
8@64396,2,77518
42@72488,3,79072
29@96755,3,78528
12@37237,5,78574
11@90692,3,78245
42@77872,4,78258
31@35511,2,79504
9@32943,2,80072
41@81657,1,79832
63@60848,1,77773
1@7118,4,71608
9@48842,5,72765
3@5112,1,72315
42@41935,4,70630
46@10435,1,75115
42@80745,5,74441
9@92894,6,73347
9@94559,8,72269
2@15931,4,75512
19@27194,4,74886
3@59250,3,74411
45@73208,1,77071
3@92743,4,75919
42@49359,3,78416
9@35878,3,77271
2@37204,3,77191
38@13186,3,76590
5@25245,2,74420
42@5605,7,65835
29@63834,5,53638
9@25496,9,77092
22@51023,3,85906
9@18101,6,105014
63@84417,1,54431
63@98847,1,46413
63@22452,3,44208
108@46869,3,44080
42@44152,2,42610
29@8347,5,42132
42@9665,4,45628
42@54555,2,42807
3@87159,3,51035
19@53720,7,44708
42@24454,9,44646
19@17644,2,44852
9@33506,3,44780
5@75440,1,45355
19@72632,6,44603
2@27193,5,44999
19@14036,4,44990
2@17354,3,45017
9@56357,8,43929
4@64170,1,45422
2@31470,2,45445
1@66657,6,44754
12@654,6,45019
2@59210,3,173576
47@22730,1,36949
8@92947,5,37221
2@6669,1,38138
29@49637,4,37530
29@44847,4,38378
9@24877,6,39211
42@14193,6,38829
9@61981,13,39853
4@46138,2,40468
22@87501,5,39672
9@94192,12,39206
29@39998,8,39214
103@69464,1,42416
1@38170,3,40670
42@24527,3,40443
5@64869,1,38917
1@9321,4,39742
1@56779,4,42354
3@55443,1,43176
3@10974,2,42988
29@10213,6,43335
0@23680,1,43079
5@83289,1,43160
103@7541,1,43085
2@59943,4,43516
9@29737,5,43160
9@65624,5,49048
78@43328,1,48011
3@41814,3,45374
9@80187,5,48672
5@76451,2,49312
29@7444,2,52719
189,1136,58786
3@69092,3,59338
41@67520,1,58360
22@82036,5,71405
19@92779,6,80904
43@81698,1,136675
12@19906,10,105308
1@83905,3,84689
12@48929,12,77438
43@99765,1,69981
22@37747,3,70745
9@91001,11,71037
77@55435,1,72661
29@58726,4,71302
29@76541,4,69709
1@31624,5,70187
1@96603,6,69782
2@49537,2,69932
38@69877,2,68648
15@67293,3,66956
9@30542,8,66295
2@62657,3,65845
12@876,4,66360
3@34315,1,66853
9@79418,7,66704
29@924,7,65015
29@97810,9,58295
29@37337,9,59773
29@80439,7,58537
1@31929,2,57270
29@57685,10,60214
9@64785,10,60059
9@13,6,50634
0@9726,2,49537
19@82161,6,47459
1@59796,2,47190
9@22175,6,47343
31@38064,5,48477
22@77021,2,49079
0@75816,2,47940
31@84278,6,47628
31@15887,8,48815
9@14121,5,49471
31@78031,6,49173
92@55342,2,47053
31@94772,5,41034
11@18651,2,40740
1@55533,2,40862
1@9772,5,40802
2@80834,2,42226
1@43792,4,41188
0@915,1,42800
92@92726,1,43441
84@94685,1,43525
12@58536,9,43698
22@7208,4,42390
8@11240,3,42816
11@55886,3,43315
2@75513,4,42248
12@61308,8,42019
38@22429,1,42497
19@96432,3,42768
11@21982,3,42958
22@22990,3,42110
19@85291,5,39746
31@37548,2,40481
12@77965,7,40667
12@91578,8,40067
8@99218,7,39190
12@4143,8,38969
22@35737,2,38778
9@15930,5,38953
31@23145,7,38860
3@39446,1,38783
29@59994,8,38896
13@92907,1,39238
31@66056,13,38796
71@58095,1,39284
12@27187,5,38997
8@70704,6,39336
9@4488,7,38465
1@91296,6,38358
31@60706,4,38169
19@98605,1,39674
12@25347,5,38908
70@56931,3,39151
42@40316,5,38828
11@52094,4,38860
2@61738,2,39246
12@39288,5,39031
70@24362,2,38665
70@9460,1,37966
12@67430,6,37329
9@24013,9,37259
31@42502,6,37259
11@26089,4,37482
31@12476,4,37595
3@85106,4,37499
42@85367,9,37305
8@31669,4,37519
31@69106,7,37747
11@91955,2,38537
2@60573,3,38288
71@48338,1,38099
71@38911,1,38355
167@35471,3,39894
108@62067,1,39831
31@14133,9,38081
42@39628,4,38096
167@52375,1,40158
115@82802,1,38686
60@40351,1,37048
84@7119,2,37085
115@49703,1,38654
108@86083,3,38811
12@51452,3,38449
167@50474,1,40663
48@58824,2,39083
9@95622,7,38923
31@65428,4,38743
3@22263,1,39407
12@73739,8,39009
3@55564,2,39061
11@93509,4,39476
108@5471,1,39677
31@56493,7,39212
15@58967,1,39608
167@27122,1,40763
12@74508,5,39160
31@8469,8,39122
29@83697,3,39474
19@13429,2,39422
108@73672,1,40570
12@80244,8,38339
31@65845,7,39530
31@6958,9,39935
12@2519,6,39672
1@4077,9,39184
9@15528,5,39670
9@49126,8,39384
12@76460,6,38311
70@36754,1,36275
13@78640,1,36339
8@81619,8,35836
3@18863,1,36114
22@42668,2,35878
63@26469,2,35813
61@81630,1,35951
12@80966,9,35560
1@37246,4,35795
108@24529,3,36727
29@36353,6,35701
29@26208,8,38956
12@76609,4,38979
2@59973,3,38829
31@69117,6,38650
12@20984,10,38242
9@8677,7,38766
12@58090,8,38802
19@33376,5,38347
2@2336,4,38765
3@25008,2,38733
12@23611,6,38778
29@2621,3,38660
70@83449,1,38465
12@69146,9,38409
12@64262,10,38593
3@93230,2,38747
12@58871,10,38262
1@62388,8,38278
31@47252,3,38776
31@52946,2,38558
2@81739,3,38557
12@64796,8,38535
12@66550,8,39331
3@80934,1,39396
33@22741,2,39270
63@46474,2,39373
31@35892,5,39111
9@53947,7,38544
31@60524,8,38658
48@12030,1,39246
31@83627,5,38015
11@35921,6,38294
31@74458,9,38312
12@45473,5,38345
12@22189,7,38517
29@44284,6,38360
9@70698,8,38448
31@74021,10,38521
24@75496,1,38780
29@90407,5,38161
42@88381,3,38293
31@44787,9,38564
12@89602,10,38462
15@54763,1,38679
9@38317,2,38564
9@48653,8,38508
31@50763,4,41307
56@82516,1,77472
31@37293,6,75457
11@54526,5,77124
12@60592,3,78427
11@13160,5,74251
22@62796,3,75423
31@34808,6,75717
70@46398,1,73896
40@74864,1,72359
11@64560,3,77641
24@91828,2,78084
70@24776,3,80486
42@30778,3,83218
29@60605,4,81999
19@8147,1,81830
190,459,86762
15@8394,2,78922
31@31108,3,75984
83@84684,1,72740
11@52364,3,71946
3@54792,2,70081
29@59121,4,70588
9@42517,7,71460
31@72502,10,72058
31@4571,8,81505
40@92611,1,85011
12@39932,6,82940
8@69392,3,83829
191,724,108126
108@53846,1,85452
12@60771,8,79794
108@79366,1,85363
9@21715,10,80170
11@36172,2,79105
83@31438,1,80670
13@85603,1,82922
108@11504,2,82524
132@31490,2,82969
115@45311,3,78043
108@85052,2,103472
115@16613,1,142527
108@91136,2,82076
11@33951,4,46955
167@55943,1,45665
19@22753,4,44157
167@93980,1,44607
167@63023,2,44922
33@16930,1,44684
11@61411,4,43341
9@61572,3,49504
12@63879,4,46102
18@24812,2,45775
192,1840,45400
54@26871,1,45510
