keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize, w1
F10800#F1308 ,        206,         99,       311,            0,         400, 10
F10800#F10693,        188,         87,       278,            0,         400, 10
F10800#F11138,        104,         70,       182,            0,         400, 10
F10800#F10159,         92,         55,       148,            0,         400, 10
F10800#F11380,        114,        108,       224,            0,         400, 10
F10800#F1047 ,         67,         93,       161,            0,         400, 10
F10800#F10072,         60,        127,       188,            0,         400, 10
F10800#F10516,        105,         51,       157,            0,         400, 10
F10800#F10454,         64,         94,       160,            0,         400, 10
F10800#F14280,         69,         45,       116,            0,         400, 10
F10800#F10544,         72,         98,       171,            0,         400, 10
F10800#F10744,         61,         95,       157,            0,         400, 10
F10800#F10374,         69,         71,       142,            0,         400, 10
F10800#F1029 ,         79,         47,       127,            0,         400, 10
F10800#F12029,         59,         85,       145,            0,         400, 10
F10800#F10595,         54,         95,       151,            0,         400, 10
F10800#F10700,         58,         75,       136,            0,         400, 10
F10800#F10165,         61,         74,       137,            0,         400, 10
F10800#F10922,         65,         76,       143,            0,         400, 10
F10800#F10398,         73,         65,       139,            0,         400, 10
F10800#F10802,         61,         40,       102,            0,         400, 10
F10800#F10166,         98,         49,       148,            0,         400, 10
F10800#F13268,         64,         80,       146,            0,         400, 10
F10800#F10043,         62,         84,       149,            0,         400, 10
F10800#F11321,         62,         90,       153,            0,         400, 10
F10800#F10115,         55,         85,       141,            0,         400, 10
F10800#F11053,         56,         84,       141,            0,         400, 10
F10800#F11114,         66,        129,       198,            0,         400, 10
F10800#F10237,         76,         58,       135,            0,         400, 10
F10800#F10942,         65,         88,       154,            0,         400, 10
F10800#F10450,         75,         93,       169,            0,         400, 10
F10800#F11220,         63,         50,       114,            0,         400, 10
F10800#F10055,         60,         90,       151,            0,         400, 10
F10800#F10494,         77,        103,       181,            0,         400, 10
F10800#F10158,         63,         98,       162,            0,         400, 10
F10800#F10205,         64,         78,       144,            0,         400, 10
F10800#F10813,         60,         74,       136,            0,         400, 10
F10800#F10081,         54,         85,       141,            0,         400, 10
F10800#F10014,         52,         81,       135,            0,         400, 10
F10800#F10136,         58,         86,       145,            0,         400, 10
F10800#F11604,         57,        102,       159,            0,         400, 10
F10800#F10195,         56,         91,       148,            0,         400, 10
F10800#F10355,         62,         87,       149,            0,         400, 10
F10800#F11076,         65,         73,       139,            0,         400, 10
F10800#F10378,         51,         89,       142,            0,         400, 10
F10800#F10547,         67,         74,       142,            0,         400, 10
F10800#F10463,         92,         95,       188,            0,         400, 10
F10800#F10020,         63,         88,       153,            0,         400, 10
F10800#F10541,        110,         94,       205,            1,         400, 10
F10800#F10032,         61,         78,       141,            0,         400, 10
F10800#F10178,         83,         68,       152,            0,         400, 10
F10800#F10121,         72,         46,       119,            0,         400, 10
F10800#F10305,         73,         47,       121,            0,         400, 10
F10800#F10033,         72,         56,       129,            0,         400, 10
F10800#F10143,         68,         89,       159,            0,         400, 10
F10800#F10141,         53,         84,       138,            0,         400, 10
F10800#F10961,         62,         87,       150,            0,         400, 10
F10800#F10873,         60,         75,       135,            0,         400, 10
F10800#F10317,         55,         89,       145,            0,         400, 10
F10800#F10170,         59,         43,       104,            0,         400, 10
F10800#F10636,         53,         48,       103,            0,         400, 10
