keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize, w1
F28386#F56126,         59,         46,       107,            1,         120,   3
F13853#F1750 ,        388,        308,       697,           15,         840,  21
F45288#F56532,        182,        148,       332,            9,         400,  10
F61245#F62464,         20,         16,        37,            0,          40,   1
F2676#F58562 ,         58,         45,       104,            1,         120,   3
F8148#F48172 ,         53,         45,        99,            3,         120,   3
F50296#F39375,        253,        213,       467,            7,         560,  14
F48065#F33296,         55,         47,       104,            0,         120,   3
F61158#F1621 ,         19,         15,        36,            1,          40,   1
F10589#F40937,        287,        246,       534,           12,         640,  16
F30450#F33264,         20,         15,        35,            0,          40,   1
F9094#F23375 ,        699,        585,      1285,           30,        1560,  39
F21911#F63172,         20,         17,        37,            1,          40,   1
F2273#F25824 ,        488,        408,       897,           21,        1080,  27
F19773#F48342,        183,        150,       335,            8,         400,  10
F37346#F56351,         37,         30,        68,            1,          80,   2
F1369#F44212 ,         17,         15,        32,            1,          40,   1
F29520#F7691 ,         21,         15,        36,            1,          40,   1
F57524#F25531,         19,         16,        36,            1,          40,   1
F15195#F26748,        374,        304,       679,           14,         800,  20
F56319#F63656,         20,         16,        36,            0,          40,   1
F12800#F33265,         20,         17,        38,            1,          40,   1
F3709#F44661 ,        247,        200,       448,            9,         520,  13
F57344#F10361,        128,        105,       234,            7,         280,   7
F20555#F44086,         92,         78,       172,            5,         200,   5
F24754#F23172,        642,        515,      1158,           15,        1360,  34
F6509#F6860  ,        934,        760,      1695,           36,        2000,  50
F16393#F21911,        582,        492,      1075,           21,        1280,  32
F6806#F27085 ,         56,         45,       102,            3,         120,   3
F13665#F51673,         19,         14,        33,            0,          40,   1
F43756#F12114,        178,        149,       328,            8,         400,  10
F35589#F61753,         19,         17,        37,            1,          40,   1
F17478#F10040,        969,        782,      1752,           31,        2080,  52
F26052#F29467,        380,        299,       680,           13,         800,  20
F10826#F19437,        252,        201,       454,           10,         520,  13
F13629#F35017,         37,         31,        68,            1,          80,   2
F16127#F43345,        267,        207,       475,           13,         560,  14
F5070#F5679  ,        704,        560,      1264,           22,        1480,  37
F45902#F50366,        133,        107,       241,            5,         280,   7
F7948#F24551 ,        622,        493,      1118,           24,        1320,  33
F37278#F63265,         20,         16,        37,            0,          40,   1
F46630#F19402,        182,        136,       319,            9,         360,   9
F60778#F37053,         75,         61,       137,            3,         160,   4
F4859#F5455  ,        547,        439,       987,           21,        1160,  29
F11950#F48635,        213,        171,       385,           10,         440,  11
F17557#F35400,         37,         31,        69,            1,          80,   2
F1287#F19050 ,        712,        593,      1306,           28,        1520,  38
F7696#F41610 ,         96,         79,       176,            4,         200,   5
F16335#F2744 ,        834,        663,      1499,           33,        1760,  44
F8106#F15384 ,        889,        719,      1609,           31,        1880,  47
F19821#F58465,         20,         17,        38,            0,          40,   1
F10407#F48016,        148,        120,       269,            7,         320,   8
F14712#F41813,        131,        121,       253,            6,         280,   7
F41270#F57368,        101,         77,       179,            2,         200,   5
F46301#F29640,         91,         74,       165,            0,         200,   5
F9547#F50137 ,        126,        104,       231,            2,         280,   7
F30097#F17556,         18,         15,        33,            0,          40,   1
F4784#F19703 ,        738,        615,      1354,           22,        1600,  40
F10919#F9077 ,        398,        336,       735,           13,         920,  23
F58775#F29139,         21,         15,        38,            1,          40,   1
F26280#F13457,        466,        394,       861,           22,        1080,  27
F59680#F45072,         20,         15,        36,            1,          40,   1
F3376#F28728 ,        433,        364,       798,           16,        1000,  25
F18419#F40682,        231,        190,       422,           12,         520,  13
F4450#F53724 ,         19,         15,        36,            0,          40,   1
F55921#F16612,         54,         46,       100,            2,         120,   3
F54888#F15169,         55,         43,        99,            3,         120,   3
F30877#F59645,         20,         15,        36,            0,          40,   1
F26207#F62660,         20,         14,        35,            1,          40,   1
F53294#F45563,         88,         71,       159,            4,         200,   5
F22473#F2256 ,        412,        347,       760,           17,         960,  24
F5292#F32116 ,         19,         14,        34,            1,          40,   1
F43606#F28999,        166,        150,       317,            3,         400,  10
F51577#F30826,         19,         15,        35,            0,          40,   1
F30835#F17146,        125,        104,       230,            5,         280,   7
F40081#F1589 ,        285,        231,       517,           12,         640,  16
F2723#F38030 ,        442,        360,       803,           20,        1000,  25
F32941#F13810,         52,         40,        94,            3,         120,   3
F42158#F32772,         20,         15,        37,            0,          40,   1
F48472#F737  ,        171,        144,       315,            9,         400,  10
F43701#F62624,         18,         15,        33,            0,          40,   1
F27127#F16795,        364,        318,       682,           14,         840,  21
F14461#F37121,        360,        288,       649,           17,         800,  20
F51844#F20991,        235,        188,       424,            7,         520,  13
F58208#F11269,         20,         15,        36,            1,          40,   1
F27158#F35900,         39,         31,        70,            1,          80,   2
F6702#F40719 ,        292,        245,       538,            8,         680,  17
F8576#F29016 ,        325,        277,       603,           13,         760,  19
F18181#F53998,         20,         16,        36,            1,          40,   1
F51685#F60433,         72,         59,       131,            1,         160,   4
F41386#F5654 ,        401,        336,       738,           12,         920,  23
F57845#F44970,         39,         28,        68,            1,          80,   2
F48153#F4495 ,        189,        143,       334,           10,         400,  10
F8783#F60477 ,         35,         31,        67,            2,          80,   2
F12803#F31530,        530,        434,       964,           15,        1200,  30
F11466#F14017,        144,        116,       261,            4,         320,   8
F15444#F2216 ,       1020,        853,      1874,           35,        2360,  59
F29316#F16772,         20,         14,        35,            0,          40,   1
F39635#F62485,         19,         15,        35,            1,          40,   1
F9223#F49033 ,        349,        290,       641,           14,         800,  20
F1686#F61899 ,         19,         15,        35,            1,          40,   1
F59551#F50526,         36,         31,        67,            1,          80,   2
F49479#F23598,        161,        128,       290,            4,         360,   9
F33434#F3368 ,         18,         14,        33,            1,          40,   1
F21303#F44300,         92,         70,       163,            2,         200,   5
F51282#F14005,         54,         46,       102,            1,         120,   3
F8853#F60112 ,         19,         16,        36,            1,          40,   1
F38328#F24129,        238,        204,       443,            7,         560,  14
F31427#F30798,        335,        276,       613,            8,         760,  19
F34727#F14422,         19,         16,        36,            1,          40,   1
F52825#F7704 ,        107,         88,       196,            6,         240,   6
F333#F450    ,       1576,       1303,      2880,           65,        3640,  91
F33268#F31000,         20,         15,        37,            1,          40,   1
F52083#F32044,         38,         29,        68,            1,          80,   2
F30056#F18963,        192,        166,       359,            7,         440,  11
F59560#F13581,         35,         30,        66,            2,          80,   2
F23283#F7907 ,        600,        487,      1088,           20,        1360,  34
F48211#F27143,         70,         61,       132,            2,         160,   4
F36578#F40079,         87,         75,       162,            3,         200,   5
F3966#F47815 ,         75,         59,       135,            4,         160,   4
F34847#F30032,        136,        113,       250,            6,         320,   8
F30589#F12721,        108,         84,       193,            3,         240,   6
F37668#F28604,         72,         60,       133,            3,         160,   4
F1456#F10582 ,        301,        240,       542,           10,         680,  17
F11889#F56019,         72,         58,       130,            1,         160,   4
F34042#F41183,        103,         89,       193,            2,         240,   6
F14238#F54529,         85,         76,       162,            4,         200,   5
F18505#F40211,        140,        117,       258,            6,         320,   8
F896#F41443  ,         55,         44,       100,            3,         120,   3
F61154#F22473,         18,         14,        33,            0,          40,   1
F42255#F26583,         41,         26,        68,            0,          80,   2
F24440#F18070,        225,        189,       414,            7,         520,  13
F45491#F47597,         71,         58,       130,            3,         160,   4
F61727#F19463,         37,         30,        68,            2,          80,   2
F2716#F40630 ,        290,        227,       518,           16,         640,  16
F6428#F45092 ,        174,        145,       321,            6,         400,  10
F35604#F37232,         19,         14,        34,            1,          40,   1
F48391#F9448 ,        141,        115,       256,            7,         320,   8
F44278#F51755,        106,         86,       192,            5,         240,   6
F14968#F8172 ,        677,        571,      1249,           25,        1600,  40
F48416#F17827,        213,        174,       388,            4,         480,  12
F62365#F26533,         35,         29,        65,            2,          80,   2
F5960#F36393 ,        209,        170,       380,            8,         480,  12
F26166#F6811 ,        312,        253,       566,           14,         720,  18
F62972#F31143,         19,         16,        36,            0,          40,   1
F60295#F59179,         35,         28,        64,            0,          80,   2
F63510#F25579,         18,         15,        34,            1,          40,   1
F29258#F12342,        249,        205,       454,           10,         560,  14
F23269#F15411,        501,        423,       925,           17,        1160,  29
F3258#F41479 ,        272,        233,       506,           13,         640,  16
F16407#F4842 ,        505,        424,       930,           20,        1160,  29
F44945#F38369,        184,        145,       331,            4,         400,  10
F2176#F60523 ,         19,         15,        35,            1,          40,   1
F12239#F40834,        354,        285,       641,           15,         800,  20
F40564#F21801,        282,        230,       513,           10,         640,  16
F42670#F19712,        183,        144,       328,           10,         400,  10
F46579#F1658 ,        123,        101,       225,            5,         280,   7
F10457#F16336,        579,        487,      1068,           21,        1360,  34
F35298#F25575,         20,         14,        35,            0,          40,   1
F18316#F3005 ,        808,        677,      1486,           38,        1880,  47
F4357#F22586 ,        236,        201,       439,           11,         560,  14
F475#F25417  ,        528,        428,       957,           21,        1200,  30
F5430#F8573  ,        793,        644,      1439,           29,        1800,  45
F55012#F57640,         37,         29,        67,            1,          80,   2
F25417#F53408,         54,         46,       101,            0,         120,   3
F13862#F25353,        605,        501,      1107,           28,        1400,  35
F59825#F62385,         20,         17,        37,            0,          40,   1
F12816#F32904,         20,         13,        34,            1,          40,   1
F49498#F20688,        153,        126,       280,            6,         360,   9
F53071#F46029,         51,         47,        99,            1,         120,   3
F27376#F55535,         53,         44,        98,            1,         120,   3
F4245#F6902  ,        847,        686,      1534,           29,        1920,  48
F12751#F50340,         54,         45,       100,            2,         120,   3
F51934#F48110,        107,         89,       197,            2,         240,   6
F52522#F5823 ,        204,        172,       378,            4,         480,  12
F52297#F21093,         20,         15,        36,            1,          40,   1
F11693#F42785,        106,         86,       193,            6,         240,   6
F17070#F53264,         20,         14,        35,            0,          40,   1
F19898#F53902,        107,         88,       196,            4,         240,   6
F35891#F62133,         19,         15,        35,            0,          40,   1
F31249#F18437,         36,         31,        68,            2,          80,   2
F63429#F51367,         20,         14,        34,            0,          40,   1
F6746#F39505 ,        388,        336,       724,           16,         920,  23
F6696#F56346 ,         19,         14,        34,            1,          40,   1
F26013#F42504,         35,         30,        66,            0,          80,   2
F23409#F44655,        261,        209,       471,            6,         600,  15
F25997#F32144,         19,         16,        36,            1,          40,   1
F40243#F20417,        353,        287,       641,           13,         800,  20
F55543#F21214,         19,         16,        36,            0,          40,   1
F41939#F16108,        201,        176,       378,            8,         480,  12
F39471#F17491,         19,         15,        35,            1,          40,   1
F16095#F29439,        338,        272,       610,           16,         760,  19
F61891#F9738 ,         19,         14,        35,            1,          40,   1
F34087#F60292,        127,        105,       232,            2,         280,   7
F13702#F33652,         21,         11,        32,            1,          40,   1
F42350#F41836,         38,         27,        66,            1,          80,   2
F49019#F35865,         18,         15,        34,            0,          40,   1
F26286#F24914,         21,         16,        38,            1,          40,   1
F25841#F28266,        192,        159,       352,            5,         440,  11
F14971#F38271,        247,        200,       449,            9,         560,  14
F16849#F1107 ,        632,        537,      1171,           32,        1480,  37
F53226#F10996,         77,         69,       147,            3,         160,   4
F59611#F42984,         21,         15,        37,            1,          40,   1
F934#F52141  ,         21,         17,        39,            1,          40,   1
F38436#F34919,         43,         29,        73,            0,          80,   2
F22626#F56762,         73,         59,       134,            4,         160,   4
F37646#F57185,         34,         30,        66,            0,          80,   2
F31684#F47941,         20,         13,        35,            1,          40,   1
F41520#F35895,         19,         15,        34,            1,          40,   1
F6186#F35185 ,        125,        100,       226,            5,         280,   7
F61018#F1276 ,         20,         15,        36,            0,          40,   1
F14298#F45986,        102,         86,       190,            6,         240,   6
F58052#F1579 ,         74,         59,       134,            4,         160,   4
F40765#F19084,        220,        169,       390,            7,         480,  12
F62581#F31554,         19,         15,        34,            0,          40,   1
F62571#F62913,         18,         15,        35,            0,          40,   1
F711#F42708  ,        262,        222,       486,           14,         600,  15
F27100#F55589,         18,         13,        33,            0,          40,   1
F60366#F51295,         19,         15,        35,            1,          40,   1
F22757#F2100 ,        555,        464,      1021,           26,        1280,  32
F30998#F48053,        108,         91,       200,            3,         240,   6
F15726#F9675 ,        435,        347,       782,           14,         960,  24
F54383#F54612,         37,         28,        66,            0,          80,   2
F61143#F46492,         54,         45,        99,            0,         120,   3
F12872#F7295 ,        422,        348,       771,           18,         960,  24
F51737#F41293,         54,         42,        98,            0,         120,   3
F10537#F57251,         37,         29,        67,            1,          80,   2
F28161#F31599,        137,        116,       254,            1,         320,   8
F51845#F37815,         39,         29,        70,            0,          80,   2
F5457#F37649 ,        321,        292,       614,           12,         760,  19
F17475#F4147 ,        699,        569,      1270,           27,        1600,  40
F55782#F47126,         72,         57,       130,            3,         160,   4
F11246#F25643,        340,        285,       626,           19,         800,  20
F60708#F5533 ,         38,         29,        68,            2,          80,   2
F47223#F24252,         90,         73,       165,            3,         200,   5
F7193#F62886 ,         20,         15,        36,            1,          40,   1
F28280#F10212,        321,        262,       584,           12,         720,  18
F63020#F16876,         19,         14,        34,            1,          40,   1
F9471#F27801 ,         19,         15,        35,            1,          40,   1
F21617#F43450,        298,        247,       546,           12,         680,  17
F9326#F17757 ,        683,        559,      1243,           29,        1560,  39
F60661#F3026 ,         20,         16,        37,            1,          40,   1
F27892#F5777 ,        313,        261,       575,           15,         720,  18
F6385#F21954 ,        187,        155,       344,            5,         440,  11
F18160#F13802,        404,        343,       747,           11,         960,  24
F27350#F4204 ,         69,         62,       132,            4,         160,   4
F13303#F24313,        212,        177,       390,           12,         480,  12
F60863#F45421,         21,         15,        36,            1,          40,   1
F62500#F28045,         18,         15,        34,            0,          40,   1
F44119#F49658,         73,         60,       134,            4,         160,   4
F2805#F48616 ,         20,         15,        37,            0,          40,   1
F24628#F55094,        151,        130,       282,            5,         360,   9
F55659#F4612 ,        121,        101,       223,            5,         280,   7
F26362#F40509,         67,         61,       129,            2,         160,   4
F16180#F6797 ,        443,        360,       804,           19,        1000,  25
F15918#F45357,        213,        173,       386,            3,         480,  12
F27623#F34203,        107,         90,       198,            6,         240,   6
F50682#F30191,        112,         87,       200,            1,         240,   6
F52401#F15236,         19,         15,        34,            1,          40,   1
F43749#F29981,        108,         89,       198,            2,         240,   6
F61512#F44747,         19,         16,        37,            1,          40,   1
F3091#F3721  ,        858,        722,      1582,           43,        2000,  50
F58278#F28598,         20,         15,        36,            0,          40,   1
F2565#F20254 ,        381,        321,       703,            9,         880,  22
F58721#F38587,         54,         44,        99,            2,         120,   3
F2997#F16861 ,        541,        457,       999,           15,        1280,  32
F30399#F39644,        247,        204,       451,            7,         560,  14
F28978#F57938,         38,         30,        69,            2,          80,   2
F18992#F36401,        490,        416,       907,           17,        1160,  29
F28472#F23513,        171,        144,       316,            5,         400,  10
F29716#F14577,        501,        415,       918,           13,        1160,  29
F9263#F20572 ,        286,        229,       515,           13,         640,  16
F20099#F42009,        336,        279,       615,           11,         760,  19
F25958#F30289,        278,        231,       510,            8,         640,  16
F44588#F61422,         19,         15,        34,            1,          40,   1
F11712#F10184,       1325,       1076,      2403,           55,        3000,  75
F19487#F11817,        642,        532,      1176,           29,        1480,  37
F24642#F58410,         19,         15,        35,            1,          40,   1
F21730#F16801,        119,        102,       222,            4,         280,   7
F51389#F23235,         41,         30,        71,            2,          80,   2
F8396#F32076 ,         19,         16,        36,            1,          40,   1
F46444#F39738,         58,         44,       103,            1,         120,   3
F14810#F42915,         55,         44,       100,            2,         120,   3
F62880#F31708,         18,         15,        34,            0,          40,   1
F37282#F12012,        304,        241,       546,           12,         680,  17
F63375#F32354,         19,         14,        34,            0,          40,   1
F17508#F19939,        537,        446,       984,           23,        1240,  31
F30969#F4861 ,        161,        127,       289,            8,         360,   9
F46729#F11637,        106,         87,       194,            6,         240,   6
F58716#F45690,         18,         13,        33,            0,          40,   1
F23509#F63312,         17,         12,        30,            0,          40,   1
F11250#F51766,         18,         14,        34,            0,          40,   1
F14497#F38232,        401,        339,       741,            8,         920,  23
F39633#F20259,        139,        118,       257,            4,         320,   8
F8305#F48584 ,        111,         87,       199,            6,         240,   6
F40768#F36192,         35,         27,        63,            0,          80,   2
F44537#F30742,        321,        264,       586,           14,         720,  18
F43077#F34549,        207,        172,       381,            6,         480,  12
F46222#F21757,        246,        211,       457,           10,         560,  14
F5337#F60156 ,         20,         15,        36,            1,          40,   1
F25307#F30937,        267,        220,       488,            9,         600,  15
F35650#F62029,         18,         16,        35,            0,          40,   1
F25252#F6323 ,        378,        313,       692,           19,         880,  22
F5905#F26293 ,        344,        287,       632,           17,         800,  20
F38712#F6875 ,        592,        464,      1057,           20,        1320,  33
F4934#F18202 ,        989,        818,      1809,           31,        2280,  57
F57611#F20058,         93,         70,       164,            5,         200,   5
F17406#F20654,        464,        386,       851,           14,        1080,  27
F3079#F20278 ,        975,        805,      1780,           37,        2240,  56
F60900#F30404,         37,         31,        69,            1,          80,   2
F5991#F9802  ,        438,        359,       798,           18,        1000,  25
F12183#F45840,        234,        202,       437,            9,         560,  14
F27946#F58983,         39,         28,        68,            0,          80,   2
F21833#F24317,         20,         16,        36,            1,          40,   1
F10331#F53175,         43,         38,        82,            2,          80,   2
F8039#F52148 ,        125,        104,       231,            6,         280,   7
F23448#F44816,        447,        364,       812,           16,        1000,  25
F25690#F46036,        182,        153,       336,            6,         400,  10
F18236#F39043,        514,        432,       947,           18,        1200,  30
F14353#F43712,        156,        127,       284,            6,         360,   9
F9410#F29752 ,         20,         15,        36,            1,          40,   1
F20591#F62072,         19,         16,        36,            1,          40,   1
F26893#F34334,         86,         73,       160,            2,         200,   5
F13187#F24376,        609,        492,      1102,           25,        1400,  35
F32120#F39799,        106,         90,       197,            3,         240,   6
F15726#F29406,        561,        452,      1014,           13,        1280,  32
F59238#F18674,         55,         43,        99,            2,         120,   3
F53191#F29602,        103,         88,       192,            2,         240,   6
F9632#F16844 ,       1042,        860,      1903,           41,        2400,  60
F14074#F12332,        446,        361,       808,           16,        1000,  25
F62084#F18597,         22,         14,        38,            1,          40,   1
F24009#F3472 ,         56,         44,       101,            1,         120,   3
F34382#F6876 ,         49,         45,        96,            3,         120,   3
F33604#F40964,         20,         15,        36,            0,          40,   1
F15980#F39096,        389,        319,       709,           12,         880,  22
F50174#F29134,        175,        148,       324,            9,         400,  10
F10#F29717   ,        246,        200,       448,           11,         560,  14
F51209#F52539,         37,         29,        67,            0,          80,   2
F52740#F23256,        251,        209,       462,            8,         560,  14
F61232#F53589,         56,         45,       101,            1,         120,   3
F28409#F45479,        199,        173,       373,            3,         480,  12
F3474#F5264  ,        811,        676,      1488,           35,        1880,  47
F33996#F40177,        175,        147,       324,            3,         400,  10
F56626#F28361,         50,         46,        97,            1,         120,   3
F19168#F51252,        119,        100,       220,            4,         280,   7
F5402#F17001 ,       1042,        866,      1909,           43,        2400,  60
F27230#F48636,         70,         14,        86,            0,          40,   1
F60770#F37124,         36,         29,        66,            0,          80,   2
F31060#F30523,        277,        236,       514,            6,         640,  16
F17384#F11913,        444,        382,       827,           17,        1040,  26
F12166#F43046,        246,        195,       443,           14,         560,  14
F19806#F3285 ,        990,        811,      1803,           34,        2280,  57
F18492#F38048,         71,         57,       129,            2,         160,   4
F17517#F29195,        214,        167,       381,            8,         480,  12
F42668#F20940,        285,        232,       518,            7,         640,  16
F63149#F34335,         19,         14,        34,            1,          40,   1
F28336#F51797,         37,         29,        67,            1,          80,   2
F16142#F34572,        129,        102,       233,            3,         280,   7
F61993#F25671,         18,         15,        34,            1,          40,   1
F61882#F59135,         19,         14,        34,            0,          40,   1
F38680#F21875,        197,        156,       354,            8,         440,  11
F58041#F59201,         76,         59,       135,            1,         160,   4
F30404#F39182,         35,         29,        65,            0,          80,   2
F20422#F17744,        574,        486,      1061,           27,        1360,  34
F60506#F33800,         19,         16,        36,            0,          40,   1
F30280#F19481,        207,        171,       378,            9,         480,  12
F56681#F35723,         21,         15,        37,            0,          40,   1
F51510#F24389,         71,         59,       130,            4,         160,   4
F26914#F8099 ,         21,         13,        35,            0,          40,   1
F41864#F931  ,        224,        189,       414,           11,         520,  13
F34797#F7845 ,        101,         87,       189,            6,         240,   6
F14864#F7369 ,       1042,        854,      1898,           39,        2360,  59
F44371#F22999,         84,         58,       143,            3,         160,   4
F23643#F57370,         54,         44,        99,            2,         120,   3
F52771#F58899,         21,         15,        37,            0,          40,   1
F54939#F48379,         54,         44,        99,            2,         120,   3
F23107#F24492,        494,        409,       904,           12,        1160,  29
F4542#F11353 ,       1006,        839,      1845,           37,        2320,  58
F33445#F39720,         20,         15,        35,            1,          40,   1
F38261#F56484,         57,         43,       100,            3,         120,   3
F9500#F44388 ,        263,        214,       478,           12,         600,  15
F33655#F7661 ,        173,        145,       319,            8,         400,  10
F4978#F56553 ,         38,         29,        68,            2,          80,   2
F60097#F40079,         20,         15,        36,            0,          40,   1
F9853#F27159 ,        359,        293,       653,           14,         800,  20
F22114#F63650,         19,         15,        35,            1,          40,   1
F11967#F39815,         20,         15,        35,            1,          40,   1
F11590#F59553,         17,         13,        31,            0,          40,   1
F56744#F29707,         58,         42,       101,            1,         120,   3
F22257#F47533,         52,         43,        96,            3,         120,   3
F32554#F25375,        196,        174,       371,            8,         480,  12
F45824#F12667,        333,        285,       619,           13,         760,  19
F37750#F43108,        104,         90,       194,            3,         240,   6
F5813#F25210 ,        108,         84,       193,            4,         240,   6
