keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize, w1
F28036#F13852,        259,        138,       413,            1,        3800,   95
F59044#F23571,         52,         33,        87,            0,         160,    4
F40782#F22566,         48,         39,        93,            0,         200,    5
F39751#F25312,         40,         36,        78,            0,          80,    2
F13664#F5675 ,        518,        214,       752,            1,        6920,  173
F23244#F52991,         86,         67,       155,            0,         360,    9
F54135#F45471,         62,         40,       104,            0,         280,    7
F46650#F48765,        112,         48,       161,            0,         480,   12
F17860#F20917,        290,        170,       477,            1,        4080,  102
F15548#F36720,         56,         70,       128,            0,         240,    6
F13456#F7466 ,        615,        267,       904,            0,        9760,  244
F63263#F9303 ,         33,         18,        52,            0,          40,    1
F22294#F45407,        112,         90,       205,            0,         920,   23
F25994#F61924,         30,         21,        52,            0,          40,    1
F11538#F30424,        159,        110,       271,            0,        1760,   44
F789#F13260  ,        510,        229,       741,            2,        6840,  171
F24504#F22388,         76,         45,       127,            0,         280,    7
F8043#F21441 ,        234,        143,       396,            1,        3000,   75
F24055#F56142,         28,         18,        47,            0,          40,    1
F13096#F5112 ,        605,        261,       889,            2,        9080,  227
F61622#F30423,         33,         21,        55,            0,          40,    1
F13929#F29974,         52,         78,       131,            0,         160,    4
F2164#F27095 ,        125,         87,       213,            0,        1000,   25
F24699#F40274,        123,         72,       196,            0,        1160,   29
F8338#F15187 ,        930,        365,      1314,            2,       14560,  364
F13683#F22982,        277,        162,       442,            0,        3840,   96
F58736#F51541,         45,         55,       102,            0,         120,    3
F42967#F4575 ,         92,         90,       184,            0,         560,   14
F56352#F29439,         33,         18,        52,            0,          40,    1
F51153#F1510 ,        104,         65,       171,            0,         800,   20
F28386#F56126,         55,         31,        88,            0,         200,    5
F13853#F1750 ,        215,        137,       354,            0,        2120,   53
F45288#F56532,        124,         86,       211,            0,         680,   17
F61245#F62464,         31,         17,        49,            0,          40,    1
F2676#F58562 ,         38,         53,        92,            0,         120,    3
F8148#F48172 ,         98,         51,       151,            0,         440,   11
F50296#F39375,        120,         91,       213,            0,         800,   20
F48065#F33296,         36,         36,        73,            0,         120,    3
F61158#F1621 ,         28,         16,        46,            0,          40,    1
F10589#F40937,        115,        116,       233,            0,        1040,   26
F30450#F33264,         33,         19,        53,            0,          40,    1
F9094#F23375 ,        266,        152,       421,            0,        3480,   87
F21911#F63172,         30,         18,        49,            0,          40,    1
F2273#F25824 ,        247,        128,       397,            0,        2440,   61
F19773#F48342,        114,         72,       189,            0,         480,   12
F37346#F56351,         36,         27,        65,            0,          80,    2
F1369#F44212 ,         31,         18,        50,            0,          40,    1
F29520#F7691 ,         30,         18,        49,            0,          40,    1
F57524#F25531,         24,         21,        46,            0,          40,    1
F15195#F26748,        321,        167,       490,            0,        4480,  112
F56319#F63656,         30,         17,        48,            0,          40,    1
F12800#F33265,         23,         17,        41,            0,          40,    1
F3709#F44661 ,        147,        107,       257,            0,        1080,   27
F57344#F10361,         72,         43,       117,            0,         320,    8
F20555#F44086,         95,         75,       172,            0,         280,    7
F24754#F23172,        303,        168,       477,            2,        4080,  102
F6509#F6860  ,        611,        244,       872,            1,        8880,  222
F16393#F21911,        274,        166,       442,            1,        3720,   93
F6806#F27085 ,         45,         43,        89,            0,         120,    3
F13665#F51673,         41,         26,        68,            0,          40,    1
F43756#F12114,         96,         60,       158,            0,         600,   15
F35589#F61753,         39,         27,        68,            0,          40,    1
F17478#F10040,        454,        217,       673,            0,        6560,  164
F26052#F29467,        147,        117,       266,            0,        1480,   37
F10826#F19437,        102,         94,       197,            0,         840,   21
F13629#F35017,         47,         25,        73,            0,          80,    2
F16127#F43345,        117,         99,       218,            0,        1080,   27
F5070#F5679  ,        484,        230,       716,            1,        7280,  182
F45902#F50366,         72,         57,       148,            0,         360,    9
F7948#F24551 ,        299,        145,       462,            1,        3880,   97
F37278#F63265,         28,         18,        47,            0,          40,    1
F46630#F19402,         80,         81,       163,            0,         520,   13
F60778#F37053,         42,         29,        73,            0,         160,    4
F4859#F5455  ,        330,        172,       505,            0,        4280,  107
F11950#F48635,        121,        102,       226,            0,         680,   17
F17557#F35400,         43,         42,        86,            0,         120,    3
F1287#F19050 ,        486,        225,       715,            0,        7520,  188
F7696#F41610 ,         67,         31,       100,            0,         200,    5
F16335#F2744 ,        428,        214,       644,            0,        6320,  158
F8106#F15384 ,        469,        232,       703,            2,        7280,  182
F19821#F58465,         31,         18,        51,            0,          40,    1
F10407#F48016,         73,         55,       149,            0,         360,    9
F14712#F41813,         94,        102,       197,            0,         680,   17
F41270#F57368,         70,         42,       135,            0,         360,    9
F46301#F29640,         57,         37,        96,            0,         200,    5
F9547#F50137 ,         67,         38,       107,            0,         320,    8
F30097#F17556,         30,         20,        51,            0,          40,    1
F4784#F19703 ,        324,        181,       507,            1,        4480,  112
F10919#F9077 ,        265,        149,       416,            0,        3040,   76
F58775#F29139,         29,         17,        48,            0,          40,    1
F26280#F13457,        214,        132,       349,            0,        2680,   67
F59680#F45072,         28,         19,        48,            0,          40,    1
F3376#F28728 ,        169,        121,       291,            0,        1960,   49
F18419#F40682,        159,        117,       278,            0,        1400,   35
F4450#F53724 ,         38,         27,        67,            0,          40,    1
F55921#F16612,         38,         50,        90,            0,         120,    3
F54888#F15169,         47,         34,        84,            0,         160,    4
F30877#F59645,         44,         26,        72,            0,          80,    2
F26207#F62660,         32,         24,        57,            0,          40,    1
F53294#F45563,         44,         34,        79,            0,         200,    5
F22473#F2256 ,        205,        125,       332,            0,        2160,   54
F5292#F32116 ,         42,         25,        68,            0,          40,    1
F43606#F28999,         99,        100,       201,            0,         640,   16
F51577#F30826,         40,         23,        65,            0,          80,    2
F30835#F17146,         66,         60,       146,            0,         360,    9
F40081#F1589 ,        131,        105,       238,            0,        1240,   31
F2723#F38030 ,        340,        175,       517,            1,        4360,  109
F32941#F13810,         46,         29,        77,            0,         160,    4
F42158#F32772,         28,         19,        48,            0,          40,    1
F48472#F737  ,        109,         74,       185,            0,         480,   12
F43701#F62624,         26,         19,        46,            0,          40,    1
F27127#F16795,        141,        114,       256,            0,        1480,   37
F14461#F37121,        142,        113,       256,            0,        1440,   36
F51844#F20991,        117,        109,       228,            1,        1080,   27
F58208#F11269,         29,         19,        49,            0,          40,    1
F27158#F35900,         39,         19,        60,            0,          80,    2
F6702#F40719 ,        140,         96,       237,            0,        1080,   27
F8576#F29016 ,        124,        102,       228,            0,        1080,   27
F18181#F53998,         40,         26,        67,            0,          40,    1
F51685#F60433,         61,         73,       136,            0,         240,    6
F41386#F5654 ,        214,        139,       355,            0,        2480,   62
F57845#F44970,         39,         23,        64,            0,          80,    2
F48153#F4495 ,        113,         75,       191,            0,         680,   17
F8783#F60477 ,         45,         26,        73,            0,         120,    3
F12803#F31530,        271,        154,       427,            0,        3640,   91
F11466#F14017,        123,        100,       225,            0,        1000,   25
F15444#F2216 ,        604,        276,       899,            1,        9520,  238
F29316#F16772,         29,         18,        48,            0,          40,    1
F39635#F62485,         26,         18,        46,            0,          40,    1
F9223#F49033 ,        154,        104,       259,            0,        1560,   39
F1686#F61899 ,         29,         17,        48,            0,          40,    1
F59551#F50526,         31,         35,        68,            0,          80,    2
F49479#F23598,         87,         67,       155,            0,         600,   15
F33434#F3368 ,         26,         18,        45,            0,          40,    1
F21303#F44300,         48,         27,        76,            0,         200,    5
F51282#F14005,         39,         55,        95,            0,         120,    3
F8853#F60112 ,         35,         34,        71,            0,          80,    2
F38328#F24129,        136,        116,       254,            0,        1400,   35
F31427#F30798,        120,         94,       217,            0,        1240,   31
F34727#F14422,         30,         19,        50,            0,          40,    1
F52825#F7704 ,         67,         85,       154,            0,         240,    6
F333#F450    ,       1627,        646,      2292,            3,       28720,  718
F33268#F31000,         33,         20,        54,            0,          40,    1
F52083#F32044,         55,         34,        90,            0,         120,    3
F30056#F18963,        119,         95,       216,            0,         680,   17
F59560#F13581,         42,         36,        79,            0,          80,    2
F23283#F7907 ,        401,        226,       628,            2,        5520,  138
F48211#F27143,         55,         35,        92,            0,         160,    4
F36578#F40079,         70,         81,       153,            0,         320,    8
F3966#F47815 ,         57,         37,        96,            0,         240,    6
F34847#F30032,        105,         74,       181,            0,         760,   19
F30589#F12721,         58,         78,       137,            0,         320,    8
F37668#F28604,         44,         74,       120,            0,         160,    4
F1456#F10582 ,        176,        113,       291,            0,        1800,   45
F11889#F56019,         60,         75,       136,            0,         320,    8
F34042#F41183,         65,         57,       124,            0,         280,    7
F14238#F54529,         58,         71,       130,            0,         240,    6
F18505#F40211,        115,        108,       225,            0,         720,   18
F896#F41443  ,         43,         57,       101,            0,         160,    4
F61154#F22473,         30,         19,        50,            0,          40,    1
F42255#F26583,         36,         21,        58,            0,          80,    2
F24440#F18070,        159,        122,       283,            0,        1720,   43
F45491#F47597,         63,         84,       149,            0,         240,    6
F61727#F19463,         41,         22,        65,            0,          80,    2
F2716#F40630 ,        156,        135,       294,            0,        1560,   39
F6428#F45092 ,         95,         62,       159,            0,         600,   15
F35604#F37232,         27,         18,        46,            0,          40,    1
F48391#F9448 ,         72,         91,       165,            0,         520,   13
F44278#F51755,         64,         32,        99,            0,         320,    8
F14968#F8172 ,        382,        214,       598,            0,        5400,  135
F48416#F17827,        134,         91,       226,            0,         960,   24
F62365#F26533,         43,         25,        69,            0,          80,    2
F5960#F36393 ,         87,         77,       166,            0,         560,   14
F26166#F6811 ,        149,        104,       254,            0,        1440,   36
F62972#F31143,         29,         19,        50,            0,          40,    1
F60295#F59179,         36,         28,        65,            0,          80,    2
F63510#F25579,         41,         21,        63,            0,          40,    1
F29258#F12342,        122,         92,       215,            0,        1000,   25
F23269#F15411,        219,        147,       369,            1,        2880,   72
F3258#F41479 ,        130,        100,       232,            0,        1160,   29
F16407#F4842 ,        216,        155,       372,            2,        2760,   69
F44945#F38369,         99,        101,       202,            0,         800,   20
F2176#F60523 ,         25,         18,        44,            0,          40,    1
F12239#F40834,        155,        114,       270,            1,        1600,   40
F40564#F21801,        139,        105,       246,            0,        1320,   33
F42670#F19712,         91,        102,       196,            0,         640,   16
F46579#F1658 ,         67,         61,       130,            0,         320,    8
F10457#F16336,        357,        200,       559,            1,        5560,  139
F35298#F25575,         25,         19,        45,            0,          40,    1
F18316#F3005 ,        633,        305,       941,            0,       10560,  264
F4357#F22586 ,        131,         95,       228,            0,        1080,   27
F475#F25417  ,        236,        120,       373,            1,        3000,   75
F5430#F8573  ,        460,        233,       696,            1,        6960,  174
F55012#F57640,         36,         20,        58,            0,          80,    2
F25417#F53408,         43,         22,        66,            0,         120,    3
F13862#F25353,        312,        154,       468,            0,        4480,  112
F59825#F62385,         29,         20,        51,            0,          40,    1
F12816#F32904,         25,         18,        44,            0,          40,    1
F49498#F20688,        100,         84,       186,            0,         760,   19
F53071#F46029,         39,         55,        96,            0,         120,    3
F27376#F55535,         42,         21,        65,            0,         120,    3
F4245#F6902  ,        320,        187,       509,            0,        5160,  129
F12751#F50340,         41,         27,        68,            0,         120,    3
F51934#F48110,         69,         85,       156,            0,         280,    7
F52522#F5823 ,         84,         75,       161,            0,         600,   15
F52297#F21093,         34,         20,        56,            0,          40,    1
F11693#F42785,         92,         61,       171,            0,         360,    9
F17070#F53264,         26,         17,        45,            0,          40,    1
F19898#F53902,         54,         75,       131,            1,         280,    7
F35891#F62133,         29,         17,        47,            0,          40,    1
F31249#F18437,         34,         21,        57,            0,          80,    2
F63429#F51367,         29,         20,        50,            0,          40,    1
F6746#F39505 ,        143,        126,       271,            0,        1560,   39
F6696#F56346 ,         29,         20,        51,            0,          40,    1
F26013#F42504,         35,         25,        62,            0,          80,    2
F23409#F44655,        168,        134,       304,            0,        1920,   48
F25997#F32144,         30,         19,        50,            0,          40,    1
F40243#F20417,        184,        138,       324,            0,        2360,   59
F55543#F21214,         31,         19,        52,            0,          40,    1
F41939#F16108,         88,        107,       198,            0,         640,   16
F39471#F17491,         34,         20,        55,            0,          40,    1
F16095#F29439,        149,        123,       274,            1,        1560,   39
F61891#F9738 ,         28,         18,        47,            0,          40,    1
F34087#F60292,         67,         68,       137,            0,         320,    8
F13702#F33652,         26,         17,        45,            0,          40,    1
F42350#F41836,         35,         38,        75,            0,          80,    2
F49019#F35865,         27,         19,        48,            0,          40,    1
F26286#F24914,         32,         19,        52,            0,          40,    1
F25841#F28266,        105,         88,       194,            0,         720,   18
F14971#F38271,        124,        120,       245,            0,        1200,   30
F16849#F1107 ,        414,        207,       624,            1,        6360,  159
F53226#F10996,         57,         31,        90,            0,         160,    4
F59611#F42984,         40,         27,        69,            0,          80,    2
F934#F52141  ,         30,         24,        54,            0,          40,    1
F38436#F34919,         38,         38,        78,            0,          80,    2
F22626#F56762,         46,         41,        88,            0,         160,    4
F37646#F57185,         36,         20,        58,            0,          80,    2
F31684#F47941,         27,         17,        46,            0,          40,    1
F41520#F35895,         26,         18,        45,            0,          40,    1
F6186#F35185 ,         73,         65,       140,            0,         400,   10
F61018#F1276 ,         27,         17,        45,            0,          40,    1
F14298#F45986,         81,         61,       143,            0,         360,    9
F58052#F1579 ,         43,         31,        75,            0,         160,    4
F40765#F19084,        158,        118,       278,            1,        1560,   39
F62581#F31554,         31,         18,        50,            0,          40,    1
F62571#F62913,         29,         18,        48,            0,          40,    1
F711#F42708  ,        110,         97,       209,            0,         920,   23
F27100#F55589,         27,         18,        45,            0,          40,    1
F60366#F51295,         29,         16,        47,            0,          40,    1
F22757#F2100 ,        289,        151,       441,            0,        3720,   93
F30998#F48053,         95,        109,       206,            0,         520,   13
F15726#F9675 ,        202,        137,       341,            0,        2440,   61
F54383#F54612,         33,         21,        56,            0,          80,    2
F61143#F46492,         53,         24,        79,            0,         160,    4
F12872#F7295 ,        219,        124,       345,            0,        2320,   58
F51737#F41293,         52,         24,        77,            0,         120,    3
F10537#F57251,         76,         26,       103,            0,         120,    3
F28161#F31599,         91,         79,       172,            0,         520,   13
F51845#F37815,         39,         49,        89,            0,          80,    2
F5457#F37649 ,        204,        137,       343,            0,        2600,   65
F17475#F4147 ,        656,        301,       960,            2,       10240,  256
F55782#F47126,         59,         71,       132,            0,         240,    6
F11246#F25643,        142,         97,       241,            0,        1400,   35
F60708#F5533 ,         34,         36,        71,            0,          80,    2
F47223#F24252,         55,         73,       131,            0,         200,    5
F7193#F62886 ,         31,         19,        50,            0,          40,    1
F28280#F10212,        162,        111,       275,            1,        1680,   42
F63020#F16876,         25,         17,        43,            0,          40,    1
F9471#F27801 ,         24,         16,        41,            0,          40,    1
F21617#F43450,        113,        114,       229,            0,        1160,   29
F9326#F17757 ,        406,        201,       609,            0,        6160,  154
F60661#F3026 ,         29,         16,        47,            0,          40,    1
F27892#F5777 ,        142,        116,       259,            1,        1440,   36
F6385#F21954 ,        100,         93,       195,            0,         760,   19
F18160#F13802,        258,        116,       386,            1,        2880,   72
F27350#F4204 ,         54,         46,       102,            0,         160,    4
F13303#F24313,        108,        104,       213,            0,         840,   21
F60863#F45421,         31,         19,        51,            0,          40,    1
F62500#F28045,         25,         20,        46,            0,          40,    1
F44119#F49658,         47,         79,       127,            0,         200,    5
F2805#F48616 ,         34,         17,        52,            0,          40,    1
F24628#F55094,         72,         41,       114,            0,         360,    9
F55659#F4612 ,        107,         87,       197,            0,         440,   11
F26362#F40509,         46,         31,        80,            0,         200,    5
F16180#F6797 ,        246,        164,       413,            0,        3400,   85
F15918#F45357,        124,         96,       222,            1,        1040,   26
F27623#F34203,         71,         69,       142,            0,         320,    8
F50682#F30191,         72,         75,       150,            0,         320,    8
F52401#F15236,         35,         19,        55,            0,          40,    1
F43749#F29981,         59,         74,       136,            0,         280,    7
F61512#F44747,         25,         17,        43,            0,          40,    1
F3091#F3721  ,        604,        278,       902,            1,        9880,  247
F58278#F28598,         34,         16,        50,            0,          40,    1
F2565#F20254 ,        181,        106,       289,            0,        1880,   47
F58721#F38587,         45,         69,       117,            0,         160,    4
F2997#F16861 ,        252,        143,       397,            0,        3560,   89
F30399#F39644,        161,        106,       269,            0,        1760,   44
F28978#F57938,         44,         37,        82,            0,          80,    2
F18992#F36401,        259,        141,       401,            1,        3520,   88
F28472#F23513,         90,         73,       164,            0,         560,   14
F29716#F14577,        196,        122,       320,            0,        2520,   63
F9263#F20572 ,        111,        102,       215,            0,         960,   24
F20099#F42009,        136,        102,       241,            0,        1320,   33
F25958#F30289,        117,         84,       202,            0,         840,   21
F44588#F61422,         27,         17,        45,            0,          40,    1
F11712#F10184,        799,        365,      1165,            0,       14080,  352
F19487#F11817,        391,        205,       599,            1,        5880,  147
F24642#F58410,         32,         19,        53,            0,          40,    1
F21730#F16801,         66,         68,       135,            1,         320,    8
F51389#F23235,         33,         26,        61,            0,          80,    2
F8396#F32076 ,         36,         22,        59,            0,          40,    1
F46444#F39738,         60,         23,        84,            0,         120,    3
F14810#F42915,         43,         76,       120,            0,         120,    3
F62880#F31708,         37,         24,        63,            0,          40,    1
F37282#F12012,        203,        128,       332,            0,        2200,   55
F63375#F32354,         30,         19,        50,            0,          40,    1
F17508#F19939,        334,        180,       516,            0,        5040,  126
F30969#F4861 ,        118,        106,       226,            0,         920,   23
F46729#F11637,         71,         84,       157,            0,         320,    8
F58716#F45690,         40,         26,        68,            0,          40,    1
F23509#F63312,         40,         27,        69,            0,          40,    1
F11250#F51766,         44,         25,        69,            0,          40,    1
F14497#F38232,        232,        134,       367,            0,        2880,   72
F39633#F20259,         83,         77,       161,            0,         440,   11
F8305#F48584 ,         71,         88,       160,            0,         400,   10
F40768#F36192,         39,         29,        70,            0,         120,    3
F44537#F30742,        160,        119,       280,            0,        1640,   41
F43077#F34549,         87,         89,       177,            0,         560,   14
F46222#F21757,        113,         85,       199,            0,        1040,   26
F5337#F60156 ,         30,         20,        50,            0,          40,    1
F25307#F30937,        123,         98,       222,            0,         960,   24
F35650#F62029,         42,         25,        68,            0,          40,    1
F25252#F6323 ,        286,        150,       439,            0,        4160,  104
F5905#F26293 ,        151,        119,       272,            0,        1560,   39
F38712#F6875 ,        302,        167,       472,            0,        4920,  123
F4934#F18202 ,        526,        254,       786,            0,        8200,  205
F57611#F20058,         69,         56,       127,            0,         320,    8
F17406#F20654,        203,        154,       359,            0,        2640,   66
F3079#F20278 ,        551,        240,       810,            0,        8800,  220
F60900#F30404,         45,         37,        83,            0,          80,    2
F5991#F9802  ,        248,        138,       388,            0,        3120,   78
F12183#F45840,        129,         98,       229,            0,        1160,   29
F27946#F58983,         51,         22,        75,            0,          80,    2
F21833#F24317,         55,         38,        95,            0,         160,    4
F10331#F53175,         40,         32,        74,            0,          80,    2
F8039#F52148 ,         79,         92,       173,            0,         400,   10
F23448#F44816,        209,        131,       342,            0,        2400,   60
F25690#F46036,        117,         66,       185,            0,         720,   18
F18236#F39043,        174,        120,       295,            1,        2080,   52
F14353#F43712,        135,        103,       240,            0,        1320,   33
F9410#F29752 ,         29,         18,        49,            0,          40,    1
F20591#F62072,         32,         19,        52,            0,          40,    1
F26893#F34334,         66,         85,       154,            0,         320,    8
F13187#F24376,        325,        179,       506,            2,        4680,  117
F32120#F39799,         63,         46,       112,            0,         320,    8
F15726#F29406,        221,        137,       359,            0,        2920,   73
F59238#F18674,         58,         29,        88,            0,         160,    4
F53191#F29602,         66,         36,       103,            0,         280,    7
F9632#F16844 ,        611,        281,       898,            1,       10240,  256
F14074#F12332,        252,        145,       400,            1,        3320,   83
F62084#F18597,         33,         20,        55,            0,          40,    1
F24009#F3472 ,         48,         25,        74,            0,         160,    4
F34382#F6876 ,         81,         34,       117,            1,         200,    5
F33604#F40964,         29,         18,        48,            0,          40,    1
F15980#F39096,        160,        121,       283,            1,        1800,   45
F50174#F29134,        101,         70,       173,            0,         440,   11
F10#F29717   ,        103,         92,       198,            0,         760,   19
F51209#F52539,         52,         87,       140,            0,         200,    5
F52740#F23256,        112,         86,       201,            0,         680,   17
F61232#F53589,         83,         33,       118,            0,         160,    4
F28409#F45479,         83,         73,       157,            0,         560,   14
F3474#F5264  ,        469,        245,       716,            1,        7480,  187
F33996#F40177,         85,         89,       177,            0,         520,   13
F56626#F28361,         37,         52,        90,            0,         120,    3
F19168#F51252,         78,         91,       171,            0,         520,   13
F5402#F17001 ,        605,        260,       884,            0,        9920,  248
F27230#F48636,         30,         18,        50,            0,          40,    1
F60770#F37124,         36,         19,        57,            0,          80,    2
F31060#F30523,        135,        110,       246,            0,        1320,   33
F17384#F11913,        192,        134,       327,            0,        2160,   54
F12166#F43046,        123,         96,       221,            0,        1120,   28
F19806#F3285 ,        821,        364,      1189,            2,       13760,  344
F18492#F38048,         47,         40,        89,            0,         160,    4
F17517#F29195,        111,         84,       196,            0,         840,   21
F42668#F20940,        145,        120,       266,            0,        1320,   33
F63149#F34335,         42,         25,        68,            0,          40,    1
F28336#F51797,         43,         28,        73,            0,          80,    2
F16142#F34572,         56,         39,        97,            0,         280,    7
F61993#F25671,         29,         20,        50,            0,          40,    1
F61882#F59135,         27,         18,        46,            0,          40,    1
F38680#F21875,         99,         58,       160,            0,         760,   19
F58041#F59201,         53,         32,        87,            0,         160,    4
F30404#F39182,         43,         48,        93,            0,          80,    2
F20422#F17744,        242,        133,       376,            0,        3200,   80
F60506#F33800,         31,         19,        52,            0,          40,    1
F30280#F19481,         91,         86,       179,            0,         640,   16
F56681#F35723,         27,         19,        47,            0,          40,    1
F51510#F24389,         64,         80,       146,            1,         320,    8
F26914#F8099 ,         36,         26,        63,            0,          40,    1
F41864#F931  ,         99,         94,       195,            0,         720,   18
F34797#F7845 ,         87,         90,       180,            0,         440,   11
F14864#F7369 ,        789,        358,      1150,            1,       13160,  329
F44371#F22999,         51,         57,       111,            0,         200,    5
F23643#F57370,         59,         31,        92,            0,         120,    3
F52771#F58899,         43,         29,        75,            0,          80,    2
F54939#F48379,         61,         42,       104,            0,         160,    4
F23107#F24492,        222,        151,       375,            1,        2880,   72
F4542#F11353 ,        641,        284,       944,            0,       10200,  255
F33445#F39720,         29,         16,        47,            0,          40,    1
F38261#F56484,         42,         24,        67,            0,         120,    3
F9500#F44388 ,        150,        103,       255,            0,        1560,   39
F33655#F7661 ,         94,         86,       182,            0,         720,   18
F4978#F56553 ,         36,         35,        72,            0,          80,    2
F60097#F40079,         26,         17,        45,            0,          40,    1
F9853#F27159 ,        166,        139,       306,            0,        1880,   47
F22114#F63650,         30,         18,        48,            0,          40,    1
F11967#F39815,         37,         34,        72,            0,          80,    2
F11590#F59553,         24,         17,        42,            0,          40,    1
F56744#F29707,         53,         73,       127,            0,         200,    5
F22257#F47533,         50,         72,       125,            0,         200,    5
F32554#F25375,        110,         84,       195,            0,         880,   22
F45824#F12667,        153,        109,       264,            0,        1560,   39
F37750#F43108,         73,         55,       129,            0,         360,    9
F5813#F25210 ,         83,         87,       172,            0,         480,   12
