keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize, w1
F24246#F35798,         39,         15,        55,            1,          40,   1
F26058#F38169,        143,        115,       260,            7,         320,   8
F457#F15241  ,        977,        837,      1816,           35,        2280,  57
F62532#F15114,         18,         15,        34,            1,          40,   1
F37132#F62283,         18,         14,        33,            0,          40,   1
F2958#F6934  ,       1526,       1342,      2870,           61,        3560,  89
F29629#F50883,        249,        220,       470,            7,         600,  15
F52605#F49058,         67,         58,       126,            2,         160,   4
F42050#F2458 ,        155,        128,       284,            5,         360,   9
F36254#F43672,        335,        279,       614,           13,         760,  19
F11896#F44969,        203,        160,       365,           11,         440,  11
F3909#F59272 ,         36,         28,        65,            1,          80,   2
F41795#F27576,        151,        126,       279,            8,         360,   9
F2999#F20262 ,        536,        450,       988,           25,        1280,  32
F8525#F26798 ,        120,        100,       221,            6,         280,   7
F59733#F41500,         19,         14,        34,            0,          40,   1
F49195#F46528,         50,         42,        93,            2,         120,   3
F26843#F46242,         69,         65,       135,            3,         160,   4
F40583#F28826,        367,        300,       668,           16,         840,  21
F38843#F42223,        172,        143,       316,            6,         400,  10
F10183#F59310,         39,         27,        67,            1,          80,   2
F60824#F56307,         19,         15,        35,            0,          40,   1
F39720#F52890,        177,        148,       326,            5,         400,  10
F53391#F24437,        105,         88,       194,            4,         240,   6
F55048#F24688,         97,         89,       187,            4,         240,   6
F17480#F62906,         19,         15,        35,            1,          40,   1
F22593#F38594,        359,        302,       662,            9,         840,  21
F1642#F61189 ,         16,         13,        31,            1,          40,   1
F38885#F24171,        242,        206,       449,            9,         560,  14
F60353#F27483,         18,         13,        32,            1,          40,   1
F36386#F3771 ,        259,        214,       473,           11,         600,  15
F35791#F35783,         17,         14,        32,            0,          40,   1
F29543#F44082,        104,         87,       193,            0,         240,   6
F56421#F23162,         17,         15,        32,            1,          40,   1
F48150#F16730,        186,        164,       351,            8,         440,  11
F32167#F48740,         35,         29,        65,            1,          80,   2
F47087#F25311,         72,         57,       130,            2,         160,   4
F17021#F29910,        236,        206,       444,           11,         560,  14
F11017#F51717,        291,        240,       531,            7,         640,  16
F21385#F11576,        266,        216,       483,            7,         600,  15
F4854#F48290 ,         74,         60,       134,            4,         160,   4
F3496#F62535 ,         20,         16,        36,            1,          40,   1
F58390#F49861,         19,         16,        36,            0,          40,   1
F52209#F58202,         37,         29,        67,            0,          80,   2
F32175#F54382,         21,         15,        37,            0,          40,   1
F51949#F55988,        124,        103,       228,            3,         280,   7
F12617#F35280,         36,         29,        66,            1,          80,   2
F754#F40813  ,        140,        118,       259,            8,         320,   8
F61890#F11570,         20,         15,        36,            0,          40,   1
F46162#F45533,        103,         85,       189,            4,         240,   6
F61711#F53614,         19,         16,        35,            1,          40,   1
F20924#F4508 ,        755,        642,      1398,           30,        1760,  44
F57126#F4272 ,         33,         27,        61,            1,          80,   2
F14692#F1529 ,        942,        831,      1774,           35,        2240,  56
F21381#F4772 ,        227,        205,       433,           10,         560,  14
F39842#F60584,         17,         14,        32,            0,          40,   1
F54528#F39519,         87,         73,       161,            4,         200,   5
F17576#F21754,         17,         14,        31,            1,          40,   1
F60230#F62817,         17,         14,        32,            0,          40,   1
F34731#F43115,         53,         45,        98,            1,         120,   3
F48398#F962  ,         71,         59,       131,            3,         160,   4
F19158#F25032,        564,        454,      1018,           25,        1280,  32
F28213#F39050,        210,        178,       389,            5,         480,  12
F14611#F59055,         20,         14,        35,            1,          40,   1
F45828#F8419 ,         38,         29,        68,            2,          80,   2
F2758#F30923 ,         39,         31,        71,            2,          80,   2
F52551#F61696,         20,         14,        36,            0,          40,   1
F16044#F20392,        362,        303,       666,           18,         840,  21
F53978#F38847,         34,         28,        63,            0,          80,   2
F40856#F34921,         84,         73,       158,            1,         200,   5
F10420#F27963,        152,        131,       284,            9,         360,   9
F6436#F4970  ,        256,        211,       468,           12,         600,  15
F6585#F10415 ,        385,        335,       722,           16,         920,  23
F49441#F6340 ,        158,        131,       289,            8,         360,   9
F53873#F32236,         17,         14,        33,            0,          40,   1
F21747#F31730,        100,         86,       186,            2,         240,   6
F4815#F15632 ,       1182,       1002,      2185,           44,        2760,  69
F10317#F37978,        105,         85,       191,            3,         240,   6
F52380#F42236,         73,         57,       132,            2,         160,   4
F44397#F34211,        234,        199,       434,            6,         560,  14
F49383#F16405,        299,        263,       563,           11,         720,  18
F25274#F42129,        217,        188,       406,            8,         520,  13
F35442#F17051,         16,         16,        33,            1,          40,   1
F11521#F11840,        339,        286,       626,           13,         800,  20
F61173#F27526,         17,         15,        33,            0,          40,   1
F1598#F4877  ,        989,        847,      1837,           45,        2360,  59
F62878#F31375,         21,         14,        36,            1,          40,   1
F28558#F62327,         19,         14,        34,            1,          40,   1
F47324#F25660,         20,         15,        36,            0,          40,   1
F57898#F34567,         38,         29,        68,            2,          80,   2
F4755#F11840 ,        351,        277,       629,           13,         800,  20
F41800#F22473,        177,        167,       345,            7,         440,  11
F33746#F23605,        117,        101,       219,            6,         280,   7
F50542#F24824,         47,         43,        91,            3,         120,   3
F28036#F13852,        485,        434,       920,           23,        1160,  29
F59044#F23571,         66,         59,       127,            2,         160,   4
F40782#F22566,         84,         73,       158,            2,         200,   5
F39751#F25312,         34,         28,        63,            2,          80,   2
F13664#F5675 ,        656,        563,      1220,           22,        1560,  39
F23244#F52991,         86,         71,       159,            2,         200,   5
F54135#F45471,         85,         72,       158,            3,         200,   5
F46650#F48765,        149,        131,       280,            7,         360,   9
F17860#F20917,        523,        438,       962,           18,        1200,  30
F15548#F36720,        106,         89,       196,            5,         240,   6
F13456#F7466 ,       1058,        880,      1939,           37,        2440,  61
F63263#F9303 ,         20,         13,        33,            1,          40,   1
F22294#F45407,        229,        195,       425,            6,         520,  13
F25994#F61924,         18,         15,        34,            1,          40,   1
F11538#F30424,        392,        333,       726,           16,         920,  23
F789#F13260  ,        628,        541,      1171,           23,        1480,  37
F24504#F22388,        108,         88,       197,            5,         240,   6
F8043#F21441 ,        377,        321,       698,           17,         880,  22
F24055#F56142,         18,         13,        33,            1,          40,   1
F13096#F5112 ,        901,        756,      1658,           27,        2080,  52
F61622#F30423,         20,         15,        35,            1,          40,   1
F13929#F29974,         69,         59,       128,            3,         160,   4
F2164#F27095 ,        259,        222,       481,           11,         600,  15
F24699#F40274,        243,        200,       445,            6,         560,  14
F8338#F15187 ,       1295,       1058,      2354,           47,        2920,  73
F13683#F22982,        587,        502,      1090,           29,        1360,  34
F58736#F51541,         56,         45,       101,            1,         120,   3
F42967#F4575 ,        142,        119,       261,            7,         320,   8
F56352#F29439,         20,         16,        36,            0,          40,   1
F51153#F1510 ,        250,        205,       456,           10,         560,  14
F28386#F56126,         54,         44,        99,            1,         120,   3
F13853#F1750 ,        348,        303,       651,           15,         840,  21
F45288#F56532,        170,        148,       319,            9,         400,  10
