keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F285#F9078,164,134,49,301,0,480,10,11
F285#F931,149,132,24,282,0,480,10,12
F285#F9327,85,71,25,157,0,480,10,13
F285#F9803,80,92,24,172,0,480,10,14
F285#F8361,96,109,38,207,0,480,10,15
F285#F6479,148,89,38,238,0,480,10,16
F285#F9786,68,69,27,137,0,480,10,17
F285#F1812,73,73,28,147,0,480,10,18
F285#F1453,69,91,26,162,0,480,10,19
F285#F5044,63,75,33,139,0,480,10,20
F285#F7699,61,76,32,138,0,480,10,21
F285#F4127,68,74,32,143,0,480,10,22
F285#F4989,106,102,57,209,0,480,10,23
F285#F2777,83,88,38,172,0,480,10,24
F285#F35,97,88,40,185,0,480,10,25
F285#F5631,82,85,39,167,0,480,10,26
F285#F6021,72,83,41,155,0,480,10,27
F285#F5385,79,103,61,183,0,480,10,28
F285#F215,75,80,41,156,0,480,10,29
F285#F5570,75,87,42,163,0,480,10,30
F285#F6094,74,90,46,165,0,480,10,31
F285#F3769,77,89,45,166,0,480,10,32
F285#F5287,78,92,49,172,0,480,10,33
F285#F5424,91,87,44,179,0,480,10,34
F285#F3964,76,95,48,172,0,480,10,35
F285#F1813,78,92,48,171,0,480,10,36
F285#F7267,81,99,53,181,0,480,10,37
F285#F5517,90,93,52,184,0,480,10,38
F285#F9774,75,100,55,176,0,480,10,39
F285#F8700,84,97,54,182,0,480,10,40
F285#F3987,85,105,60,191,0,480,10,41
F285#F9914,84,100,55,184,0,480,10,42
F285#F9286,87,102,56,190,0,480,10,43
F285#F5382,82,108,60,191,0,480,10,44
F285#F6186,90,100,60,191,0,480,10,45
F285#F5597,105,108,61,214,0,480,10,46
F285#F3875,86,111,72,198,0,480,10,47
F285#F5577,92,109,65,202,0,480,10,48
F285#F3105,92,106,66,199,0,480,10,49
F285#F6035,84,109,69,195,0,480,10,50
F285#F2790,108,114,72,223,0,480,10,51
F285#F5436,85,102,66,188,0,480,10,52
F285#F3901,104,124,80,229,0,480,10,53
F285#F2506,91,114,74,206,0,480,10,54
F285#F3919,99,113,75,213,0,480,10,55
F285#F8132,110,112,74,224,0,480,10,56
F285#F9882,91,117,72,209,0,480,10,57
F285#F748,97,114,71,213,0,480,10,58
F285#F7607,96,128,88,225,0,480,10,59
F285#F1268,97,119,75,217,0,480,10,60
F285#F1717,98,128,84,227,0,480,10,61
F285#F6082,107,127,83,235,0,480,10,62
F285#F2782,100,121,80,222,0,480,10,63
F285#F780,97,122,83,220,0,480,10,64
F285#F3905,111,128,82,240,0,480,10,65
F285#F1880,99,124,80,225,0,480,10,66
F285#F7721,108,173,124,283,0,480,10,67
F285#F6747,113,154,109,269,0,480,10,68
F285#F1761,140,175,125,316,0,480,10,69
F285#F3795,186,211,163,398,0,480,10,70
F285#F3911,121,160,91,282,0,480,10,71
F285#F1165,120,184,131,305,0,480,10,72
F285#F460,138,211,134,350,0,480,10,73
F285#F1760,241,235,125,477,0,480,10,74
F285#F2687,135,139,94,276,0,480,10,75
F285#F3566,130,142,102,273,0,480,10,76
F285#F8692,104,133,95,237,0,480,10,77
F285#F2393,109,143,102,253,0,480,10,78
F285#F1877,115,129,84,246,0,480,10,79
F285#F6179,112,129,90,242,0,480,10,80
F285#F3893,103,147,112,252,0,480,10,81
F285#F6377,106,131,95,238,0,480,10,82
F285#F4550,104,124,89,230,0,480,10,83
F285#F3853,115,132,97,248,0,480,10,84
F285#F7737,103,137,102,241,0,480,10,85
F285#F4864,118,139,104,258,0,480,10,86
F285#F6884,111,135,99,248,0,480,10,87
F285#F9242,117,133,92,251,0,480,10,88
F285#F3988,119,140,102,260,0,480,10,89
F285#F1554,116,153,108,270,0,480,10,90
F285#F3147,119,138,97,257,0,480,10,91
F285#F5025,118,141,99,260,0,480,10,92
F285#F8445,124,142,96,267,0,480,10,93
F285#F5058,132,145,101,278,0,480,10,94
F285#F3282,126,163,122,290,0,480,10,95
F285#F3207,121,150,110,272,0,480,10,96
F285#F1222,128,162,102,291,0,480,10,97
F285#F7001,189,209,161,399,0,480,10,98
F285#F5141,126,143,99,270,0,480,10,99
F285#F2367,189,147,102,337,0,480,10,100
F285#F1417,120,148,111,269,0,480,10,101
F285#F1143,126,152,110,279,0,480,10,102
F285#F2472,121,148,112,270,0,480,10,103
F285#F2721,120,164,118,284,0,480,10,104
F285#F7660,135,167,120,303,0,480,10,105
F285#F5807,134,142,98,278,0,480,10,106
F285#F1181,124,152,110,277,0,480,10,107
F285#F4828,123,145,107,270,0,480,10,108
F285#F4793,126,147,109,274,0,480,10,109
F285#F1558,127,146,108,274,0,480,10,110
F285#F9771,124,159,121,283,0,480,10,111
F285#F463,128,137,103,266,0,480,10,112
F285#F8942,134,153,115,289,0,480,10,113
F285#F3448,128,157,116,286,0,480,10,114
F285#F2465,133,159,114,293,0,480,10,115
F285#F3403,143,152,111,297,0,480,10,116
F285#F6049,131,151,106,283,0,480,10,117
F285#F7354,138,147,106,286,0,480,10,118
F285#F1129,145,156,115,303,0,480,10,119
F285#F1177,144,150,107,295,0,480,10,120
F285#F2339,146,161,123,308,0,480,10,121
F285#F1373,141,156,115,298,0,480,10,122
F285#F1618,155,173,131,330,0,480,10,123
F285#F2329,146,179,132,326,0,480,10,124
F285#F1089,151,162,121,314,0,480,10,125
F285#F1749,139,158,115,298,0,480,10,126
F285#F638,140,152,111,293,0,480,10,127
F285#F1582,149,154,114,304,0,480,10,128
F285#F2212,145,157,115,303,0,480,10,129
F285#F529,138,168,120,307,0,480,10,130
F285#F3949,157,213,169,371,0,480,10,131
F285#F4626,233,170,118,404,0,480,10,132
F285#F2543,266,222,177,489,0,480,10,133
F285#F2348,150,208,136,358,0,480,10,134
F285#F3970,191,264,219,456,0,480,10,135
F285#F2384,186,181,137,368,0,480,10,136
F285#F9796,146,169,126,316,0,480,10,137
F285#F4372,165,159,119,325,0,480,10,138
F285#F1191,167,176,137,344,0,480,10,139
F285#F3323,149,154,112,304,0,480,10,140
F285#F2005,153,145,109,299,0,480,10,141
F285#F1626,147,151,111,299,0,480,10,142
F285#F2459,148,180,133,329,0,480,10,143
F285#F1599,154,164,123,320,0,480,10,144
F285#F1182,156,180,137,337,0,480,10,145
F285#F1231,152,180,141,333,0,480,10,146
F285#F2274,166,160,120,327,0,480,10,147
F285#F5701,154,154,116,309,0,480,10,148
F285#F2908,173,166,119,341,0,480,10,149
F285#F1673,167,161,116,330,0,480,10,150
F285#F9342,152,170,128,323,0,480,10,151
F285#F512,165,160,116,326,0,480,10,152
F285#F5535,174,146,107,321,0,480,10,153
F285#F5691,160,161,116,322,0,480,10,154
F285#F3924,164,178,135,343,0,480,10,155
F285#F5831,196,246,199,443,0,480,10,156
F285#F1198,170,179,123,350,0,480,10,157
F285#F9536,285,170,128,456,0,480,10,158
F285#F3336,182,173,132,356,0,480,10,159
F285#F1946,174,150,111,325,0,480,10,160
F285#F1411,267,169,126,437,0,480,10,161
F285#F7497,237,181,139,419,0,480,10,162
F285#F5987,169,171,132,341,0,480,10,163
F285#F1147,159,154,118,313,0,480,10,164
F285#F7704,161,177,141,339,0,480,10,165
F285#F9280,181,179,140,361,0,480,10,166
F285#F1756,177,159,120,337,0,480,10,167
F285#F4411,171,163,124,335,0,480,10,168
F285#F6029,168,179,139,348,0,480,10,169
F285#F7824,164,182,136,347,0,480,10,170
F285#F63,181,171,131,353,0,480,10,171
