keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F285#F9078,203,69,0,275,0,360,10,11
F285#F931,139,96,0,238,0,360,10,12
F285#F9327,125,124,0,250,0,360,10,13
F285#F9803,104,74,0,179,0,360,10,14
F285#F8361,99,86,0,187,0,360,10,15
F285#F6479,84,104,0,190,0,360,10,16
F285#F9786,79,107,0,187,0,360,10,17
F285#F1812,81,54,0,136,0,360,10,18
F285#F1453,71,87,0,159,0,360,10,19
F285#F5044,111,42,0,155,0,360,10,20
F285#F7699,66,45,0,112,0,360,10,21
F285#F4127,88,117,0,206,0,360,10,22
F285#F4989,125,55,0,181,0,360,10,23
F285#F2777,294,116,0,412,0,360,10,24
F285#F35,74,39,0,114,0,360,10,25
F285#F5631,102,72,0,175,0,360,10,26
F285#F6021,61,47,0,110,0,360,10,27
F285#F5385,56,85,0,143,0,360,10,28
F285#F215,73,46,0,120,0,360,10,29
F285#F5570,54,37,0,92,0,360,10,30
F285#F6094,49,42,0,93,0,360,10,31
F285#F3769,59,37,0,96,0,360,10,32
F285#F5287,51,81,0,133,0,360,10,33
F285#F5424,55,47,0,103,0,360,10,34
F285#F3964,60,40,0,101,0,360,10,35
F285#F1813,55,38,0,94,0,360,10,36
F285#F7267,57,40,0,99,0,360,10,37
F285#F5517,59,42,0,103,0,360,10,38
F285#F9774,53,38,0,92,0,360,10,39
F285#F8700,55,41,0,97,0,360,10,40
F285#F3987,90,80,0,172,0,360,10,41
F285#F9914,63,40,0,105,0,360,10,42
F285#F9286,56,37,0,94,0,360,10,43
F285#F5382,53,43,0,97,0,360,10,44
F285#F6186,53,41,0,95,0,360,10,45
F285#F5597,98,37,0,137,0,360,10,46
F285#F3875,58,87,0,145,0,360,10,47
F285#F5577,51,38,0,90,0,360,10,48
F285#F3105,54,36,0,91,0,360,10,49
F285#F6035,58,34,0,93,0,360,10,50
F285#F2790,56,39,0,97,0,360,10,51
F285#F5436,59,83,0,143,0,360,10,52
F285#F3901,50,43,0,94,0,360,10,53
F285#F2506,57,87,0,145,0,360,10,54
F285#F3919,52,36,0,89,0,360,10,55
F285#F8132,54,84,0,139,0,360,10,56
F285#F9882,61,35,0,98,0,360,10,57
F285#F748,52,42,0,96,0,360,10,58
F285#F7607,60,40,0,101,0,360,10,59
F285#F1268,52,40,0,93,0,360,10,60
F285#F1717,53,39,0,94,0,360,10,61
F285#F6082,98,36,0,136,0,360,10,62
F285#F2782,49,39,0,89,0,360,10,63
F285#F780,51,35,0,87,0,360,10,64
F285#F3905,57,40,0,98,0,360,10,65
F285#F1880,58,37,0,97,0,360,10,66
F285#F7721,58,36,0,95,0,360,10,67
F285#F6747,61,39,0,102,0,360,10,68
F285#F1761,52,41,0,94,0,360,10,69
F285#F3795,52,86,0,140,0,360,10,70
F285#F3911,54,38,0,93,0,360,10,71
F285#F1165,53,42,0,97,0,360,10,72
F285#F460,86,36,0,123,0,360,10,73
F285#F1760,59,45,0,105,0,360,10,74
F285#F2687,56,87,0,144,0,360,10,75
F285#F3566,95,48,0,144,0,360,10,76
F285#F8692,58,85,0,143,0,360,10,77
F285#F2393,67,39,0,107,0,360,10,78
F285#F1877,48,36,0,86,0,360,10,79
F285#F6179,65,38,0,104,0,360,10,80
F285#F3893,52,35,0,87,0,360,10,81
F285#F6377,93,35,0,129,0,360,10,82
F285#F4550,60,40,0,100,0,360,10,83
F285#F3853,51,91,0,144,0,360,10,84
F285#F7737,52,36,0,90,0,360,10,85
F285#F4864,54,46,0,101,0,360,10,86
F285#F6884,63,89,0,153,0,360,10,87
F285#F9242,96,40,0,137,0,360,10,88
F285#F3988,56,43,0,100,0,360,10,89
F285#F1554,53,41,0,95,0,360,10,90
F285#F3147,60,41,0,102,0,360,10,91
F285#F5025,97,39,0,137,0,360,10,92
F285#F8445,54,39,0,94,0,360,10,93
F285#F5058,58,40,0,99,0,360,10,94
F285#F3282,59,83,0,143,0,360,10,95
F285#F3207,57,45,0,102,0,360,10,96
F285#F1222,52,38,0,91,0,360,10,97
F285#F7001,50,45,0,96,0,360,10,98
F285#F5141,59,39,0,99,0,360,10,99
F285#F2367,98,98,0,197,0,360,10,100
F285#F1417,55,45,0,101,0,360,10,101
F285#F1143,55,42,0,98,0,360,10,102
F285#F2472,55,36,0,92,0,360,10,103
F285#F2721,50,86,0,138,0,360,10,104
F285#F7660,54,41,0,97,0,360,10,105
F285#F5807,58,45,0,104,0,360,10,106
F285#F1181,58,42,0,102,0,360,10,107
F285#F4828,56,39,0,96,0,360,10,108
F285#F4793,60,39,0,101,0,360,10,109
F285#F1558,51,39,0,91,0,360,10,110
F285#F9771,53,84,0,138,0,360,10,111
F285#F463,54,41,0,96,0,360,10,112
