keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F285#F9078,226,66,0,295,0,360,10,11
F285#F931,126,78,0,206,0,360,10,12
F285#F9327,77,87,0,166,0,360,10,13
F285#F9803,81,46,0,128,0,360,10,14
F285#F8361,70,110,0,182,0,360,10,15
F285#F6479,100,68,0,170,0,360,10,16
F285#F9786,89,52,0,142,0,360,10,17
F285#F1812,280,56,0,338,0,360,10,18
F285#F1453,88,49,0,139,0,360,10,19
F285#F5044,63,44,0,108,0,360,10,20
F285#F7699,63,37,0,101,0,360,10,21
F285#F4127,53,39,0,93,0,360,10,22
F285#F4989,48,86,0,136,0,360,10,23
F285#F2777,51,81,0,134,0,360,10,24
F285#F35,55,38,0,94,0,360,10,25
F285#F5631,54,86,0,142,0,360,10,26
F285#F6021,52,45,0,98,0,360,10,27
F285#F5385,55,41,0,97,0,360,10,28
F285#F215,56,36,0,93,0,360,10,29
F285#F5570,59,34,0,94,0,360,10,30
F285#F6094,62,39,0,102,0,360,10,31
F285#F3769,49,76,0,126,0,360,10,32
F285#F5287,51,38,0,90,0,360,10,33
F285#F5424,51,74,0,126,0,360,10,34
F285#F3964,46,82,0,129,0,360,10,35
F285#F1813,44,33,0,78,0,360,10,36
F285#F7267,46,31,0,78,0,360,10,37
F285#F5517,50,31,0,82,0,360,10,38
F285#F9774,88,36,0,126,0,360,10,39
F285#F8700,60,34,0,96,0,360,10,40
F285#F3987,49,34,0,84,0,360,10,41
F285#F9914,48,34,0,83,0,360,10,42
F285#F9286,43,35,0,80,0,360,10,43
F285#F5382,47,38,0,86,0,360,10,44
F285#F6186,49,36,0,86,0,360,10,45
F285#F5597,53,32,0,86,0,360,10,46
F285#F3875,89,32,0,123,0,360,10,47
F285#F5577,58,34,0,93,0,360,10,48
F285#F3105,45,82,0,128,0,360,10,49
F285#F6035,39,40,0,80,0,360,10,50
F285#F2790,49,84,0,135,0,360,10,51
F285#F5436,51,31,0,82,0,360,10,52
F285#F3901,44,31,0,76,0,360,10,53
F285#F2506,47,33,0,81,0,360,10,54
F285#F3919,44,30,0,75,0,360,10,55
F285#F8132,44,45,0,90,0,360,10,56
F285#F9882,45,31,0,77,0,360,10,57
F285#F748,45,28,0,73,0,360,10,58
F285#F7607,45,28,0,74,0,360,10,59
F285#F1268,44,30,0,75,0,360,10,60
F285#F1717,43,28,0,72,0,360,10,61
F285#F6082,42,35,0,78,0,360,10,62
F285#F2782,46,29,0,76,0,360,10,63
F285#F780,46,30,0,77,0,360,10,64
F285#F3905,48,31,0,80,0,360,10,65
F285#F1880,52,30,0,83,0,360,10,66
F285#F7721,47,31,0,79,0,360,10,67
F285#F6747,49,39,0,88,0,360,10,68
F285#F1761,44,33,0,78,0,360,10,69
F285#F3795,44,29,0,74,0,360,10,70
F285#F3911,45,31,0,77,0,360,10,71
F285#F1165,86,31,0,118,0,360,10,72
F285#F460,43,34,0,78,0,360,10,73
F285#F1760,61,35,0,97,0,360,10,74
F285#F2687,46,31,0,79,0,360,10,75
F285#F3566,48,30,0,79,0,360,10,76
F285#F8692,47,27,0,75,0,360,10,77
F285#F2393,44,30,0,75,0,360,10,78
F285#F1877,45,79,0,125,0,360,10,79
F285#F6179,89,29,0,119,0,360,10,80
F285#F3893,41,29,0,72,0,360,10,81
F285#F6377,49,32,0,83,0,360,10,82
F285#F4550,46,31,0,78,0,360,10,83
F285#F3853,45,36,0,82,0,360,10,84
F285#F7737,48,34,0,83,0,360,10,85
F285#F4864,47,30,0,78,0,360,10,86
F285#F6884,47,30,0,78,0,360,10,87
F285#F9242,44,33,0,78,0,360,10,88
F285#F3988,45,34,0,80,0,360,10,89
F285#F1554,43,34,0,78,0,360,10,90
F285#F3147,49,38,0,88,0,360,10,91
F285#F5025,50,41,0,92,0,360,10,92
F285#F8445,46,28,0,75,0,360,10,93
F285#F5058,43,31,0,75,0,360,10,94
F285#F3282,42,30,0,73,0,360,10,95
F285#F3207,42,31,0,74,0,360,10,96
F285#F1222,39,32,0,71,0,360,10,97
F285#F7001,43,31,0,75,0,360,10,98
F285#F5141,43,29,0,73,0,360,10,99
F285#F2367,42,28,0,71,0,360,10,100
F285#F1417,41,28,0,70,0,360,10,101
F285#F1143,56,30,0,87,0,360,10,102
F285#F2472,46,30,0,76,0,360,10,103
F285#F2721,39,29,0,70,0,360,10,104
F285#F7660,45,86,0,133,0,360,10,105
F285#F5807,44,30,0,75,0,360,10,106
F285#F1181,49,34,0,84,0,360,10,107
F285#F4828,40,29,0,71,0,360,10,108
F285#F4793,40,28,0,69,0,360,10,109
F285#F1558,51,27,0,79,0,360,10,110
F285#F9771,50,31,0,82,0,360,10,111
F285#F463,42,33,0,76,0,360,10,112
F285#F8942,45,33,0,80,0,360,10,113
F285#F3448,44,30,0,75,0,360,10,114
F285#F2465,49,29,0,79,0,360,10,115
F285#F3403,44,28,0,73,0,360,10,116
F285#F6049,42,27,0,71,0,360,10,117
F285#F7354,46,30,0,77,0,360,10,118
F285#F1129,46,33,0,81,0,360,10,119
F285#F1177,45,26,0,73,0,360,10,120
F285#F2339,42,28,0,71,0,360,10,121
F285#F1373,44,30,0,76,0,360,10,122
F285#F1618,46,32,0,79,0,360,10,123
F285#F2329,48,81,0,130,0,360,10,124
F285#F1089,42,36,0,80,0,360,10,125
F285#F1749,43,30,0,74,0,360,10,126
F285#F638,44,29,0,74,0,360,10,127
F285#F1582,43,34,0,78,0,360,10,128
F285#F2212,43,28,0,73,0,360,10,129
F285#F529,89,32,0,123,0,360,10,130
F285#F3949,42,52,0,96,0,360,10,131
F285#F4626,42,28,0,71,0,360,10,132
F285#F2543,41,28,0,71,0,360,10,133
F285#F2348,44,29,0,74,0,360,10,134
F285#F3970,44,31,0,76,0,360,10,135
F285#F2384,42,31,0,74,0,360,10,136
F285#F9796,40,29,0,71,0,360,10,137
F285#F4372,42,29,0,72,0,360,10,138
F285#F1191,41,29,0,71,0,360,10,139
F285#F3323,42,27,0,69,0,360,10,140
F285#F2005,45,27,0,73,0,360,10,141
F285#F1626,42,27,0,70,0,360,10,142
F285#F2459,42,27,0,70,0,360,10,143
F285#F1599,42,30,0,73,0,360,10,144
F285#F1182,40,30,0,71,0,360,10,145
F285#F1231,87,28,0,116,0,360,10,146
F285#F2274,86,31,0,119,0,360,10,147
F285#F5701,48,34,0,83,0,360,10,148
F285#F2908,47,32,0,80,0,360,10,149
F285#F1673,44,28,0,73,0,360,10,150
F285#F9342,47,31,0,79,0,360,10,151
F285#F512,47,31,0,79,0,360,10,152
F285#F5535,51,34,0,87,0,360,10,153
F285#F5691,47,29,0,77,0,360,10,154
F285#F3924,44,32,0,78,0,360,10,155
F285#F5831,43,32,0,76,0,360,10,156
F285#F1198,40,29,0,70,0,360,10,157
F285#F9536,39,29,0,69,0,360,10,158
F285#F3336,38,32,0,71,0,360,10,159
F285#F1946,40,27,0,68,0,360,10,160
F285#F1411,43,89,0,133,0,360,10,161
F285#F7497,44,32,0,78,0,360,10,162
F285#F5987,47,32,0,80,0,360,10,163
F285#F1147,45,33,0,79,0,360,10,164
F285#F7704,51,30,0,83,0,360,10,165
F285#F9280,45,27,0,73,0,360,10,166
F285#F1756,45,29,0,75,0,360,10,167
F285#F4411,52,27,0,81,0,360,10,168
F285#F6029,40,29,0,70,0,360,10,169
F285#F7824,45,29,0,76,0,360,10,170
F285#F63,44,29,0,74,0,360,10,171
F285#F2733,47,28,0,77,0,360,10,172
F285#F2378,45,29,0,75,0,360,10,173
F285#F428,43,31,0,75,0,360,10,174
F285#F6660,47,28,0,76,0,360,10,175
F285#F7439,44,29,0,74,0,360,10,176
F285#F8715,47,31,0,79,0,360,10,177
F285#F3714,40,27,0,68,0,360,10,178
F285#F2833,88,81,0,170,0,360,10,179
F285#F5747,46,32,0,79,0,360,10,180
F285#F2914,45,30,0,76,0,360,10,181
F285#F4159,44,31,0,76,0,360,10,182
F285#F7590,43,30,0,75,0,360,10,183
F285#F2879,44,27,0,72,0,360,10,184
F285#F1183,89,31,0,121,0,360,10,185
F285#F478,42,29,0,72,0,360,10,186
F285#F2366,43,33,0,76,0,360,10,187
F285#F8562,40,28,0,69,0,360,10,188
F285#F7117,41,28,0,70,0,360,10,189
F285#F1777,45,30,0,76,0,360,10,190
F285#F5766,46,26,0,73,0,360,10,191
F285#F1346,45,26,0,72,0,360,10,192
F285#F2021,84,30,0,115,0,360,10,193
F285#F3589,40,31,0,73,0,360,10,194
F285#F7184,43,29,0,73,0,360,10,195
F285#F8748,89,32,0,122,0,360,10,196
F285#F1899,46,77,0,124,0,360,10,197
F285#F5214,45,28,0,74,0,360,10,198
F285#F5742,43,35,0,80,0,360,10,199
F285#F7202,48,28,0,77,0,360,10,200
F285#F8073,44,30,0,75,0,360,10,201
F285#F3916,44,41,0,87,0,360,10,202
F285#F3668,58,27,0,86,0,360,10,203
F285#F1062,56,31,0,87,0,360,10,204
F285#F2756,43,32,0,76,0,360,10,205
F285#F8641,43,28,0,72,0,360,10,206
F285#F2444,45,30,0,77,0,360,10,207
F285#F4597,42,30,0,73,0,360,10,208
F285#F6679,43,32,0,76,0,360,10,209
F285#F4759,42,27,0,70,0,360,10,210
F285#F484,43,31,0,74,0,360,10,211
F285#F8675,45,30,0,77,0,360,10,212
F285#F9248,45,32,0,78,0,360,10,213
F285#F1253,42,34,0,77,0,360,10,214
F285#F2695,42,26,0,70,0,360,10,215
