keyword       ,clientTimeList ,serverTime ,totalTime ,resultLength ,counter
F49034#F32615 ,          1879 ,    897740 ,   899621 ,           3 ,      3
F44471#F47854 ,          4252 ,    857359 ,   861613 ,           6 ,      8
F26052#F16839 ,         14555 ,    828920 ,   843478 ,          23 ,     30
F59629#F2544  ,          1419 ,    799694 ,   801115 ,           3 ,      2
F5199#F8148   ,         25751 ,    821764 ,   847518 ,          45 ,     54
F60443#F36480 ,           931 ,    789436 ,   790369 ,           2 ,      1
F48987#F44322 ,           476 ,    790154 ,   790632 ,           0 ,      0
F40786#F44703 ,           487 ,    793338 ,   793827 ,           0 ,      0
F24604#F57870 ,           958 ,    795536 ,   796496 ,           1 ,      1
F48816#F34135 ,          4241 ,    935193 ,   939436 ,           3 ,      8
F24903#F9480  ,         13411 ,    964422 ,   977835 ,          16 ,     26
F16407#F41815 ,          8424 ,    830013 ,   838440 ,          10 ,     16
F36155#F40835 ,           475 ,    797609 ,   798086 ,           0 ,      0
F24607#F36627 ,         13634 ,    810450 ,   824086 ,          15 ,     28
F14539#F44868 ,          3333 ,    787075 ,   790410 ,           6 ,      6
F54089#F7805  ,          3794 ,    789108 ,   792904 ,           8 ,      7
F31820#F51990 ,           466 ,    798669 ,   799137 ,           1 ,      0
F17177#F16331 ,         18473 ,    810588 ,   829063 ,          27 ,     38
F12508#F36998 ,          8521 ,    918731 ,   927254 ,          15 ,     17
F12629#F12007 ,         44459 ,    976093 ,  1020555 ,          59 ,     90
F31020#F43101 ,          2451 ,    874806 ,   877260 ,           4 ,      4
F24002#F4518  ,          8933 ,    847394 ,   856329 ,          14 ,     17
F54290#F24371 ,           502 ,    841935 ,   842439 ,           1 ,      0
F613#F56359   ,           999 ,    840711 ,   841713 ,           2 ,      1
F55079#F28339 ,          2970 ,    836196 ,   839168 ,           2 ,      5
F24367#F60039 ,          1002 ,    833125 ,   834129 ,           1 ,      1
F19195#F40588 ,          6923 ,    832248 ,   839173 ,          10 ,     13
F3803#F27001  ,         11365 ,    876560 ,   887928 ,          10 ,     22
F40283#F17891 ,         21770 ,    940919 ,   962694 ,          13 ,     21
F1982#F40808  ,          3464 ,    897039 ,   900506 ,           6 ,      6
F63569#F55540 ,           480 ,    804599 ,   805082 ,           1 ,      0
F8017#F61015  ,           496 ,    799422 ,   799920 ,           1 ,      0
F58459#F5422  ,           489 ,    795349 ,   795840 ,           1 ,      0
F7296#F34878  ,          5695 ,    793109 ,   798806 ,           8 ,     11
F15084#F7158  ,          3792 ,    789109 ,   792903 ,           5 ,      7
F63090#F61177 ,           477 ,    790407 ,   790886 ,           0 ,      0
F32282#F15158 ,          4279 ,    791703 ,   795984 ,           9 ,      8
F25518#F63268 ,           477 ,    916797 ,   917277 ,           1 ,      0
F17210#F52088 ,           978 ,    903264 ,   904244 ,           2 ,      1
F62493#F58400 ,           478 ,    819428 ,   819908 ,           0 ,      0
F40488#F19656 ,          4292 ,    802332 ,   806626 ,           7 ,      8
F34095#F31077 ,          9789 ,    798278 ,   808070 ,           7 ,     20
F35251#F25152 ,           938 ,    786327 ,   787267 ,           2 ,      1
F2353#F16422  ,         14098 ,    801373 ,   815474 ,          23 ,     29
F60944#F49365 ,           475 ,    787073 ,   787549 ,           0 ,      0
F20495#F63142 ,           487 ,    789963 ,   790452 ,           1 ,      0
F62515#F47948 ,           481 ,    887300 ,   887784 ,           0 ,      0
F9056#F23644  ,          7812 ,    898155 ,   905969 ,          11 ,     15
F60501#F58869 ,           485 ,    846019 ,   846506 ,           0 ,      0
F54566#F41024 ,          3323 ,    814013 ,   817338 ,           6 ,      6
F3574#F3939   ,         49173 ,    848813 ,   897988 ,          69 ,    103
F40939#F63376 ,           486 ,    795809 ,   796297 ,           1 ,      0
F33558#F13315 ,          4287 ,    795448 ,   799736 ,           5 ,      8
F44343#F14839 ,          1913 ,    791603 ,   793518 ,           4 ,      3
F48276#F49052 ,           946 ,    793987 ,   794935 ,           1 ,      1
F35984#F47730 ,           487 ,    794177 ,   794666 ,           1 ,      0
F46547#F31619 ,           479 ,    921393 ,   921874 ,           0 ,      0
F6548#F42102  ,          4992 ,    956268 ,   961263 ,          10 ,      9
F58052#F33077 ,          2001 ,    831920 ,   833923 ,           0 ,      3
F43329#F23892 ,          3346 ,    800714 ,   804062 ,           5 ,      6
F32877#F35881 ,           471 ,    792682 ,   793156 ,           1 ,      0
F63555#F6058  ,           480 ,    791123 ,   791605 ,           1 ,      0
F53304#F17934 ,          4672 ,    799182 ,   803856 ,           6 ,      9
F28341#F22043 ,          5186 ,    796435 ,   801623 ,           7 ,     10
F42800#F33148 ,          1415 ,    795413 ,   796831 ,           1 ,      2
F34428#F60543 ,           472 ,    905497 ,   905972 ,           1 ,      0
F22917#F14457 ,         15807 ,    914490 ,   930300 ,          14 ,     31
F29588#F3035  ,          5669 ,    838311 ,   843982 ,           8 ,     11
F38308#F43692 ,          5706 ,    810446 ,   816155 ,           7 ,     11
F20961#F9606  ,         13603 ,    808851 ,   822456 ,          17 ,     28
F39339#F34805 ,          4721 ,    796488 ,   801212 ,           2 ,      9
F17262#F23834 ,          4235 ,    795555 ,   799792 ,           4 ,      8
F54085#F17821 ,          6565 ,    797430 ,   803997 ,          13 ,     13
F46007#F36705 ,          5151 ,    799213 ,   804366 ,           3 ,     10
F56600#F19380 ,           478 ,    842788 ,   843267 ,           1 ,      0
F16077#F47679 ,         11842 ,    928620 ,   940465 ,          16 ,     19
F19850#F57156 ,           976 ,    912148 ,   913126 ,           2 ,      1
F36527#F59619 ,           487 ,    847642 ,   848132 ,           1 ,      0
F31788#F26945 ,          4896 ,    840273 ,   845173 ,           6 ,      9
F36471#F45641 ,          4917 ,    833329 ,   838248 ,           7 ,      9
F26442#F20489 ,         11814 ,    839520 ,   851337 ,          18 ,     23
F30331#F38891 ,          7412 ,    832323 ,   839738 ,           8 ,     14
F54825#F12788 ,          3486 ,    832028 ,   835517 ,           6 ,      6
F31689#F33177 ,           499 ,    824215 ,   824716 ,           0 ,      0
F15120#F15650 ,         19248 ,    954301 ,   973551 ,          23 ,     38
F13960#F47693 ,          4708 ,    918538 ,   923247 ,           9 ,      9
F18092#F48918 ,          2368 ,    832573 ,   834944 ,           5 ,      4
F26430#F33233 ,           492 ,    799876 ,   800371 ,           0 ,      0
F37049#F13029 ,          6158 ,    810410 ,   816570 ,           7 ,     12
F30679#F44391 ,          3759 ,    796347 ,   800108 ,           4 ,      7
F10274#F13068 ,         22146 ,    821731 ,   843880 ,          37 ,     46
F49000#F59426 ,           504 ,    819777 ,   820283 ,           1 ,      0
F58598#F36300 ,           496 ,    823435 ,   823934 ,           1 ,      0
F23111#F22449 ,          7922 ,    923474 ,   931398 ,           6 ,     15
F51905#F26158 ,          6648 ,    927248 ,   933898 ,           8 ,     13
F18321#F2691  ,         24140 ,    902996 ,   927138 ,          37 ,     48
F6399#F26995  ,         11285 ,    853882 ,   865170 ,          17 ,     22
F35382#F40871 ,           494 ,    832123 ,   832619 ,           1 ,      0
F2517#F62172  ,           989 ,    828083 ,   829074 ,           2 ,      1
F45397#F51740 ,          1002 ,    826230 ,   827234 ,           2 ,      1
F25648#F58064 ,           506 ,    823299 ,   823807 ,           0 ,      0
F45977#F48490 ,          1005 ,    827198 ,   828205 ,           2 ,      1
F46280#F6386  ,          1001 ,    827405 ,   828408 ,           2 ,      1
F20135#F45053 ,           498 ,    919163 ,   919664 ,           0 ,      0
F41782#F50953 ,          6874 ,    924071 ,   930948 ,           7 ,     13
F46064#F43333 ,          1416 ,    824010 ,   825428 ,           2 ,      2
F43105#F16112 ,          5171 ,    804417 ,   809590 ,           7 ,     10
F22797#F55565 ,           942 ,    808706 ,   809650 ,           2 ,      1
F50514#F7209  ,          2352 ,    805979 ,   808333 ,           4 ,      4
F42718#F28037 ,         14140 ,    812610 ,   826752 ,          14 ,     29
F52273#F18565 ,          4714 ,    797373 ,   802089 ,           8 ,      9
F6519#F23227  ,         30551 ,    827064 ,   857617 ,          51 ,     64
F415#F5779    ,         20625 ,    938388 ,   959015 ,          29 ,     43
F63408#F57765 ,           472 ,    895293 ,   895767 ,           0 ,      0
F21813#F4778  ,         16949 ,    878176 ,   895129 ,          19 ,     33
F12714#F32419 ,          6412 ,    844109 ,   850523 ,          11 ,     12
F17149#F58859 ,           497 ,    841236 ,   841735 ,           1 ,      0
F35340#F60660 ,          1966 ,    825508 ,   827476 ,           1 ,      3
F34040#F907   ,          4428 ,    828606 ,   833037 ,           7 ,      8
F35499#F23667 ,           990 ,    823214 ,   824206 ,           1 ,      1
F36731#F15184 ,          7870 ,    833527 ,   841399 ,          12 ,     15
F5236#F50170  ,          5400 ,    921449 ,   926851 ,          11 ,     10
F39915#F23932 ,          3318 ,    877758 ,   881079 ,           2 ,      6
F62447#F45295 ,           480 ,    856167 ,   856651 ,           0 ,      0
F12769#F43737 ,          8594 ,    818083 ,   826679 ,          16 ,     17
F21283#F52642 ,          2366 ,    798884 ,   801253 ,           4 ,      4
F59841#F47347 ,           478 ,    790422 ,   790901 ,           0 ,      0
F8709#F7978   ,         17084 ,    806862 ,   823948 ,          28 ,     35
F61909#F31182 ,           473 ,    787418 ,   787893 ,           0 ,      0
F12616#F34505 ,         10469 ,    800365 ,   810835 ,          10 ,     21
F7432#F33476  ,          8092 ,    797397 ,   805491 ,          12 ,     16
F61265#F53237 ,           941 ,    917759 ,   918702 ,           0 ,      1
F40339#F38524 ,          2858 ,    907457 ,   910317 ,           2 ,      5
F39529#F2915  ,          9503 ,    828695 ,   838200 ,          17 ,     19
F42711#F55744 ,          1878 ,    800340 ,   802220 ,           3 ,      3
F10431#F22799 ,         13200 ,    804536 ,   817738 ,          19 ,     27
F774#F40179   ,          7524 ,    797538 ,   805064 ,          15 ,     15
F21687#F36622 ,         14121 ,    803090 ,   817214 ,          19 ,     29
F37534#F10872 ,          5184 ,    792755 ,   797942 ,           9 ,     10
F5804#F54740  ,          2813 ,    792816 ,   795631 ,           5 ,      5
F59645#F18834 ,           927 ,    902355 ,   903284 ,           1 ,      1
F3202#F28639  ,         13870 ,    941725 ,   955597 ,          20 ,     26
F26112#F21738 ,          8990 ,    880165 ,   889158 ,          15 ,     17
F33369#F54666 ,          2447 ,    812515 ,   814964 ,           1 ,      4
F7819#F57702  ,          2349 ,    795696 ,   798047 ,           4 ,      4
F18811#F40940 ,          5181 ,    794768 ,   799950 ,           9 ,     10
F47689#F33199 ,          5650 ,    791870 ,   797523 ,           9 ,     11
F59340#F1902  ,           938 ,    786072 ,   787013 ,           2 ,      1
F37416#F6031  ,          2366 ,    790068 ,   792436 ,           4 ,      4
F2492#F20593  ,         16420 ,    812618 ,   829041 ,          29 ,     34
F15669#F12282 ,         11106 ,    918092 ,   929201 ,          10 ,     17
F1143#F20952  ,         18048 ,    911187 ,   929238 ,          27 ,     37
F61003#F7098  ,           953 ,    833373 ,   834329 ,           1 ,      1
F9265#F48056  ,          5446 ,    839684 ,   845132 ,           8 ,     10
F62886#F15870 ,           507 ,    825154 ,   825663 ,           1 ,      0
F50152#F43026 ,          2518 ,    824238 ,   826759 ,           4 ,      4
F14856#F52671 ,          1502 ,    823994 ,   825498 ,           2 ,      2
F62759#F37968 ,           507 ,    823042 ,   823550 ,           0 ,      0
F33584#F60196 ,           513 ,    826233 ,   826748 ,           0 ,      0
F29380#F10831 ,          7504 ,    937551 ,   945058 ,          13 ,     14
F46571#F9673  ,          9437 ,    912926 ,   922366 ,          19 ,     19
F30380#F4420  ,           473 ,    836689 ,   837164 ,           1 ,      0
F16667#F36925 ,          8504 ,    810120 ,   818626 ,          13 ,     17
F59116#F33033 ,           964 ,    797159 ,   798126 ,           2 ,      1
F23448#F41255 ,         11875 ,    802449 ,   814326 ,          13 ,     24
F4035#F58243  ,          1413 ,    789482 ,   790897 ,           3 ,      2
F37799#F17127 ,          9452 ,    800841 ,   810296 ,          11 ,     19
F50583#F19998 ,          5662 ,    801853 ,   807518 ,           8 ,     11
F20432#F21717 ,         16649 ,    909580 ,   926231 ,          25 ,     34
F650#F11149   ,         18174 ,    927445 ,   945622 ,          31 ,     36
F37427#F45097 ,          3450 ,    892106 ,   895558 ,           6 ,      6
F22713#F41732 ,          9346 ,    854994 ,   864343 ,          12 ,     18
F10849#F36005 ,          1984 ,    821440 ,   823426 ,           4 ,      3
F21768#F9360  ,         10467 ,    801951 ,   812421 ,          12 ,     21
F60253#F14284 ,           480 ,    794717 ,   795200 ,           1 ,      0
F17950#F46977 ,          5730 ,    791645 ,   797377 ,          10 ,     11
F8142#F51575  ,           477 ,    790702 ,   791181 ,           1 ,      0
F132#F60670   ,          1428 ,    790389 ,   791819 ,           2 ,      2
F15556#F48606 ,          5600 ,    899940 ,   905543 ,           7 ,     11
F19664#F34265 ,          3765 ,    912800 ,   916567 ,           3 ,      7
F57000#F56285 ,           949 ,    844450 ,   845401 ,           1 ,      1
F61919#F29575 ,           496 ,    799742 ,   800241 ,           0 ,      0
F40768#F58393 ,          1441 ,    793511 ,   794954 ,           3 ,      2
F19802#F23440 ,          6158 ,    794653 ,   800813 ,           5 ,     12
F35481#F2956  ,           486 ,    787622 ,   788110 ,           0 ,      0
F26152#F55505 ,          2851 ,    790594 ,   793447 ,           1 ,      5
F61760#F48651 ,           932 ,    790597 ,   791534 ,           1 ,      1
F9171#F35296  ,           480 ,    899281 ,   899764 ,           1 ,      0
F11090#F23927 ,         26823 ,    952938 ,   979764 ,          32 ,     53
F32885#F55654 ,           494 ,    871971 ,   872467 ,           1 ,      0
F51552#F51673 ,           500 ,    840919 ,   841422 ,           0 ,      0
F33569#F2600  ,          2008 ,    833238 ,   835248 ,           3 ,      3
F51769#F20436 ,          4925 ,    830643 ,   835570 ,           4 ,      9
F13988#F41987 ,          5942 ,    797815 ,   803760 ,           9 ,     11
F17260#F36653 ,          2371 ,    788353 ,   790727 ,           3 ,      4
F62939#F19336 ,           476 ,    789797 ,   790275 ,           0 ,      0
F47836#F17851 ,          2855 ,    792393 ,   795250 ,           5 ,      5
F50198#F26777 ,           930 ,    942688 ,   943621 ,           2 ,      1
F8483#F3005   ,         29426 ,    966986 ,   996415 ,          48 ,     59
F11612#F20296 ,         23032 ,    874404 ,   897438 ,          27 ,     46
F17299#F20063 ,         19271 ,    857409 ,   876682 ,          30 ,     38
F27982#F15140 ,         13291 ,    840623 ,   853917 ,          13 ,     26
F13105#F59015 ,          1006 ,    824914 ,   825922 ,           2 ,      1
F43138#F60123 ,           497 ,    823686 ,   824185 ,           0 ,      0
F14736#F4390  ,         17767 ,    844617 ,   862386 ,          24 ,     35
F30384#F49096 ,          5918 ,    831698 ,   837618 ,           5 ,     11
F21007#F3864  ,         13282 ,    950768 ,   964053 ,          21 ,     26
F47495#F19952 ,          4250 ,    937632 ,   941885 ,           6 ,      8
F49232#F23256 ,          5430 ,    867379 ,   872811 ,           9 ,     10
F55096#F56553 ,           972 ,    840465 ,   841439 ,           1 ,      1
F6895#F60380  ,           511 ,    834358 ,   834872 ,           1 ,      0
F60720#F30339 ,          1485 ,    833097 ,   834585 ,           1 ,      2
F60012#F43282 ,          2966 ,    831287 ,   834255 ,           1 ,      5
F23523#F25977 ,           500 ,    829815 ,   830317 ,           1 ,      0
F45664#F17367 ,          1988 ,    835072 ,   837062 ,           2 ,      3
F41775#F58832 ,           505 ,    923808 ,   924316 ,           0 ,      0
F1377#F18622  ,         16506 ,    918217 ,   934726 ,          25 ,     34
F61400#F5520  ,          1991 ,    892361 ,   894354 ,           0 ,      3
F44643#F12284 ,          4457 ,    856289 ,   860748 ,           8 ,      8
F62391#F10562 ,           505 ,    842508 ,   843015 ,           1 ,      0
F38103#F26979 ,          4988 ,    837402 ,   842392 ,           6 ,      9
F34829#F49644 ,           501 ,    824305 ,   824808 ,           0 ,      0
F33307#F24776 ,           501 ,    825228 ,   825732 ,           1 ,      0
F47346#F38544 ,          7389 ,    834242 ,   841633 ,           5 ,     14
F44036#F56600 ,           489 ,    827508 ,   827999 ,           1 ,      0
F16266#F51143 ,          2022 ,    919913 ,   921938 ,           4 ,      3
F42863#F1339  ,          6531 ,    958872 ,   965404 ,           8 ,     12
F56639#F8216  ,           504 ,    858095 ,   858603 ,           1 ,      0
F214#F8705    ,         25076 ,    862756 ,   887833 ,          38 ,     50
F9075#F18958  ,         15193 ,    850326 ,   865522 ,          19 ,     30
F50544#F7016  ,          3958 ,    832211 ,   836172 ,           6 ,      7
F42917#F37239 ,          1996 ,    824894 ,   826892 ,           0 ,      3
F6991#F49162  ,          1982 ,    823325 ,   825309 ,           3 ,      3
F34720#F42953 ,           478 ,    787429 ,   787910 ,           1 ,      0
F45046#F57419 ,           476 ,    909727 ,   910205 ,           0 ,      0
F18595#F32544 ,          7571 ,    905898 ,   913472 ,           9 ,     15
F23216#F59659 ,          1378 ,    853066 ,   854447 ,           0 ,      2
F48814#F38036 ,          1974 ,    837636 ,   839613 ,           4 ,      3
F28140#F11865 ,         14834 ,    843258 ,   858094 ,          20 ,     29
F33891#F20347 ,          8385 ,    836759 ,   845146 ,           9 ,     16
F57311#F6138  ,          2472 ,    827629 ,   830102 ,           5 ,      4
F3360#F46999  ,           503 ,    812997 ,   813502 ,           0 ,      0
F50413#F19106 ,          3319 ,    790589 ,   793910 ,           6 ,      6
F19874#F42412 ,           954 ,    824678 ,   825635 ,           2 ,      1
F27648#F40501 ,          8584 ,    940297 ,   948885 ,           5 ,     13
F24672#F54340 ,          3965 ,    906777 ,   910744 ,           4 ,      7
F26839#F38204 ,           483 ,    802015 ,   802500 ,           0 ,      0
F52700#F36312 ,          2363 ,    797975 ,   800341 ,           2 ,      4
F13386#F13654 ,          4697 ,    794095 ,   798795 ,           9 ,      9
F55686#F23993 ,          2344 ,    789142 ,   791488 ,           2 ,      4
F54263#F41408 ,          1894 ,    787284 ,   789180 ,           2 ,      3
F10220#F7707  ,         18330 ,    806327 ,   824659 ,          22 ,     38
F17897#F38262 ,          8448 ,    797172 ,   805622 ,          11 ,     17
F33531#F22037 ,           477 ,    921203 ,   921683 ,           1 ,      0
F39639#F22843 ,           951 ,    940548 ,   941501 ,           1 ,      1
F56253#F37321 ,          1473 ,    858072 ,   859548 ,           1 ,      2
F11708#F29703 ,           495 ,    833997 ,   834494 ,           1 ,      0
F16022#F51654 ,          1022 ,    819067 ,   820090 ,           2 ,      1
F8858#F23838  ,          6677 ,    806516 ,   813196 ,           7 ,     13
F2765#F25728  ,         12230 ,    810834 ,   823066 ,          20 ,     25
F10578#F50036 ,           940 ,    790006 ,   790949 ,           2 ,      1
F27514#F40010 ,          5631 ,    794236 ,   799869 ,           6 ,     11
F40232#F13626 ,          9401 ,    896876 ,   906280 ,          11 ,     19
F16706#F19374 ,         10850 ,    900194 ,   911047 ,          14 ,     22
F9347#F17249  ,         17012 ,    863432 ,   880446 ,          25 ,     35
F7110#F3985   ,          8543 ,    816746 ,   825291 ,          13 ,     17
F41190#F37120 ,          2830 ,    798720 ,   801552 ,           4 ,      5
F60751#F54765 ,           928 ,    791326 ,   792257 ,           0 ,      1
F45601#F6692  ,          4257 ,    791279 ,   795538 ,           6 ,      8
F2326#F46571  ,          8471 ,    791155 ,   799627 ,          10 ,     17
F48126#F19325 ,          4724 ,    799004 ,   803731 ,           8 ,      9
F11339#F62406 ,           956 ,    789598 ,   790555 ,           2 ,      1
F28355#F14096 ,           956 ,    936354 ,   937312 ,           1 ,      1
F44580#F56995 ,           992 ,    946177 ,   947171 ,           0 ,      1
F24162#F11026 ,          6004 ,    855588 ,   861594 ,           9 ,     11
F37726#F34626 ,          2990 ,    836132 ,   839125 ,           3 ,      5
F43032#F42650 ,          3458 ,    831005 ,   834465 ,           5 ,      6
F55314#F63532 ,           505 ,    825205 ,   825712 ,           1 ,      0
F56806#F1161  ,          1006 ,    824656 ,   825663 ,           2 ,      1
F62574#F33196 ,           492 ,    824492 ,   824985 ,           0 ,      0
F37429#F2644  ,         10852 ,    839268 ,   850123 ,          19 ,     21
F32335#F8296  ,          7948 ,    928852 ,   936801 ,          15 ,     15
F24930#F47087 ,          1920 ,    898277 ,   900199 ,           3 ,      3
F35083#F55165 ,           934 ,    835580 ,   836516 ,           0 ,      1
F31210#F50414 ,           506 ,    836815 ,   837323 ,           0 ,      0
F60048#F62521 ,           505 ,    830613 ,   831120 ,           0 ,      0
F55365#F63443 ,           511 ,    821863 ,   822377 ,           0 ,      0
F30539#F49674 ,          1999 ,    801822 ,   803823 ,           4 ,      3
F40522#F56261 ,           959 ,    784243 ,   785204 ,           0 ,      1
F38578#F5357  ,          4273 ,    810974 ,   815250 ,           8 ,      8
F58501#F52159 ,           489 ,    908040 ,   908532 ,           0 ,      0
F51453#F62233 ,           592 ,    885612 ,   886207 ,           0 ,      0
F32170#F2788  ,           946 ,    894364 ,   895312 ,           1 ,      1
F25937#F55657 ,          3940 ,    848859 ,   852801 ,           4 ,      7
F41376#F51091 ,           981 ,    835811 ,   836794 ,           1 ,      1
F60619#F11149 ,           991 ,    828098 ,   829091 ,           1 ,      1
F23153#F15131 ,          5392 ,    831644 ,   837039 ,           8 ,     10
F5726#F52775  ,           497 ,    826508 ,   827007 ,           1 ,      0
F2792#F11692  ,         21643 ,    850511 ,   872156 ,          26 ,     43
F45581#F49984 ,          4434 ,    832531 ,   836968 ,           5 ,      8
F30396#F52607 ,          1477 ,    918305 ,   919784 ,           0 ,      2
F54251#F48663 ,          4922 ,    950015 ,   954940 ,           6 ,      9
F30913#F36625 ,          4978 ,    854655 ,   859635 ,           7 ,      9
F21199#F16288 ,         10866 ,    842070 ,   852939 ,          15 ,     21
F13248#F37326 ,          3934 ,    834118 ,   838054 ,           6 ,      7
F9960#F59149  ,           478 ,    826069 ,   826549 ,           1 ,      0
F37544#F4745  ,          3326 ,    789335 ,   792664 ,           7 ,      6
F38955#F41084 ,          7049 ,    793907 ,   800957 ,           7 ,     14
F37600#F721   ,           478 ,    791850 ,   792330 ,           1 ,      0
F18645#F61509 ,           490 ,    905060 ,   905552 ,           1 ,      0
F17068#F10516 ,          5702 ,    896133 ,   901837 ,           6 ,     11
F4514#F38422  ,          5674 ,    849195 ,   854871 ,          11 ,     11
F46205#F45106 ,           500 ,    838639 ,   839141 ,           0 ,      0
F13078#F23998 ,         14780 ,    843486 ,   858268 ,          17 ,     29
F44892#F44305 ,           501 ,    827591 ,   828095 ,           0 ,      0
F6564#F62327  ,           515 ,    826194 ,   826711 ,           1 ,      0
F54836#F13007 ,          2460 ,    824913 ,   827376 ,           0 ,      4
F42057#F2410  ,          3960 ,    827951 ,   831913 ,           6 ,      7
F17156#F44452 ,          6905 ,    847049 ,   853957 ,           8 ,     13
F16069#F17897 ,         15241 ,    914002 ,   929246 ,          20 ,     24
F38811#F24022 ,         12228 ,    892599 ,   904830 ,          16 ,     25
F10534#F18589 ,         10877 ,    820389 ,   831268 ,          21 ,     22
F61476#F35492 ,           473 ,    798487 ,   798961 ,           0 ,      0
F43018#F47233 ,          2827 ,    794945 ,   797775 ,           4 ,      5
F26358#F48578 ,          2817 ,    792413 ,   795232 ,           5 ,      5
F27442#F4037  ,           476 ,    786221 ,   786699 ,           1 ,      0
F34511#F30094 ,           959 ,    790080 ,   791041 ,           2 ,      1
F24120#F3478  ,         11329 ,    798266 ,   809597 ,          20 ,     23
F10778#F15117 ,         16876 ,    930948 ,   947826 ,          28 ,     35
F53192#F50726 ,          3307 ,    909759 ,   913068 ,           2 ,      6
F50835#F34820 ,          2834 ,    825457 ,   828293 ,           3 ,      5
F60429#F63326 ,           482 ,    804202 ,   804686 ,           1 ,      0
F18675#F49631 ,          3317 ,    795347 ,   798667 ,           4 ,      6
F58604#F14943 ,           461 ,    789583 ,   790047 ,           1 ,      0
F62975#F26226 ,           489 ,    788019 ,   788510 ,           1 ,      0
F1785#F62363  ,           482 ,    788603 ,   789088 ,           1 ,      0
F14764#F35069 ,          2420 ,    793609 ,   796031 ,           3 ,      4
F43320#F61329 ,           949 ,    894590 ,   895541 ,           2 ,      1
F54675#F7139  ,          1903 ,    877122 ,   879027 ,           4 ,      3
F59925#F46474 ,           465 ,    842120 ,   842586 ,           0 ,      0
F6733#F30208  ,         15020 ,    811904 ,   826926 ,          23 ,     31
F26510#F42719 ,          6103 ,    806098 ,   812203 ,           9 ,     12
F40736#F30655 ,          2350 ,    797509 ,   799862 ,           4 ,      4
F57483#F52627 ,           478 ,    792844 ,   793324 ,           0 ,      0
F62284#F6174  ,           476 ,    793965 ,   794442 ,           1 ,      0
F27421#F16668 ,          8963 ,    789914 ,   798879 ,           9 ,     18
F49886#F36785 ,          2812 ,    801369 ,   804182 ,           5 ,      5
F207#F15942   ,         16173 ,    938520 ,   954696 ,          27 ,     32
F40158#F37223 ,         12264 ,    924171 ,   936437 ,          17 ,     25
F60556#F48813 ,           483 ,    821470 ,   821955 ,           0 ,      0
F3291#F28322  ,          9000 ,    811554 ,   820556 ,          17 ,     18
F43046#F34835 ,           942 ,    795553 ,   796497 ,           2 ,      1
F39674#F38954 ,          2830 ,    794394 ,   797226 ,           4 ,      5
F52518#F19984 ,           950 ,    790419 ,   791371 ,           2 ,      1
F58717#F40834 ,           480 ,    790456 ,   790939 ,           1 ,      0
F27893#F24514 ,         10784 ,    804367 ,   815153 ,          17 ,     22
F30424#F59235 ,          1422 ,    905894 ,   907319 ,           2 ,      2
F4081#F46601  ,          2378 ,    901679 ,   904060 ,           4 ,      4
F29174#F38201 ,          3289 ,    839661 ,   842953 ,           4 ,      6
F29656#F20630 ,         14265 ,    823249 ,   837516 ,          21 ,     29
F23545#F38062 ,          3314 ,    806470 ,   809786 ,           5 ,      6
F29472#F48077 ,           476 ,    795497 ,   795976 ,           0 ,      0
F5985#F43532  ,          8019 ,    800719 ,   808740 ,          11 ,     16
F57325#F49347 ,          1915 ,    793977 ,   795894 ,           1 ,      3
F40173#F34374 ,          1419 ,    796319 ,   797740 ,           3 ,      2
F49987#F44377 ,          5653 ,    836992 ,   842648 ,           6 ,     11
F11937#F57486 ,          1223 ,    924736 ,   925963 ,           2 ,      1
F33478#F50321 ,           476 ,    881270 ,   881749 ,           1 ,      0
F45669#F18710 ,          6164 ,    826011 ,   832177 ,           9 ,     12
F9780#F28783  ,         16613 ,    818769 ,   835385 ,          27 ,     34
F59191#F22199 ,           476 ,    798628 ,   799106 ,           1 ,      0
F19468#F48426 ,          4808 ,    800325 ,   805135 ,           9 ,      9
F36734#F60963 ,          1900 ,    795411 ,   797315 ,           0 ,      3
F9761#F34972  ,          3321 ,    799034 ,   802357 ,           7 ,      6
F60514#F2880  ,          1860 ,    799504 ,   801366 ,           4 ,      3
F42277#F7807  ,           952 ,    917074 ,   918029 ,           1 ,      1
F55300#F52555 ,           501 ,    931745 ,   932248 ,           0 ,      0
F6934#F47591  ,          4759 ,    821093 ,   825855 ,           8 ,      9
F1721#F8306   ,         24834 ,    822939 ,   847775 ,          25 ,     52
F43798#F18732 ,          2819 ,    796470 ,   799291 ,           4 ,      5
F60644#F45810 ,          1420 ,    794111 ,   795533 ,           0 ,      2
F47826#F46317 ,           477 ,    790865 ,   791344 ,           0 ,      0
F38902#F25683 ,          5180 ,    789159 ,   794342 ,           9 ,     10
F44542#F14277 ,          3795 ,    794260 ,   798057 ,           6 ,      7
F22732#F37911 ,           472 ,    884554 ,   885028 ,           0 ,      0
F44238#F42426 ,          4791 ,    889076 ,   893870 ,           5 ,      9
F32529#F51296 ,           480 ,    846570 ,   847052 ,           1 ,      0
F42374#F11454 ,          6184 ,    813956 ,   820141 ,          12 ,     12
F39551#F38917 ,          4715 ,    801734 ,   806451 ,           4 ,      9
F15529#F25223 ,         11238 ,    804858 ,   816098 ,          19 ,     23
F54277#F22873 ,          2862 ,    796120 ,   798984 ,           1 ,      5
