updtw1,updtw2,storage
1,26946,50
2,26946,100
3,26946,150
4,26946,200
5,26946,250
6,26946,300
7,26946,350
8,26946,400
9,26946,450
10,26946,500
11,26946,550
12,26946,600
13,26946,650
14,26946,700
15,26946,750
16,26946,800
17,26946,850
18,26946,900
19,26946,950
20,26946,1000
21,26946,1050
22,26946,1100
23,26946,1150
24,26946,1200
25,26946,1250
26,26946,1300
27,26946,1350
28,26946,1400
29,26946,1450
30,26946,1500
31,26946,1550
32,26946,1600
33,26946,1650
34,26946,1700
35,26946,1750
36,26946,1800
37,26946,1850
38,26946,1900
39,26946,1950
40,26946,2000
41,26946,2050
42,26946,2100
43,26946,2150
44,26946,2200
45,26946,2250
46,26946,2300
47,26946,2350
48,26946,2400
49,26946,2450
50,26946,2500
51,26946,2550
52,26946,2600
53,26946,2650
54,26946,2700
55,26946,2750
56,26946,2800
57,26946,2850
58,26946,2900
59,26946,2950
60,26946,3000
61,26946,3050
62,26946,3100
63,26946,3150
64,26946,3200
65,26946,3250
66,26946,3300
67,26946,3350
68,26946,3400
69,26946,3450
70,26946,3500
71,26946,3550
72,26946,3600
73,26946,3650
74,26946,3700
75,26946,3750
76,26946,3800
77,26946,3850
78,26946,3900
79,26946,3950
80,26946,4000
81,26946,4050
82,26946,4100
83,26946,4150
84,26946,4200
85,26946,4250
86,26946,4300
87,26946,4350
88,26946,4400
89,26946,4450
90,26946,4500
91,26946,4550
92,26946,4600
93,26946,4650
94,26946,4700
95,26946,4750
96,26946,4800
97,26946,4850
98,26946,4900
99,26946,4950
100,26946,5000
101,26946,5050
102,26946,5100
103,26946,5150
104,26946,5200
105,26946,5250
106,26946,5300
107,26946,5350
108,26946,5400
109,26946,5450
110,26946,5500
111,26946,5550
112,26946,5600
113,26946,5650
114,26946,5700
115,26946,5750
116,26946,5800
117,26946,5850
118,26946,5900
119,26946,5950
120,26946,6000
121,26946,6050
122,26946,6100
123,26946,6150
124,26946,6200
125,26946,6250
126,26946,6300
127,26946,6350
128,26946,6400
129,26946,6450
130,26946,6500
131,26946,6550
132,26946,6600
133,26946,6650
134,26946,6700
135,26946,6750
136,26946,6800
137,26946,6850
138,26946,6900
139,26946,6950
140,26946,7000
141,26946,7050
142,26946,7100
143,26946,7150
144,26946,7200
145,26946,7250
146,26946,7300
147,26946,7350
148,26946,7400
149,26946,7450
150,26946,7500
151,26946,7550
152,26946,7600
153,26946,7650
154,26946,7700
155,26946,7750
156,26946,7800
157,26946,7850
158,26946,7900
159,26946,7950
160,26946,8000
161,26946,8050
162,26946,8100
163,26946,8150
164,26946,8200
165,26946,8250
166,26946,8300
167,26946,8350
168,26946,8400
169,26946,8450
170,26946,8500
171,26946,8550
172,26946,8600
173,26946,8650
174,26946,8700
175,26946,8750
176,26946,8800
177,26946,8850
178,26946,8900
179,26946,8950
