keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize
F10800#F10137,         52,         47,        99,            0,         480
F10800#F11306,         53,         76,       129,            0,         480
F10800#F10840,         57,         41,        99,            0,         480
F10800#F10144,         58,         79,       138,            0,         480
F10800#F10030,         64,         39,       104,            0,         480
F10800#F10682,         93,         51,       145,            0,         480
F10800#F10003,         53,         42,        96,            0,         480
F10800#F10331,         48,         36,        84,            0,         480
F10800#F10803,         56,         83,       140,            0,         480
F10800#F1004 ,         90,         37,       128,            0,         480
F10800#F10569,         93,         52,       145,            0,         480
F10800#F10051,         54,         43,        98,            0,         480
F10800#F11141,         52,         37,        90,            0,         480
F10800#F1310 ,         51,         37,        89,            0,         480
F10800#F10363,         52,         38,        91,            0,         480
F10800#F10677,         47,         34,        81,            0,         480
F10800#F10753,         50,         37,        88,            0,         480
F10800#F10196,         52,         36,        89,            0,         480
F10800#F10251,         49,         37,        87,            0,         480
F10800#F10473,         61,         78,       140,            0,         480
F10800#F10327,         48,         37,        86,            0,         480
F10800#F1081 ,         46,         39,        86,            0,         480
F10800#F1007 ,         48,         35,        84,            0,         480
F10800#F10969,         48,         38,        86,            0,         480
F10800#F10107,         44,         37,        82,            0,         480
F10800#F10359,         49,         78,       127,            0,         480
F10800#F10002,         48,         37,        85,            0,         480
F10800#F1008 ,         50,         38,        89,            0,         480
F10800#F12082,         58,         88,       146,            0,         480
F10800#F10059,         55,         43,        99,            0,         480
F10800#F10269,         55,         39,        95,            0,         480
F10800#F1105 ,         53,         47,       102,            0,         480
F10800#F10184,         50,         38,        89,            0,         480
F10800#F10701,         59,         88,       148,            0,         480
F10800#F10883,         50,         36,        87,            0,         480
F10800#F1057 ,         50,         36,        86,            0,         480
F10800#F10071,         51,         33,        86,            0,         480
F10800#F11041,         50,         84,       135,            0,         480
F10800#F10203,         48,         68,       117,            0,         480
F10800#F10352,         46,         37,        84,            0,         480
F10800#F10168,         51,         37,        88,            0,         480
F10800#F10461,         50,         38,        89,            0,         480
F10800#F10145,         51,         36,        88,            0,         480
F10800#F12033,         55,         39,        94,            0,         480
F10800#F11179,         47,         37,        84,            0,         480
F10800#F1    ,         52,         39,        92,            0,         480
F10800#F11549,         47,         41,        88,            0,         480
F10800#F10421,         55,         38,        94,            0,         480
F10800#F10323,         47,         87,       135,            0,         480
F10800#F10414,         51,         34,        86,            0,         480
F10800#F12399,         51,         39,        92,            0,         480
F10800#F10506,         53,         40,        94,            0,         480
F10800#F10214,         58,         37,        95,            0,         480
F10800#F11320,         49,         37,        87,            0,         480
F10800#F10010,         61,         88,       149,            0,         480
F10800#F10104,         45,         41,        86,            0,         480
F10800#F10155,         46,         87,       134,            0,         480
F10800#F10092,         49,         41,        90,            0,         480
F10800#F11651,         50,         36,        87,            0,         480
F10800#F1092 ,         52,         36,        89,            0,         480
F10800#F10694,         57,         35,        93,            0,         480
F10800#F10315,         53,         37,        91,            0,         480
F10800#F13306,         51,         83,       135,            0,         480
F10800#F11189,         54,         38,        92,            0,         480
F10800#F10870,         50,         37,        87,            0,         480
F10800#F12921,         50,         37,        87,            0,         480
F10800#F10368,         54,         35,        89,            0,         480
F10800#F11040,         49,         87,       137,            0,         480
F10800#F10329,         61,         47,       111,            0,         480
F10800#F12863,         59,         44,       104,            0,         480
F10800#F10495,         55,         45,       100,            0,         480
F10800#F11627,         57,         50,       108,            0,         480
F10800#F10408,         68,         49,       117,            0,         480
F10800#F11449,         49,         40,        90,            0,         480
F10800#F10206,         47,         35,        82,            0,         480
F10800#F10047,         46,         32,        79,            0,         480
F10800#F10021,         48,         34,        83,            0,         480
F10800#F10815,         51,         33,        85,            0,         480
F10800#F10760,         50,         36,        87,            0,         480
F10800#F11133,         53,         34,        87,            0,         480
F10800#F10557,         93,         36,       130,            0,         480
F10800#F10163,         53,         33,        87,            0,         480
