keyword,clientTime,serverTime,totalTime,resultLength,payloadSize
F10800#F1210,389,274,664,0,480
F10800#F10951,400,262,662,0,480
F10800#F11088,399,252,652,0,480
F10800#F10643,398,266,665,0,480
F10800#F10044,398,307,706,0,480
F10800#F10382,411,267,678,0,480
F10800#F11036,437,254,692,0,480
F10800#F10238,405,291,696,0,480
F10800#F10519,425,259,685,0,480
F10800#F13525,406,282,689,0,480
F10800#F11706,395,275,670,0,480
F10800#F11119,401,266,667,0,480
F10800#F11553,413,285,699,0,480
F10800#F10361,402,286,688,0,480
F10800#F13916,432,340,772,0,480
F10800#F13738,391,279,670,0,480
F10800#F12037,413,287,701,0,480
F10800#F227,411,262,673,0,480
F10800#F10831,396,261,657,0,480
F10800#F10907,431,266,698,0,480
F10800#F12030,407,298,706,0,480
F10800#F10577,424,276,701,0,480
F10800#F10356,417,279,697,0,480
F10800#F10188,408,301,710,0,480
F10800#F10034,408,292,701,0,480
F10800#F13740,406,286,693,0,480
F10800#F10699,414,270,685,0,480
F10800#F1143,416,303,720,0,480
F10800#F10192,414,285,700,0,480
F10800#F149,427,287,714,0,480
F10800#F11519,408,300,709,0,480
F10800#F10604,434,275,709,0,480
F10800#F1062,425,280,706,0,480
F10800#F10549,759,267,1027,0,480
F10800#F10455,409,287,697,0,480
F10800#F11286,408,314,723,0,480
F10800#F1093,400,258,659,0,480
F10800#F11336,421,304,726,0,480
F10800#F10510,423,275,699,0,480
F10800#F11015,429,271,700,0,480
F10800#F10489,421,285,707,0,480
F10800#F12672,441,279,720,0,480
F10800#F14039,424,276,701,0,480
F10800#F10309,458,349,808,0,480
F10800#F1265,565,271,837,0,480
F10800#F10411,417,283,701,0,480
F10800#F17457,432,274,707,0,480
F10800#F11108,445,289,735,0,480
F10800#F12956,424,270,694,0,480
F10800#F13,419,295,715,0,480
F10800#F11887,437,325,763,0,480
F10800#F10786,619,300,919,0,480
F10800#F10346,434,364,799,0,480
F10800#F12908,449,370,820,0,480
F10800#F12527,458,371,830,0,480
F10800#F11497,424,316,741,0,480
F10800#F10521,439,348,788,0,480
F10800#F10556,458,416,875,0,480
F10800#F11856,485,308,794,0,480
F10800#F12225,436,304,741,0,480
F10800#F12713,434,297,732,0,480
F10800#F14,436,280,717,0,480
F10800#F12589,443,293,737,0,480
F10800#F10853,439,300,740,0,480
F10800#F11841,438,300,739,0,480
F10800#F11573,463,407,871,0,480
F10800#F15109,450,335,786,0,480
F10800#F10325,441,299,741,0,480
F10800#F10725,444,296,742,0,480
F10800#F10142,446,299,746,0,480
F10800#F1001,446,291,738,0,480
F10800#F10982,430,276,706,0,480
F10800#F11602,425,313,739,0,480
F10800#F10335,437,304,742,0,480
F10800#F1145,458,317,776,0,480
F10800#F13110,442,367,809,0,480
F10800#F10046,444,305,750,0,480
