keyword,clientTime,serverTime,totalTime,resultLength,payloadSize,w1,w2
F10031#F1438,10810,11760,22572,0,36,1,16644
F1021#F1438,85,65,151,0,72,2,16644
F10467#F1438,86,82,169,0,108,3,16644
F11486#F1438,73,46,120,0,144,4,16644
F10068#F1438,101,61,164,0,180,5,16644
F10259#F1438,91,93,185,0,216,6,16644
F12293#F1438,98,75,174,0,252,7,16644
F10311#F1438,124,117,243,0,288,8,16644
F13312#F1438,98,79,178,0,324,9,16644
F10800#F1438,78,54,134,0,360,10,16644
F1308#F1438,74,77,153,0,396,11,16644
F10693#F1438,145,67,213,0,432,12,16644
F11138#F1438,128,105,234,0,468,13,16644
F10159#F1438,108,82,192,0,504,14,16644
F11380#F1438,103,91,196,0,540,15,16644
F1047#F1438,88,84,173,0,576,16,16644
F10072#F1438,112,84,197,0,612,17,16644
F10516#F1438,117,66,184,0,648,18,16644
F10454#F1438,106,98,205,0,684,19,16644
F14280#F1438,106,70,177,0,720,20,16644
F10544#F1438,97,82,180,0,756,21,16644
F10744#F1438,110,101,211,0,792,22,16644
F10374#F1438,129,92,222,0,828,23,16644
F1029#F1438,113,106,220,0,864,24,16644
F12029#F1438,106,85,191,0,900,25,16644
F10595#F1438,121,114,235,0,936,26,16644
F10700#F1438,127,107,236,0,972,27,16644
F10165#F1438,190,117,309,0,1008,28,16644
F10922#F1438,150,107,258,0,1044,29,16644
F10398#F1438,125,109,235,0,1080,30,16644
F10802#F1438,193,99,293,0,1116,31,16644
F10166#F1438,143,114,258,0,1152,32,16644
F13268#F1438,181,107,290,0,1188,33,16644
F10043#F1438,140,113,255,0,1224,34,16644
F11321#F1438,203,96,300,0,1260,35,16644
F10115#F1438,183,141,325,0,1296,36,16644
F11053#F1438,187,104,293,0,1332,37,16644
F11114#F1438,155,114,270,0,1368,38,16644
F10237#F1438,154,114,269,0,1404,39,16644
F10942#F1438,150,104,255,0,1440,40,16644
F10450#F1438,142,117,260,0,1476,41,16644
