keyword,clientTime,serverTime,totalTime,resultLength,payloadSize
F10800#F1308,168,144,313,0,480
F10800#F10693,157,138,295,0,480
F10800#F11138,160,133,294,0,480
F10800#F10159,158,134,292,0,480
F10800#F11380,165,132,298,0,480
F10800#F1047,156,132,288,0,480
F10800#F10072,160,135,296,0,480
F10800#F10516,161,132,293,0,480
F10800#F10454,160,133,294,0,480
F10800#F14280,159,132,292,0,480
F10800#F10544,163,138,302,0,480
F10800#F10744,172,136,309,0,480
F10800#F10374,164,136,300,0,480
F10800#F1029,161,137,298,0,480
F10800#F12029,175,148,323,0,480
F10800#F10595,225,267,492,0,480
F10800#F10700,282,138,421,0,480
F10800#F10165,162,134,297,0,480
F10800#F10922,160,138,299,0,480
F10800#F10398,161,134,295,0,480
F10800#F10802,153,135,289,0,480
F10800#F10166,164,135,300,0,480
F10800#F13268,156,136,292,0,480
F10800#F10043,165,133,299,0,480
F10800#F11321,161,135,297,0,480
F10800#F10115,158,136,295,0,480
F10800#F11053,167,136,303,0,480
F10800#F11114,154,134,289,0,480
F10800#F10237,164,136,301,0,480
F10800#F10942,158,138,296,0,480
F10800#F10450,162,136,299,0,480
F10800#F11220,160,136,296,0,480
F10800#F10055,156,134,290,0,480
F10800#F10494,163,135,298,0,480
F10800#F10158,162,133,296,0,480
F10800#F10205,355,337,692,0,480
F10800#F10813,351,275,626,0,480
F10800#F10081,213,140,354,0,480
F10800#F10014,162,140,302,0,480
F10800#F10136,163,139,303,0,480
F10800#F11604,160,139,300,0,480
F10800#F10195,161,139,300,0,480
F10800#F10355,164,140,305,0,480
F10800#F11076,164,140,305,0,480
F10800#F10378,159,138,297,0,480
F10800#F10547,164,140,304,0,480
F10800#F10463,165,140,306,0,480
F10800#F10020,312,273,586,0,480
F10800#F10541,311,155,466,0,480
F10800#F10032,167,137,304,0,480
F10800#F10178,158,137,296,0,480
F10800#F10121,166,140,307,0,480
F10800#F10305,172,143,316,0,480
F10800#F10033,157,141,298,0,480
F10800#F10143,164,138,302,0,480
F10800#F10141,158,139,298,0,480
F10800#F10961,161,137,299,0,480
F10800#F10873,153,139,292,0,480
F10800#F10317,165,143,308,0,480
F10800#F10170,161,137,298,0,480
F10800#F10636,159,138,298,0,480
F10800#F10037,156,140,296,0,480
F10800#F1003,168,138,307,0,480
F10800#F10691,156,138,295,0,480
F10800#F10338,157,138,296,0,480
F10800#F1005,157,139,297,0,480
F10800#F10152,165,138,303,0,480
F10800#F10313,158,138,297,0,480
F10800#F10217,171,143,314,0,480
F10800#F10437,168,138,307,0,480
F10800#F10286,158,137,295,0,480
F10800#F1095,162,139,302,0,480
F10800#F10380,163,139,303,0,480
F10800#F10377,160,138,298,0,480
F10800#F10139,160,139,300,0,480
F10800#F1153,171,175,347,0,480
