keyword,clientTime,serverTime,totalTime,resultLength,payloadSize
F10800#F1308,211,187,398,0,480
F10800#F10693,160,157,318,0,480
F10800#F11138,177,156,333,0,480
F10800#F10159,168,155,323,0,480
F10800#F11380,170,159,329,0,480
F10800#F1047,171,156,327,0,480
F10800#F10072,174,156,331,0,480
F10800#F10516,168,159,328,0,480
F10800#F10454,175,160,335,0,480
F10800#F14280,172,163,336,0,480
F10800#F10544,188,165,354,0,480
F10800#F10744,182,162,345,0,480
F10800#F10374,179,166,345,0,480
F10800#F1029,172,165,337,0,480
F10800#F12029,177,168,346,0,480
F10800#F10595,177,169,347,0,480
F10800#F10700,179,168,348,0,480
F10800#F10165,180,170,351,0,480
F10800#F10922,180,175,355,0,480
F10800#F10398,202,174,376,0,480
F10800#F10802,176,171,348,0,480
F10800#F10166,180,173,354,0,480
F10800#F13268,178,194,373,0,480
F10800#F10043,185,175,361,0,480
F10800#F11321,182,176,358,0,480
F10800#F10115,186,181,368,0,480
F10800#F11053,189,179,368,0,480
F10800#F11114,179,195,375,0,480
F10800#F10237,189,178,367,0,480
F10800#F10942,181,184,366,0,480
F10800#F10450,189,184,373,0,480
F10800#F11220,183,178,362,0,480
F10800#F10055,190,186,376,0,480
F10800#F10494,192,189,382,0,480
F10800#F10158,188,191,380,0,480
F10800#F10205,204,191,395,0,480
F10800#F10813,197,188,385,0,480
F10800#F10081,189,190,380,0,480
F10800#F10014,187,197,385,0,480
F10800#F10136,199,191,390,0,480
F10800#F11604,192,194,386,0,480
F10800#F10195,215,193,409,0,480
F10800#F10355,196,198,394,0,480
F10800#F11076,208,219,428,0,480
F10800#F10378,194,222,417,0,480
F10800#F10547,196,195,392,0,480
F10800#F10463,200,224,425,0,480
F10800#F10020,215,201,417,0,480
F10800#F10541,204,261,466,0,480
F10800#F10032,258,225,484,0,480
F10800#F10178,199,209,409,0,480
F10800#F10121,201,201,403,0,480
F10800#F10305,203,205,408,0,480
F10800#F10033,226,203,430,0,480
F10800#F10143,202,205,408,0,480
F10800#F10141,199,209,408,0,480
F10800#F10961,207,204,412,0,480
F10800#F10873,197,209,407,0,480
F10800#F10317,227,210,437,0,480
F10800#F10170,218,214,433,0,480
F10800#F10636,215,212,427,0,480
F10800#F10037,204,211,416,0,480
F10800#F1003,213,215,429,0,480
F10800#F10691,228,212,440,0,480
F10800#F10338,208,220,429,0,480
F10800#F1005,205,218,424,0,480
F10800#F10152,217,213,431,0,480
F10800#F10313,216,218,434,0,480
F10800#F10217,233,222,455,0,480
F10800#F10437,219,226,446,0,480
F10800#F10286,217,220,438,0,480
F10800#F1095,210,220,431,0,480
F10800#F10380,230,223,454,0,480
F10800#F10377,216,220,436,0,480
F10800#F10139,228,224,453,0,480
F10800#F1153,232,215,447,0,480
F10800#F10561,224,225,450,0,480
F10800#F10334,231,218,450,0,480
F10800#F10298,221,224,445,0,480
F10800#F10344,227,257,484,0,480
F10800#F10176,220,225,446,0,480
F10800#F10096,235,226,461,0,480
F10800#F11165,220,227,447,0,480
F10800#F11330,219,223,443,0,480
F10800#F10737,225,218,444,0,480
F10800#F10820,246,225,472,0,480
F10800#F10029,229,236,465,0,480
F10800#F10099,226,228,454,0,480
F10800#F11019,229,221,451,0,480
F10800#F10351,246,232,479,0,480
F10800#F10140,228,230,458,0,480
F10800#F10470,244,245,489,0,480
F10800#F10191,241,246,488,0,480
F10800#F11069,223,238,462,0,480
F10800#F1035,254,249,503,0,480
F10800#F10326,271,321,593,0,480
F10800#F10061,259,249,509,0,480
F10800#F10151,240,226,466,0,480
F10800#F10303,227,231,458,0,480
F10800#F10235,232,233,466,0,480
F10800#F10270,250,229,480,0,480
F10800#F10022,233,251,485,0,480
F10800#F10319,236,240,477,0,480
F10800#F10369,249,242,492,0,480
F10800#F10066,235,246,482,0,480
F10800#F10161,242,244,486,0,480
F10800#F10198,241,244,486,0,480
F10800#F10268,256,245,502,0,480
F10800#F1028,240,265,505,0,480
F10800#F10228,245,248,494,0,480
F10800#F11913,262,241,504,0,480
F10800#F10088,240,282,523,0,480
F10800#F10366,245,251,497,0,480
F10800#F10989,268,244,512,0,480
F10800#F10069,244,244,488,0,480
F10800#F10316,245,252,498,0,480
F10800#F10080,263,255,518,0,480
F10800#F10086,250,253,504,0,480
F10800#F10697,245,252,498,0,480
F10800#F10707,264,246,511,0,480
F10800#F10277,255,249,504,0,480
F10800#F10079,251,259,511,0,480
F10800#F10098,267,248,516,0,480
F10800#F10045,261,256,517,0,480
F10800#F10183,255,243,499,0,480
F10800#F10290,270,251,521,0,480
F10800#F10353,259,253,512,0,480
F10800#F10608,256,247,503,0,480
F10800#F1024,262,246,509,0,480
F10800#F10175,255,259,515,0,480
F10800#F10039,255,250,506,0,480
F10800#F10281,262,266,529,0,480
F10800#F10808,257,253,511,0,480
F10800#F10042,257,257,515,0,480
F10800#F10488,276,294,571,0,480
F10800#F10239,265,302,567,0,480
F10800#F10552,265,291,557,0,480
