keyword      , clientTime, serverTime, totalTime, resultLength, payloadSize
F10800#F1308 ,        136,         80,       217,            0,         480
F10800#F10693,        107,         75,       183,            0,         480
F10800#F11138,        102,         69,       172,            0,         480
F10800#F10159,        101,         63,       165,            0,         480
F10800#F11380,         91,         57,       149,            0,         480
F10800#F1047 ,         76,         84,       161,            0,         480
F10800#F10072,         93,         63,       157,            0,         480
F10800#F10516,         80,         53,       134,            0,         480
F10800#F10454,         62,         59,       122,            0,         480
F10800#F14280,        116,         54,       171,            0,         480
F10800#F10544,         66,         88,       154,            0,         480
F10800#F10744,         64,         43,       108,            0,         480
F10800#F10374,         95,         38,       133,            0,         480
F10800#F1029 ,         64,         42,       107,            0,         480
F10800#F12029,        106,         40,       147,            0,         480
F10800#F10595,         53,         53,       107,            0,         480
F10800#F10700,         59,         36,        96,            0,         480
F10800#F10165,         51,         41,        92,            0,         480
F10800#F10922,         63,         42,       106,            0,         480
F10800#F10398,         55,         38,        94,            0,         480
F10800#F10802,         48,         38,        86,            0,         480
F10800#F10166,         53,         38,        91,            0,         480
F10800#F13268,         74,         85,       159,            0,         480
F10800#F10043,         51,         41,        93,            0,         480
F10800#F11321,         71,         92,       164,            0,         480
F10800#F10115,         53,         38,        92,            0,         480
F10800#F11053,         56,         43,        99,            0,         480
F10800#F11114,         51,         39,        90,            0,         480
F10800#F10237,         60,         89,       150,            0,         480
F10800#F10942,         52,         40,        93,            0,         480
F10800#F10450,         57,         42,       100,            0,         480
F10800#F11220,         54,         69,       124,            0,         480
F10800#F10055,         70,         51,       122,            0,         480
F10800#F10494,         54,         38,        93,            0,         480
F10800#F10158,         61,         40,       103,            0,         480
F10800#F10205,         59,         38,        98,            0,         480
F10800#F10813,         62,         42,       105,            0,         480
F10800#F10081,         59,         98,       158,            0,         480
F10800#F10014,         66,         47,       113,            0,         480
F10800#F10136,         66,         44,       111,            0,         480
F10800#F11604,         60,         89,       150,            0,         480
F10800#F10195,         57,         51,       109,            0,         480
F10800#F10355,         59,         42,       102,            0,         480
F10800#F11076,         62,         95,       158,            0,         480
F10800#F10378,         56,         39,        96,            0,         480
F10800#F10547,         58,         41,       101,            0,         480
F10800#F10463,         81,         37,       119,            0,         480
F10800#F10020,         48,         36,        85,            0,         480
F10800#F10541,         47,         80,       127,            0,         480
F10800#F10032,         63,         95,       158,            0,         480
F10800#F10178,         57,         90,       148,            0,         480
F10800#F10121,         58,         46,       105,            0,         480
F10800#F10305,         46,         41,        88,            0,         480
F10800#F10033,         52,         46,        99,            0,         480
F10800#F10143,         57,         37,        95,            0,         480
F10800#F10141,         54,         89,       144,            0,         480
F10800#F10961,         53,         44,        98,            0,         480
F10800#F10873,         57,         38,        96,            0,         480
F10800#F10317,         62,         89,       152,            0,         480
F10800#F10170,         67,         36,       103,            0,         480
F10800#F10636,         49,         89,       139,            0,         480
F10800#F10037,         53,         36,        90,            0,         480
F10800#F1003 ,         53,         37,        91,            0,         480
F10800#F10691,         54,         92,       146,            0,         480
F10800#F10338,         58,         42,       101,            0,         480
F10800#F1005 ,         60,         39,       100,            0,         480
F10800#F10152,         50,         37,        89,            0,         480
F10800#F10313,         47,         36,        84,            0,         480
F10800#F10217,         48,         40,        89,            0,         480
F10800#F10437,         78,         84,       164,            0,         480
F10800#F10286,         49,         76,       126,            0,         480
F10800#F1095 ,         54,         41,        96,            0,         480
F10800#F10380,         48,         34,        83,            0,         480
F10800#F10377,         49,         85,       134,            0,         480
F10800#F10139,         50,         40,        91,            0,         480
F10800#F1153 ,         54,         40,        94,            0,         480
F10800#F10561,         67,         41,       108,            0,         480
F10800#F10334,         55,         41,        96,            0,         480
F10800#F10298,         54,         86,       141,            0,         480
F10800#F10344,        113,         41,       155,            0,         480
F10800#F10176,        108,         54,       163,            0,         480
F10800#F10096,         56,         38,        95,            0,         480
F10800#F11165,         95,         57,       153,            0,         480
