keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F10800#F1308,178,91,0,272,0,480,10,11
F10800#F10693,112,110,0,224,0,480,10,12
F10800#F11138,103,118,0,223,0,480,10,13
F10800#F10159,67,50,0,118,0,480,10,14
F10800#F11380,69,55,0,126,0,480,10,15
F10800#F1047,50,56,0,107,0,480,10,16
F10800#F10072,57,39,0,97,0,480,10,17
F10800#F10516,45,40,0,86,0,480,10,18
F10800#F10454,42,34,0,78,0,480,10,19
F10800#F14280,50,32,0,83,0,480,10,20
F10800#F10544,47,30,0,78,0,480,10,21
F10800#F10744,86,39,0,126,0,480,10,22
F10800#F10374,58,39,0,97,0,480,10,23
F10800#F1029,52,81,0,134,0,480,10,24
F10800#F12029,48,37,0,86,0,480,10,25
F10800#F10595,46,34,0,82,0,480,10,26
F10800#F10700,69,36,0,107,0,480,10,27
F10800#F10165,50,36,0,87,0,480,10,28
F10800#F10922,45,35,0,81,0,480,10,29
F10800#F10398,43,34,0,78,0,480,10,30
F10800#F10802,44,36,0,81,0,480,10,31
F10800#F10166,39,76,0,116,0,480,10,32
F10800#F13268,43,29,0,73,0,480,10,33
F10800#F10043,45,39,0,85,0,480,10,34
F10800#F11321,45,81,0,127,0,480,10,35
F10800#F10115,44,34,0,79,0,480,10,36
F10800#F11053,92,34,0,127,0,480,10,37
F10800#F11114,45,34,0,80,0,480,10,38
F10800#F10237,47,32,0,80,0,480,10,39
F10800#F10942,49,79,0,130,0,480,10,40
F10800#F10450,47,35,0,83,0,480,10,41
F10800#F11220,50,36,0,87,0,480,10,42
F10800#F10055,46,35,0,83,0,480,10,43
F10800#F10494,54,37,0,92,0,480,10,44
F10800#F10158,47,36,0,84,0,480,10,45
F10800#F10205,48,35,0,84,0,480,10,46
F10800#F10813,46,38,0,85,0,480,10,47
F10800#F10081,47,37,0,85,0,480,10,48
F10800#F10014,45,35,0,82,0,480,10,49
F10800#F10136,45,35,0,81,0,480,10,50
F10800#F11604,44,36,0,80,0,480,10,51
F10800#F10195,43,36,0,80,0,480,10,52
F10800#F10355,42,35,0,79,0,480,10,53
F10800#F11076,44,36,0,82,0,480,10,54
F10800#F10378,55,85,0,141,0,480,10,55
F10800#F10547,44,87,0,132,0,480,10,56
F10800#F10463,48,39,0,88,0,480,10,57
F10800#F10020,50,33,0,84,0,480,10,58
F10800#F10541,85,86,0,173,0,480,10,59
F10800#F10032,46,35,0,82,0,480,10,60
F10800#F10178,47,35,0,83,0,480,10,61
F10800#F10121,45,75,0,121,0,480,10,62
F10800#F10305,49,34,0,84,0,480,10,63
F10800#F10033,86,38,0,125,0,480,10,64
F10800#F10143,47,31,0,79,0,480,10,65
F10800#F10141,47,83,0,131,0,480,10,66
F10800#F10961,48,33,0,82,0,480,10,67
F10800#F10873,46,35,0,82,0,480,10,68
F10800#F10317,70,35,0,106,0,480,10,69
F10800#F10170,50,35,0,86,0,480,10,70
F10800#F10636,52,93,0,146,0,480,10,71
F10800#F10037,48,35,0,84,0,480,10,72
F10800#F1003,89,60,0,151,0,480,10,73
F10800#F10691,57,40,0,99,0,480,10,74
F10800#F10338,51,37,0,89,0,480,10,75
F10800#F1005,44,30,0,75,0,480,10,76
F10800#F10152,43,34,0,79,0,480,10,77
F10800#F10313,48,35,0,84,0,480,10,78
F10800#F10217,83,83,0,167,0,480,10,79
F10800#F10437,50,36,0,87,0,480,10,80
F10800#F10286,47,34,0,82,0,480,10,81
F10800#F1095,48,33,0,82,0,480,10,82
F10800#F10380,47,41,0,88,0,480,10,83
F10800#F10377,47,32,0,80,0,480,10,84
F10800#F10139,45,85,0,130,0,480,10,85
F10800#F1153,41,85,0,126,0,480,10,86
F10800#F10561,41,77,0,119,0,480,10,87
F10800#F10334,48,34,0,83,0,480,10,88
F10800#F10298,47,34,0,82,0,480,10,89
F10800#F10344,42,85,0,128,0,480,10,90
F10800#F10176,43,33,0,77,0,480,10,91
F10800#F10096,44,35,0,80,0,480,10,92
F10800#F11165,43,34,0,78,0,480,10,93
F10800#F11330,48,78,0,127,0,480,10,94
F10800#F10737,117,45,0,164,0,480,10,95
F10800#F10820,56,85,0,143,0,480,10,96
F10800#F10029,78,42,0,122,0,480,10,97
F10800#F10099,61,42,0,104,0,480,10,98
F10800#F11019,62,52,0,115,0,480,10,99
F10800#F10351,67,48,0,116,0,480,10,100
F10800#F10140,93,86,0,180,0,480,10,101
F10800#F10470,78,56,0,136,0,480,10,102
F10800#F10191,73,112,0,187,0,480,10,103
F10800#F11069,69,48,0,118,0,480,10,104
F10800#F1035,54,89,0,144,0,480,10,105
F10800#F10326,51,41,0,92,0,480,10,106
F10800#F10061,51,36,0,88,0,480,10,107
F10800#F10151,50,38,0,89,0,480,10,108
F10800#F10303,92,39,0,132,0,480,10,109
F10800#F10235,65,81,0,146,0,480,10,110
F10800#F10270,51,84,0,136,0,480,10,111
