keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,211,98,0,313,0,360,10,37
F19998#F16235,110,120,0,232,0,360,10,38
F19998#F16214,115,89,0,212,0,360,10,39
F19998#F16208,124,52,0,177,0,360,10,40
F19998#F16184,128,61,0,191,0,360,10,41
F19998#F16130,64,55,0,120,0,360,10,42
F19998#F16090,55,45,0,101,0,360,10,43
F19998#F16023,52,48,0,101,0,360,10,44
F19998#F15924,52,44,0,97,0,360,10,45
F19998#F15885,50,39,0,90,0,360,10,46
F19998#F15849,61,41,0,103,0,360,10,47
F19998#F15747,59,50,0,111,0,360,10,48
F19998#F15700,50,43,0,94,0,360,10,49
F19998#F15569,55,40,0,97,0,360,10,50
F19998#F15547,58,37,0,96,0,360,10,51
F19998#F15477,54,38,0,93,0,360,10,52
F19998#F15415,60,83,0,144,0,360,10,53
F19998#F15343,95,40,0,136,0,360,10,54
F19998#F15199,51,93,0,145,0,360,10,55
F19998#F15114,49,41,0,91,0,360,10,56
F19998#F15029,45,39,0,85,0,360,10,57
F19998#F15003,47,41,0,89,0,360,10,58
F19998#F14877,52,39,0,92,0,360,10,59
F19998#F14805,54,46,0,102,0,360,10,60
F19998#F14736,60,89,0,150,0,360,10,61
F19998#F14645,96,38,0,134,0,360,10,62
F19998#F14621,57,37,0,96,0,360,10,63
F19998#F14498,55,46,0,102,0,360,10,64
F19998#F14396,50,43,0,94,0,360,10,65
F19998#F14377,57,58,0,116,0,360,10,66
F19998#F14270,53,40,0,94,0,360,10,67
F19998#F14173,55,41,0,96,0,360,10,68
F19998#F14061,49,42,0,92,0,360,10,69
F19998#F13990,63,39,0,103,0,360,10,70
F19998#F13973,52,93,0,146,0,360,10,71
F19998#F13834,53,40,0,94,0,360,10,72
F19998#F13757,50,42,0,93,0,360,10,73
F19998#F13740,55,48,0,103,0,360,10,74
F19998#F13640,54,41,0,96,0,360,10,75
F19998#F13574,100,41,0,142,0,360,10,76
F19998#F13494,49,41,0,91,0,360,10,77
F19998#F13434,48,42,0,91,0,360,10,78
F19998#F13361,49,42,0,91,0,360,10,79
