keyword,clientTime,serverTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,266,87,356,0,360,10,37
F19998#F16235,98,52,151,0,360,10,38
F19998#F16214,88,106,195,0,360,10,39
F19998#F16208,91,73,166,0,360,10,40
F19998#F16184,85,56,143,0,360,10,41
F19998#F16130,82,55,138,0,360,10,42
F19998#F16090,72,90,164,0,360,10,43
F19998#F16023,56,45,102,0,360,10,44
F19998#F15924,54,37,93,0,360,10,45
F19998#F15885,91,34,126,0,360,10,46
F19998#F15849,58,45,104,0,360,10,47
F19998#F15747,55,54,110,0,360,10,48
F19998#F15700,58,64,123,0,360,10,49
F19998#F15569,95,46,143,0,360,10,50
F19998#F15547,73,75,149,0,360,10,51
F19998#F15477,110,93,205,0,360,10,52
F19998#F15415,80,146,227,0,360,10,53
F19998#F15343,63,90,155,0,360,10,54
F19998#F15199,50,43,93,0,360,10,55
F19998#F15114,50,39,89,0,360,10,56
F19998#F15029,46,41,89,0,360,10,57
F19998#F15003,100,33,135,0,360,10,58
F19998#F14877,45,82,128,0,360,10,59
F19998#F14805,55,39,95,0,360,10,60
F19998#F14736,52,35,88,0,360,10,61
F19998#F14645,51,77,129,0,360,10,62
F19998#F14621,45,84,130,0,360,10,63
F19998#F14498,97,42,141,0,360,10,64
F19998#F14396,48,32,82,0,360,10,65
F19998#F14377,92,34,128,0,360,10,66
F19998#F14270,96,86,182,0,360,10,67
F19998#F14173,53,43,97,0,360,10,68
F19998#F14061,52,38,92,0,360,10,69
F19998#F13990,47,33,82,0,360,10,70
F19998#F13973,50,31,82,0,360,10,71
F19998#F13834,50,32,83,0,360,10,72
F19998#F13757,45,35,82,0,360,10,73
F19998#F13740,47,43,90,0,360,10,74
F19998#F13640,44,38,83,0,360,10,75
F19998#F13574,52,35,88,0,360,10,76
F19998#F13494,51,96,148,0,360,10,77
F19998#F13434,57,38,97,0,360,10,78
F19998#F13361,52,38,91,0,360,10,79
F19998#F13313,54,74,129,0,360,10,80
F19998#F13182,89,40,130,0,360,10,81
F19998#F13093,52,85,138,0,360,10,82
F19998#F13082,56,39,96,0,360,10,83
F19998#F13005,57,38,96,0,360,10,84
F19998#F12930,54,37,92,0,360,10,85
F19998#F12893,55,77,133,0,360,10,86
F19998#F12810,56,42,99,0,360,10,87
F19998#F12745,52,37,90,0,360,10,88
F19998#F12626,50,38,89,0,360,10,89
F19998#F12547,49,41,92,0,360,10,90
F19998#F12523,54,41,97,0,360,10,91
F19998#F12401,58,38,97,0,360,10,92
F19998#F12337,53,37,91,0,360,10,93
F19998#F12284,53,37,91,0,360,10,94
F19998#F12231,50,33,84,0,360,10,95
F19998#F12103,51,92,144,0,360,10,96
F19998#F12020,43,38,82,0,360,10,97
F19998#F11994,44,85,130,0,360,10,98
F19998#F11907,50,38,90,0,360,10,99
F19998#F11843,54,44,99,0,360,10,100
F19998#F11784,51,87,140,0,360,10,101
F19998#F11768,44,41,87,0,360,10,102
F19998#F11701,54,38,93,0,360,10,103
F19998#F11646,49,86,135,0,360,10,104
F19998#F11583,49,38,89,0,360,10,105
F19998#F11512,49,34,85,0,360,10,106
F19998#F11426,57,41,99,0,360,10,107
F19998#F11379,53,43,96,0,360,10,108
F19998#F11334,48,87,136,0,360,10,109
F19998#F11220,48,43,92,0,360,10,110
F19998#F11134,50,43,95,0,360,10,111
F19998#F11048,54,42,97,0,360,10,112
F19998#F11011,47,34,82,0,360,10,113
F19998#F10940,49,41,92,0,360,10,114
F19998#F10916,50,45,96,0,360,10,115
F19998#F10815,49,34,84,0,360,10,116
F19998#F10780,49,39,89,0,360,10,117
F19998#F10738,49,40,90,0,360,10,118
F19998#F10630,53,34,89,0,360,10,119
F19998#F10622,89,40,130,0,360,10,120
F19998#F10552,53,37,92,0,360,10,121
F19998#F10454,100,40,141,0,360,10,122
F19998#F10413,52,33,86,0,360,10,123
F19998#F10362,48,80,130,0,360,10,124
F19998#F10306,58,37,95,0,360,10,125
F19998#F10226,46,41,88,0,360,10,126
F19998#F10177,49,36,87,0,360,10,127
F19998#F10108,54,38,93,0,360,10,128
F19998#F10044,47,40,88,0,360,10,129
F19998#F10035,49,81,130,0,360,10,130
F19998#F9978,93,38,133,0,360,10,131
F19998#F9916,55,38,93,0,360,10,132
F19998#F9872,53,38,92,0,360,10,133
F19998#F9779,55,78,134,0,360,10,134
