keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,205,165,99,371,0,360,10,37
F19998#F16235,157,146,59,305,0,360,10,38
F19998#F16214,134,115,73,250,0,360,10,39
F19998#F16208,89,96,47,187,0,360,10,40
F19998#F16184,80,93,52,173,0,360,10,41
F19998#F16130,84,104,63,189,0,360,10,42
F19998#F16090,83,99,59,183,0,360,10,43
F19998#F16023,87,100,59,187,0,360,10,44
F19998#F15924,83,103,62,187,0,360,10,45
F19998#F15885,92,104,61,197,0,360,10,46
F19998#F15849,86,111,70,198,0,360,10,47
F19998#F15747,80,101,66,182,0,360,10,48
F19998#F15700,83,102,64,185,0,360,10,49
F19998#F15569,88,105,66,194,0,360,10,50
F19998#F15547,100,104,65,205,0,360,10,51
F19998#F15477,87,113,77,201,0,360,10,52
F19998#F15415,107,112,70,220,0,360,10,53
F19998#F15343,83,110,73,195,0,360,10,54
F19998#F15199,86,101,63,188,0,360,10,55
F19998#F15114,92,104,64,198,0,360,10,56
F19998#F15029,88,123,76,212,0,360,10,57
F19998#F15003,91,122,78,214,0,360,10,58
F19998#F14877,92,114,77,207,0,360,10,59
F19998#F14805,94,120,71,215,0,360,10,60
F19998#F14736,99,115,74,215,0,360,10,61
F19998#F14645,100,121,78,222,0,360,10,62
F19998#F14621,99,150,77,250,0,360,10,63
F19998#F14498,144,188,126,333,0,360,10,64
F19998#F14396,193,166,112,360,0,360,10,65
F19998#F14377,139,123,80,264,0,360,10,66
F19998#F14270,116,112,74,229,0,360,10,67
F19998#F14173,98,130,89,228,0,360,10,68
F19998#F14061,104,129,83,234,0,360,10,69
F19998#F13990,100,120,76,221,0,360,10,70
F19998#F13973,106,124,81,231,0,360,10,71
F19998#F13834,112,135,91,248,0,360,10,72
F19998#F13757,99,114,78,215,0,360,10,73
F19998#F13740,104,123,85,228,0,360,10,74
F19998#F13640,100,120,83,221,0,360,10,75
F19998#F13574,108,157,116,266,0,360,10,76
F19998#F13494,103,126,87,230,0,360,10,77
F19998#F13434,95,133,90,229,0,360,10,78
F19998#F13361,101,126,88,229,0,360,10,79
F19998#F13313,108,121,82,230,0,360,10,80
F19998#F13182,104,124,83,230,0,360,10,81
F19998#F13093,104,135,95,241,0,360,10,82
F19998#F13082,98,120,83,219,0,360,10,83
F19998#F13005,112,122,83,235,0,360,10,84
F19998#F12930,107,133,85,242,0,360,10,85
F19998#F12893,113,158,114,272,0,360,10,86
F19998#F12810,128,149,88,278,0,360,10,87
F19998#F12745,138,181,120,320,0,360,10,88
F19998#F12626,141,145,102,287,0,360,10,89
F19998#F12547,114,126,90,242,0,360,10,90
F19998#F12523,113,144,103,257,0,360,10,91
F19998#F12401,119,142,101,262,0,360,10,92
F19998#F12337,126,133,88,259,0,360,10,93
F19998#F12284,112,128,89,240,0,360,10,94
F19998#F12231,120,141,101,262,0,360,10,95
F19998#F12103,122,148,107,270,0,360,10,96
F19998#F12020,120,151,110,271,0,360,10,97
F19998#F11994,123,129,94,253,0,360,10,98
F19998#F11907,120,132,94,253,0,360,10,99
F19998#F11843,118,136,101,255,0,360,10,100
F19998#F11784,121,140,101,261,0,360,10,101
F19998#F11768,118,126,89,245,0,360,10,102
F19998#F11701,130,160,122,291,0,360,10,103
F19998#F11646,123,135,100,260,0,360,10,104
F19998#F11583,131,150,113,282,0,360,10,105
F19998#F11512,129,151,111,281,0,360,10,106
F19998#F11426,119,147,111,266,0,360,10,107
F19998#F11379,116,157,118,274,0,360,10,108
F19998#F11334,135,154,113,290,0,360,10,109
F19998#F11220,127,136,95,265,0,360,10,110
F19998#F11134,124,155,116,280,0,360,10,111
F19998#F11048,118,143,102,261,0,360,10,112
F19998#F11011,133,150,107,284,0,360,10,113
F19998#F10940,135,129,90,266,0,360,10,114
F19998#F10916,129,154,105,284,0,360,10,115
F19998#F10815,140,150,110,292,0,360,10,116
F19998#F10780,129,153,116,283,0,360,10,117
F19998#F10738,130,147,106,278,0,360,10,118
F19998#F10630,133,156,112,290,0,360,10,119
F19998#F10622,143,148,106,292,0,360,10,120
F19998#F10552,131,146,105,278,0,360,10,121
F19998#F10454,151,208,161,359,0,360,10,122
F19998#F10413,146,202,161,349,0,360,10,123
F19998#F10362,132,164,123,297,0,360,10,124
F19998#F10306,132,146,105,279,0,360,10,125
F19998#F10226,139,237,178,378,0,360,10,126
F19998#F10177,227,162,122,391,0,360,10,127
F19998#F10108,131,157,115,289,0,360,10,128
F19998#F10044,144,182,141,327,0,360,10,129
F19998#F10035,137,171,125,309,0,360,10,130
F19998#F9978,135,144,106,280,0,360,10,131
F19998#F9916,154,167,124,321,0,360,10,132
F19998#F9872,145,168,120,315,0,360,10,133
F19998#F9779,158,156,110,315,0,360,10,134
F19998#F9774,155,169,125,325,0,360,10,135
F19998#F9692,143,159,117,303,0,360,10,136
F19998#F9644,165,201,160,367,0,360,10,137
F19998#F9570,151,188,128,340,0,360,10,138
F19998#F9522,230,144,96,375,0,360,10,139
F19998#F9501,151,144,102,296,0,360,10,140
F19998#F9411,142,172,130,315,0,360,10,141
F19998#F9379,164,156,106,321,0,360,10,142
F19998#F9330,150,157,110,308,0,360,10,143
F19998#F9283,167,173,126,341,0,360,10,144
F19998#F9252,166,146,109,313,0,360,10,145
F19998#F9204,160,148,100,310,0,360,10,146
F19998#F9126,149,178,124,329,0,360,10,147
F19998#F9093,232,159,118,392,0,360,10,148
F19998#F9029,158,148,108,308,0,360,10,149
F19998#F8952,151,165,127,317,0,360,10,150
F19998#F8913,165,154,115,319,0,360,10,151
F19998#F8877,168,149,109,318,0,360,10,152
F19998#F8831,145,146,107,292,0,360,10,153
F19998#F8798,164,158,117,323,0,360,10,154
F19998#F8754,213,222,177,436,0,360,10,155
F19998#F8716,189,205,164,396,0,360,10,156
F19998#F8648,232,307,264,541,0,360,10,157
F19998#F8637,177,162,120,340,0,360,10,158
F19998#F8593,163,204,139,368,0,360,10,159
F19998#F8536,499,230,168,730,0,360,10,160
F19998#F8501,192,154,113,347,0,360,10,161
F19998#F8435,162,169,120,332,0,360,10,162
F19998#F8407,164,165,121,330,0,360,10,163
F19998#F8312,172,175,132,349,0,360,10,164
F19998#F8251,174,164,117,340,0,360,10,165
F19998#F8226,160,165,128,326,0,360,10,166
F19998#F8185,150,148,112,299,0,360,10,167
F19998#F8157,158,149,109,308,0,360,10,168
F19998#F8081,172,168,127,341,0,360,10,169
F19998#F8066,185,167,127,354,0,360,10,170
F19998#F8026,158,178,127,338,0,360,10,171
F19998#F7966,164,204,166,369,0,360,10,172
F19998#F7911,181,172,134,354,0,360,10,173
F19998#F7888,180,139,98,320,0,360,10,174
F19998#F7847,184,179,136,365,0,360,10,175
F19998#F7811,169,150,115,321,0,360,10,176
F19998#F7747,191,170,131,363,0,360,10,177
F19998#F7737,171,175,134,347,0,360,10,178
F19998#F7681,170,170,129,341,0,360,10,179
F19998#F7667,160,147,110,309,0,360,10,180
F19998#F7595,192,158,117,350,0,360,10,181
