keyword,clientTime,serverTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F0,222,149,374,0,480,10,26946
F16238#F0,309,210,521,0,1776,37,26946
F16235#F0,217,119,338,0,1824,38,26946
F16214#F0,220,151,373,0,1872,39,26946
F16208#F0,220,154,376,0,1920,40,26946
F16184#F0,170,111,282,0,1968,41,26946
F16130#F0,167,160,328,0,2016,42,26946
F16090#F0,184,100,286,0,2064,43,26946
F16023#F0,143,101,246,0,2112,44,26946
F15924#F0,139,100,241,0,2160,45,26946
F15885#F0,158,107,268,0,2208,46,26946
F15849#F0,151,92,244,0,2256,47,26946
F15747#F0,136,92,229,0,2304,48,26946
F15700#F0,149,95,246,0,2352,49,26946
F15569#F0,146,124,272,0,2400,50,26946
F15547#F0,148,99,249,0,2448,51,26946
F15477#F0,154,101,257,0,2496,52,26946
F15415#F0,158,103,263,0,2544,53,26946
F15343#F0,170,94,266,0,2592,54,26946
F15199#F0,187,101,290,0,2640,55,26946
F15114#F0,154,94,249,0,2688,56,26946
F15029#F0,156,100,258,0,2736,57,26946
F15003#F0,179,107,287,0,2784,58,26946
F14877#F0,156,99,256,0,2832,59,26946
F14805#F0,170,105,277,0,2880,60,26946
F14736#F0,200,110,311,0,2928,61,26946
F14645#F0,170,106,278,0,2976,62,26946
F14621#F0,190,113,304,0,3024,63,26946
F14498#F0,177,97,277,0,3072,64,26946
F14396#F0,177,107,285,0,3120,65,26946
F14377#F0,182,107,290,0,3168,66,26946
F14270#F0,175,107,284,0,3216,67,26946
F14173#F0,171,102,274,0,3264,68,26946
F14061#F0,183,123,308,0,3312,69,26946
F13990#F0,191,158,351,0,3360,70,26946
F13973#F0,200,114,315,0,3408,71,26946
F13834#F0,222,170,394,0,3456,72,26946
F13757#F0,196,114,311,0,3504,73,26946
F13740#F0,202,118,322,0,3552,74,26946
F13640#F0,220,122,343,0,3600,75,26946
F13574#F0,226,116,344,0,3648,76,26946
F13494#F0,200,122,323,0,3696,77,26946
F13434#F0,227,172,401,0,3744,78,26946
F13361#F0,203,161,365,0,3792,79,26946
F13313#F0,210,124,335,0,3840,80,26946
F13182#F0,209,112,322,0,3888,81,26946
F13093#F0,212,113,327,0,3936,82,26946
F13082#F0,208,122,332,0,3984,83,26946
F13005#F0,222,115,339,0,4032,84,26946
F12930#F0,208,115,325,0,4080,85,26946
F12893#F0,218,172,392,0,4128,86,26946
F12810#F0,220,166,388,0,4176,87,26946
F12745#F0,227,121,349,0,4224,88,26946
F12626#F0,238,171,409,0,4272,89,26946
F12547#F0,232,126,360,0,4320,90,26946
