keyword,clientTime,serverTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F0,216,115,334,0,360,10,26946
F16238#F0,247,195,443,0,1332,37,26946
F16235#F0,281,155,438,0,1368,38,26946
F16214#F0,189,122,312,0,1404,39,26946
F16208#F0,151,137,289,0,1440,40,26946
F16184#F0,148,136,286,0,1476,41,26946
F16130#F0,153,91,245,0,1512,42,26946
F16090#F0,147,96,245,0,1548,43,26946
F16023#F0,204,111,316,0,1584,44,26946
F15924#F0,142,87,230,0,1620,45,26946
F15885#F0,137,81,219,0,1656,46,26946
F15849#F0,137,81,219,0,1692,47,26946
F15747#F0,152,88,241,0,1728,48,26946
F15700#F0,138,78,217,0,1764,49,26946
F15569#F0,144,87,232,0,1800,50,26946
F15547#F0,142,96,238,0,1836,51,26946
F15477#F0,159,93,254,0,1872,52,26946
F15415#F0,161,89,251,0,1908,53,26946
F15343#F0,162,90,253,0,1944,54,26946
F15199#F0,156,141,299,0,1980,55,26946
F15114#F0,179,94,275,0,2016,56,26946
F15029#F0,172,98,271,0,2052,57,26946
F15003#F0,171,95,268,0,2088,58,26946
F14877#F0,173,92,266,0,2124,59,26946
F14805#F0,197,94,293,0,2160,60,26946
F14736#F0,174,93,268,0,2196,61,26946
F14645#F0,173,99,273,0,2232,62,26946
F14621#F0,173,151,326,0,2268,63,26946
F14498#F0,171,93,266,0,2304,64,26946
F14396#F0,177,93,272,0,2340,65,26946
F14377#F0,167,145,314,0,2376,66,26946
F14270#F0,186,107,294,0,2412,67,26946
F14173#F0,199,104,304,0,2448,68,26946
F14061#F0,210,109,321,0,2484,69,26946
F13990#F0,198,107,306,0,2520,70,26946
F13973#F0,205,163,368,0,2556,71,26946
F13834#F0,217,115,333,0,2592,72,26946
F13757#F0,201,151,353,0,2628,73,26946
F13740#F0,212,108,321,0,2664,74,26946
F13640#F0,199,150,350,0,2700,75,26946
F13574#F0,204,105,311,0,2736,76,26946
F13494#F0,213,153,368,0,2772,77,26946
F13434#F0,210,108,319,0,2808,78,26946
F13361#F0,217,106,324,0,2844,79,26946
F13313#F0,212,99,312,0,2880,80,26946
F13182#F0,213,154,368,0,2916,81,26946
F13093#F0,234,125,360,0,2952,82,26946
F13082#F0,230,118,349,0,2988,83,26946
F13005#F0,222,115,339,0,3024,84,26946
F12930#F0,237,117,356,0,3060,85,26946
F12893#F0,270,169,441,0,3096,86,26946
F12810#F0,228,127,357,0,3132,87,26946
F12745#F0,283,135,419,0,3168,88,26946
F12626#F0,297,172,470,0,3204,89,26946
F12547#F0,244,172,417,0,3240,90,26946
F12523#F0,250,144,396,0,3276,91,26946
F12401#F0,276,191,469,0,3312,92,26946
F12337#F0,256,134,392,0,3348,93,26946
F12284#F0,291,142,434,0,3384,94,26946
F12231#F0,261,127,389,0,3420,95,26946
F12103#F0,249,172,423,0,3456,96,26946
F12020#F0,301,144,445,0,3492,97,26946
F11994#F0,327,127,456,0,3528,98,26946
F11907#F0,271,136,408,0,3564,99,26946
F11843#F0,267,172,441,0,3600,100,26946
F11784#F0,289,134,425,0,3636,101,26946
F11768#F0,278,143,422,0,3672,102,26946
F11701#F0,282,130,413,0,3708,103,26946
F11646#F0,267,126,394,0,3744,104,26946
F11583#F0,283,181,465,0,3780,105,26946
F11512#F0,300,143,444,0,3816,106,26946
F11426#F0,262,128,390,0,3852,107,26946
F11379#F0,262,141,404,0,3888,108,26946
F11334#F0,278,150,429,0,3924,109,26946
F11220#F0,303,140,444,0,3960,110,26946
F11134#F0,301,196,499,0,3996,111,26946
F11048#F0,468,207,677,0,4032,112,26946
F11011#F0,309,188,499,0,4068,113,26946
F10940#F0,283,189,474,0,4104,114,26946
F10916#F0,290,154,445,0,4140,115,26946
F10815#F0,283,132,417,0,4176,116,26946
F10780#F0,281,127,409,0,4212,117,26946
F10738#F0,281,129,411,0,4248,118,26946
F10630#F0,316,199,516,0,4284,119,26946
F10622#F0,292,193,486,0,4320,120,26946
F10552#F0,310,155,467,0,4356,121,26946
F10454#F0,305,160,466,0,4392,122,26946
F10413#F0,299,160,459,0,4428,123,26946
F10362#F0,308,144,453,0,4464,124,26946
F10306#F0,293,140,433,0,4500,125,26946
F10226#F0,304,135,441,0,4536,126,26946
F10177#F0,317,211,530,0,4572,127,26946
F10108#F0,311,212,524,0,4608,128,26946
F10044#F0,332,165,498,0,4644,129,26946
F10035#F0,316,146,464,0,4680,130,26946
F9978#F0,315,140,456,0,4716,131,26946
F9916#F0,321,187,509,0,4752,132,26946
F9872#F0,307,144,453,0,4788,133,26946
F9779#F0,318,138,458,0,4824,134,26946
F9774#F0,322,142,465,0,4860,135,26946
F9692#F0,316,186,503,0,4896,136,26946
F9644#F0,328,145,474,0,4932,137,26946
F9570#F0,329,151,482,0,4968,138,26946
F9522#F0,336,148,485,0,5004,139,26946
F9501#F0,341,176,518,0,5040,140,26946
F9411#F0,355,165,521,0,5076,141,26946
F9379#F0,349,172,522,0,5112,142,26946
F9330#F0,340,177,518,0,5148,143,26946
F9283#F0,367,212,580,0,5184,144,26946
F9252#F0,356,154,511,0,5220,145,26946
F9204#F0,372,157,530,0,5256,146,26946
F9126#F0,348,159,508,0,5292,147,26946
F9093#F0,370,171,542,0,5328,148,26946
F9029#F0,352,160,513,0,5364,149,26946
F8952#F0,356,199,556,0,5400,150,26946
F8913#F0,340,158,500,0,5436,151,26946
F8877#F0,357,180,538,0,5472,152,26946
F8831#F0,385,166,552,0,5508,153,26946
F8798#F0,370,202,572,0,5544,154,26946
F8754#F0,369,155,525,0,5580,155,26946
F8716#F0,375,159,535,0,5616,156,26946
F8648#F0,380,169,550,0,5652,157,26946
F8637#F0,404,184,589,0,5688,158,26946
F8593#F0,406,169,576,0,5724,159,26946
F8536#F0,400,179,580,0,5760,160,26946
F8501#F0,387,161,549,0,5796,161,26946
F8435#F0,386,226,614,0,5832,162,26946
F8407#F0,369,159,529,0,5868,163,26946
F8312#F0,370,164,535,0,5904,164,26946
F8251#F0,370,156,527,0,5940,165,26946
F8226#F0,421,188,611,0,5976,166,26946
F8185#F0,396,178,575,0,6012,167,26946
F8157#F0,389,241,631,0,6048,168,26946
F8081#F0,432,236,669,0,6084,169,26946
F8066#F0,430,223,654,0,6120,170,26946
F8026#F0,485,187,674,0,6156,171,26946
F7966#F0,404,219,624,0,6192,172,26946
F7911#F0,398,190,590,0,6228,173,26946
F7888#F0,450,245,697,0,6264,174,26946
F7847#F0,446,249,696,0,6300,175,26946
F7811#F0,443,184,628,0,6336,176,26946
F7747#F0,463,211,675,0,6372,177,26946
F7737#F0,475,192,668,0,6408,178,26946
F7681#F0,442,198,641,0,6444,179,26946
F7667#F0,493,192,687,0,6480,180,26946
F7595#F0,439,188,628,0,6516,181,26946
F7556#F0,426,209,636,0,6552,182,26946
F7515#F0,449,187,638,0,6588,183,26946
F7474#F0,439,182,622,0,6624,184,26946
F7446#F0,415,194,610,0,6660,185,26946
F7393#F0,448,267,716,0,6696,186,26946
F7352#F0,487,218,706,0,6732,187,26946
F7344#F0,493,191,687,0,6768,188,26946
F7302#F0,437,194,632,0,6804,189,26946
F7261#F0,442,200,643,0,6840,190,26946
F7230#F0,427,235,663,0,6876,191,26946
F7189#F0,412,190,603,0,6912,192,26946
F7172#F0,442,182,625,0,6948,193,26946
F7136#F0,433,182,616,0,6984,194,26946
F7074#F0,432,195,629,0,7020,195,26946
F7021#F0,428,185,614,0,7056,196,26946
F7007#F0,429,187,618,0,7092,197,26946
F6947#F0,440,231,672,0,7128,198,26946
F6930#F0,454,251,705,0,7164,199,26946
F6882#F0,493,216,710,0,7200,200,26946
F6853#F0,474,218,693,0,7236,201,26946
F6826#F0,542,231,775,0,7272,202,26946
F6766#F0,528,208,737,0,7308,203,26946
F6717#F0,488,265,755,0,7344,204,26946
F6701#F0,488,270,760,0,7380,205,26946
F6657#F0,488,276,766,0,7416,206,26946
F6623#F0,486,265,752,0,7452,207,26946
F6588#F0,526,292,820,0,7488,208,26946
F6550#F0,484,216,702,0,7524,209,26946
F6510#F0,499,242,742,0,7560,210,26946
F6480#F0,526,217,744,0,7596,211,26946
F6449#F0,509,209,719,0,7632,212,26946
F6415#F0,535,266,802,0,7668,213,26946
F6398#F0,502,259,762,0,7704,214,26946
F6355#F0,493,221,715,0,7740,215,26946
F6330#F0,478,219,698,0,7776,216,26946
F6276#F0,558,299,858,0,7812,217,26946
F6256#F0,526,226,753,0,7848,218,26946
F6231#F0,514,297,812,0,7884,219,26946
F6210#F0,520,280,801,0,7920,220,26946
F6176#F0,517,217,735,0,7956,221,26946
F6158#F0,524,230,755,0,7992,222,26946
F6106#F0,566,230,798,0,8028,223,26946
F6070#F0,545,254,800,0,8064,224,26946
F6064#F0,541,224,765,0,8100,225,26946
F6019#F0,544,228,773,0,8136,226,26946
F5972#F0,539,237,777,0,8172,227,26946
F5940#F0,527,213,742,0,8208,228,26946
F5923#F0,550,206,757,0,8244,229,26946
F5908#F0,527,206,735,0,8280,230,26946
F5876#F0,529,222,752,0,8316,231,26946
F5857#F0,551,255,807,0,8352,232,26946
F5835#F0,559,214,774,0,8388,233,26946
F5783#F0,514,260,775,0,8424,234,26946
F5774#F0,502,270,772,0,8460,235,26946
F5736#F0,511,233,745,0,8496,236,26946
F5706#F0,541,234,776,0,8532,237,26946
F5679#F0,529,245,775,0,8568,238,26946
F5642#F0,528,263,792,0,8604,239,26946
F5615#F0,518,269,788,0,8640,240,26946
F5600#F0,499,225,726,0,8676,241,26946
F5583#F0,502,210,714,0,8712,242,26946
F5565#F0,518,224,743,0,8748,243,26946
F5538#F0,519,270,790,0,8784,244,26946
F5503#F0,538,231,771,0,8820,245,26946
F5485#F0,549,219,769,0,8856,246,26946
F5473#F0,524,218,744,0,8892,247,26946
F5444#F0,532,280,814,0,8928,248,26946
F5401#F0,542,222,765,0,8964,249,26946
F5391#F0,556,245,802,0,9000,250,26946
F5362#F0,572,244,816,0,9036,251,26946
F5349#F0,627,238,866,0,9072,252,26946
