keyword ,clientTime ,serverTime ,totalTime ,resultLength ,payloadSize
F0#F7   ,        84 ,        20 ,      112 ,           0 ,        920
F0#F1   ,        37 ,         8 ,       49 ,           0 ,        920
F0#F2   ,        39 ,         9 ,       52 ,           0 ,        920
F0#F3   ,        38 ,         8 ,       48 ,           0 ,        920
F0#F4   ,        31 ,         9 ,       44 ,           0 ,        920
F0#F5   ,        34 ,         9 ,       47 ,           1 ,        928
F0#F6   ,        33 ,         9 ,       45 ,           4 ,        952
F1#F6   ,       345 ,       100 ,      448 ,          52 ,       9591
F2#F6   ,      1811 ,       797 ,     2613 ,         520 ,      95863
F3#F6   ,     17969 ,      7440 ,    25452 ,        4947 ,     956835
F4#F6   ,    184135 ,     72953 ,   257858 ,       49557 ,    9569011
F5#F6   ,   1824127 ,    724374 ,  2555064 ,      500181 ,   95723604
F13#F6  ,  24345220 ,   9284725 , 33691785 ,     4999732 ,  957218663
