keyword ,clientTime ,serverTime ,totalTime ,resultLength ,payloadSize
F0#F7   ,       206 ,       138 ,      345 ,           0 ,        480
F0#F1   ,       154 ,       126 ,      280 ,           0 ,        480
F0#F2   ,       152 ,       128 ,      281 ,           0 ,        480
F0#F3   ,       156 ,       125 ,      282 ,           0 ,        480
F0#F4   ,       149 ,       125 ,      275 ,           0 ,        480
F0#F5   ,       152 ,       126 ,      279 ,           0 ,        480
F0#F6   ,       151 ,       127 ,      279 ,           0 ,        480
F1#F6   ,      1550 ,      1326 ,     2877 ,           0 ,       4800
F2#F6   ,     15270 ,     14251 ,    29525 ,           0 ,      48000
F3#F6   ,    163322 ,    139176 ,   302511 ,           0 ,     480000
F4#F6   ,   1537164 ,   1346647 ,  2884014 ,           0 ,    4800000
F5#F6   ,  15768238 ,  13730067 , 29500161 ,           0 ,   48000000
F13#F6  , 163039398 , 139201754 ,302258968 ,           0 ,  480000000
