keyword,clientSearchTime,serverTime,resultLength
F17710#F43591,1.949742ms,1.586105ms,4
F5667#F8584,9.667609ms,2.970511ms,1
F13753#F13753,745.105µs,431.732µs,0
F49156#F49156,2.038824ms,1.297055ms,0
F15806#F62912,883.095µs,559.994µs,1
F5027#F23958,3.493208ms,2.089475ms,1
F51128#F62992,735.053µs,522.669µs,0
F56007#F59464,685.713µs,522.655µs,1
F15117#F54862,1.09782ms,643.545µs,3
F16541#F2155,3.779483ms,2.125286ms,1
F4509#F28166,1.217796ms,867.934µs,2
F46759#F57463,980.345µs,722.683µs,0
F6233#F6233,936.293µs,803.057µs,0
F41622#F38108,1.531635ms,971.531µs,0
F7765#F52002,731.084µs,445.268µs,0
F37433#F37433,738.813µs,664.179µs,0
F1854#F30323,1.924432ms,1.243472ms,0
F36558#F56846,766.114µs,540.179µs,0
F28795#F28626,2.613416ms,1.927091ms,0
F6482#F6482,2.898101ms,2.400286ms,0
F58448#F58448,741.683µs,430.431µs,0
F34429#F39514,954.979µs,540.507µs,0
F5108#F5433,2.279652ms,1.550548ms,2
F18525#F18525,1.923424ms,1.458366ms,0
F59778#F59778,760.038µs,433.999µs,0
F28032#F28032,2.712788ms,1.881936ms,0
F6112#F39858,1.003552ms,905.557µs,2
F61100#F61100,789.193µs,693.109µs,0
F4712#F4712,1.382589ms,1.104649ms,0
F19925#F19925,3.043709ms,2.084718ms,0
F40896#F40896,748.573µs,431.02µs,0
F17208#F54854,719.351µs,491.44µs,1
F1996#F1996,1.847567ms,1.066832ms,0
F1713#F42216,4.89995ms,1.621812ms,1
F11226#F61920,731.987µs,488.913µs,0
F20665#F20665,659.89µs,518.038µs,0
F55697#F55697,1.175625ms,657.886µs,0
F17523#F17523,980.317µs,606.585µs,0
F38475#F1379,1.965263ms,1.462003ms,0
F18208#F34087,1.6428ms,1.250243ms,2
F25194#F51546,1.083604ms,912.924µs,1
F2293#F2293,798.688µs,668.504µs,0
F11015#F51767,1.994162ms,1.2804ms,1
F3731#F19951,2.929208ms,2.168184ms,0
F56143#F27783,747.809µs,504.746µs,0
F14580#F29702,1.443237ms,1.108795ms,1
F11516#F58161,935.953µs,498.843µs,1
F2231#F17531,3.37847ms,2.511998ms,0
F3610#F3610,3.499665ms,2.367388ms,0
F10561#F56026,1.073456ms,873.839µs,1
F1066#F1066,948.838µs,733.001µs,0
F4750#F4750,2.396218ms,1.549997ms,0
F35502#F35502,791.533µs,682.17µs,0
F29988#F38107,1.03539ms,934.644µs,1
F15829#F30448,2.181314ms,1.541093ms,0
F40419#F31413,870.403µs,675.188µs,0
F45292#F45292,1.552461ms,1.041966ms,0
F21186#F21186,1.342861ms,906.018µs,0
F59073#F59073,745.164µs,487.747µs,0
F9581#F49680,1.098019ms,837.057µs,0
F27740#F27740,2.729764ms,1.521252ms,0
F12586#F12586,764.061µs,441.927µs,0
F42504#F59877,712.069µs,491.795µs,0
F22086#F22086,1.308486ms,943.29µs,0
F56207#F56207,714.438µs,648.714µs,0
F8917#F35112,1.729366ms,1.326932ms,0
F36938#F50202,1.676907ms,1.344356ms,0
F628#F628,5.102487ms,1.651068ms,0
F5684#F5684,918.942µs,712.318µs,0
F10813#F10813,1.640235ms,1.079872ms,0
F9277#F9277,3.24033ms,2.096777ms,0
F7483#F63275,729.972µs,499.901µs,1
F25342#F33757,681.306µs,440.479µs,1
F24897#F24897,1.77638ms,1.215269ms,0
F38491#F38491,727.091µs,437.947µs,0
F3564#F3564,1.237374ms,980.736µs,0
F8493#F8493,2.920408ms,1.662235ms,0
F7785#F7785,739.784µs,480.753µs,0
F43096#F42533,1.333383ms,1.040248ms,0
F16313#F33416,1.987958ms,1.339098ms,1
F15535#F39772,2.022117ms,1.364681ms,2
F28514#F28514,2.390743ms,1.422412ms,0
F30520#F49209,1.836018ms,1.587542ms,1
F41921#F50685,1.265207ms,985.359µs,0
F56987#F35795,934.629µs,685.637µs,0
F21493#F21493,2.15708ms,1.548388ms,0
F5022#F5022,848.827µs,529.974µs,0
F37800#F36095,1.012552ms,700.369µs,0
F1575#F60484,928.173µs,766.5µs,0
F40727#F40727,1.615066ms,1.437727ms,0
F33583#F33583,949.486µs,698.311µs,0
F25081#F25081,954.706µs,693.623µs,0
F37340#F37340,738.455µs,514.309µs,0
F20537#F20537,2.120588ms,1.655438ms,0
F1725#F1725,1.672944ms,1.325109ms,0
F2789#F2789,1.476758ms,1.063906ms,0
F55428#F47775,1.069137ms,887.617µs,1
F15009#F58246,813.911µs,532.305µs,0
F49713#F49713,744.381µs,486.496µs,0
F23997#F23997,660.377µs,514.252µs,0
F6290#F4284,10.709655ms,3.217353ms,0
F12349#F12349,3.052227ms,1.873079ms,0
F23706#F24001,2.109216ms,1.435211ms,0
F54638#F54638,743.774µs,436.322µs,0
F3570#F3570,2.755763ms,1.628117ms,0
F51230#F51230,975.425µs,676.328µs,0
F13606#F13606,1.242207ms,856.886µs,0
F16265#F16265,1.537769ms,1.02663ms,0
F16350#F34993,1.99558ms,1.509069ms,0
F42009#F42009,1.529688ms,1.309217ms,0
F15261#F15261,1.383214ms,1.018074ms,0
F9518#F9518,693.867µs,585.753µs,0
F43047#F51478,1.857938ms,1.424547ms,0
F25241#F25241,1.97184ms,1.242553ms,0
F51349#F51349,729.497µs,484.907µs,0
F2342#F30325,2.631666ms,1.845445ms,0
F37547#F58211,741.859µs,431.771µs,1
F12973#F41535,2.629361ms,1.478856ms,0
F12294#F12294,932.343µs,576.754µs,0
F39908#F55195,888.476µs,743.497µs,0
F46527#F51611,1.712297ms,1.201252ms,0
F521#F7841,4.310159ms,2.500262ms,0
F54581#F54581,768.874µs,514.869µs,0
F12415#F12415,3.493668ms,2.198063ms,0
F133#F17332,5.348254ms,2.114872ms,0
F47620#F55623,1.161406ms,731.68µs,0
F46007#F46007,760.008µs,488.142µs,0
F5019#F5019,658.101µs,502.966µs,0
F43125#F32454,922.395µs,663.17µs,0
F62174#F62226,780.036µs,526.23µs,0
F23420#F34429,958.505µs,708.536µs,0
F13119#F13119,747.263µs,554.1µs,0
F47355#F61341,1.31041ms,851.835µs,1
F3712#F62891,785.003µs,515.551µs,1
F2442#F2442,5.028853ms,2.908279ms,0
F27189#F27189,1.723724ms,993.286µs,0
F146#F17973,3.09436ms,2.108961ms,2
F2128#F2128,1.113412ms,992.922µs,0
F56669#F37712,869.938µs,755.694µs,0
F23900#F34643,1.705118ms,1.201063ms,0
F98#F19307,3.91184ms,2.397738ms,0
F2624#F51035,1.077209ms,801.812µs,2
F55109#F55109,778.743µs,499.616µs,0
F2218#F45270,2.201627ms,1.418143ms,0
F1285#F1285,3.459944ms,2.440871ms,0
F18600#F31076,2.38779ms,1.678537ms,0
F7994#F44857,1.200661ms,837.847µs,0
F39570#F39570,2.139483ms,1.53499ms,0
F3507#F3507,3.396617ms,1.313578ms,0
F22544#F22544,1.632782ms,1.127416ms,0
F18809#F35498,1.244597ms,861.207µs,1
F1014#F1014,724.816µs,513.964µs,0
F40739#F40739,1.214545ms,858.46µs,0
F19731#F19731,2.099862ms,1.460886ms,0
F21769#F21769,1.979225ms,1.665203ms,0
F50328#F50328,958.166µs,714.332µs,0
F43580#F43580,768.941µs,448.617µs,0
F12384#F12384,1.313524ms,978.006µs,0
F48029#F58146,1.103755ms,841.603µs,0
F49504#F27261,1.864202ms,1.585302ms,0
F16572#F16572,913.284µs,533.487µs,0
F36379#F55365,708.081µs,652.372µs,0
F42250#F42250,2.196771ms,1.596635ms,0
F30038#F30038,1.167427ms,1.076758ms,0
F1900#F1900,1.442894ms,882.61µs,0
F249#F28467,1.910174ms,1.428541ms,0
F15184#F15184,3.785754ms,2.60653ms,0
F20843#F61781,739.336µs,429.9µs,1
F37988#F49013,1.920771ms,1.295387ms,1
F3938#F20434,3.323648ms,2.098387ms,0
F5147#F23793,1.637917ms,972.297µs,0
F47052#F51640,884.443µs,627.516µs,0
F3507#F3507,2.753356ms,1.85797ms,0
F26695#F24915,1.746592ms,898.788µs,0
F35590#F35590,1.403078ms,731.468µs,0
F18861#F29624,929.932µs,566.1µs,0
F56308#F10031,874.571µs,517.152µs,0
F20091#F45475,1.890671ms,1.219364ms,0
F24409#F60713,659.483µs,531.75µs,1
F23281#F63494,650.3µs,138.109µs,0
F19934#F19934,3.293171ms,2.098818ms,0
F40628#F40628,1.182021ms,868.302µs,0
F42656#F42656,728.402µs,494.665µs,0
F5554#F25209,1.978041ms,1.270617ms,2
F13075#F13075,2.840473ms,1.825461ms,0
F25830#F50939,2.548858ms,1.251855ms,1
F4412#F30724,1.035857ms,853.951µs,2
F24368#F24368,1.396825ms,1.027873ms,0
F18964#F537,2.545269ms,1.831225ms,0
F18036#F33135,1.074413ms,807.684µs,2
F21663#F48872,2.02463ms,1.292935ms,1
F2114#F2114,3.373702ms,2.415793ms,0
F1330#F6303,4.337212ms,2.860938ms,0
F27582#F55494,1.839947ms,1.294826ms,2
F43171#F43171,958.368µs,667.779µs,0
F9105#F9105,3.058612ms,1.992574ms,0
F44779#F46158,1.760381ms,1.209287ms,0
F3963#F50332,1.225483ms,1.173504ms,3
F44743#F44743,908.909µs,669.58µs,0
F8094#F20433,1.764518ms,1.062768ms,0
F11132#F37879,1.395747ms,1.009218ms,0
F28589#F28589,910.616µs,901.909µs,0
F1616#F1616,2.258547ms,1.000918ms,0
F2255#F45512,953.855µs,1.024584ms,2
F27338#F44488,772.219µs,494.173µs,1
F47194#F47194,912.781µs,559.57µs,0
F8165#F8165,921.068µs,901.365µs,0
F7467#F7467,2.555788ms,1.731575ms,0
F3482#F63165,965.167µs,535.887µs,0
F998#F998,2.728998ms,1.301068ms,0
F4021#F4021,1.554743ms,1.276614ms,0
F39031#F39031,1.511628ms,1.211862ms,0
F37692#F37692,732.827µs,501.436µs,0
F5347#F5347,661.93µs,503.072µs,0
F14155#F10883,3.565106ms,2.43645ms,0
F13586#F32405,1.103168ms,905.989µs,0
F4424#F4424,2.865748ms,1.843379ms,0
F37876#F37876,986.923µs,663.57µs,0
F12029#F12029,1.145941ms,801.912µs,0
F17222#F26535,3.042126ms,1.986966ms,0
F59306#F59306,748.78µs,491.582µs,0
F3522#F3522,2.521995ms,1.000652ms,0
F47806#F45869,728.933µs,526.008µs,0
F42276#F56849,973.65µs,745.836µs,0
F26539#F26539,2.734764ms,1.724282ms,0
F42390#F42390,1.08788ms,927.357µs,0
F54474#F31801,886.373µs,700.491µs,0
F20109#F32322,2.566077ms,1.636212ms,1
F26349#F4905,3.387522ms,2.184289ms,1
F36603#F54837,1.007818ms,826.698µs,0
F52065#F54070,881.159µs,608.622µs,0
F6395#F26625,2.27629ms,1.553245ms,0
F23276#F23276,846.865µs,429.971µs,0
F7129#F52683,926.531µs,696.083µs,0
F29878#F29878,698.734µs,474.452µs,0
F28002#F28002,709.462µs,486.845µs,0
F14415#F14415,1.553839ms,1.009431ms,0
F239#F239,4.397858ms,2.923596ms,0
F41885#F41885,1.602719ms,1.237223ms,0
F14484#F6761,4.092207ms,2.363091ms,2
F10082#F46439,1.711277ms,1.41231ms,0
F20197#F20197,5.870977ms,2.148208ms,0
F35675#F35675,1.180312ms,822.064µs,0
F44321#F59780,993.518µs,846.546µs,0
F24799#F24799,736.952µs,490.041µs,0
F28623#F44625,1.808261ms,1.429641ms,0
F40466#F44358,738.083µs,432.345µs,0
F2872#F2872,2.83891ms,1.534093ms,0
F45237#F45237,957.219µs,711.504µs,0
F15224#F57074,697.897µs,477.762µs,0
F11379#F45589,1.862016ms,1.265428ms,0
F3069#F3069,1.113123ms,782.466µs,0
F6893#F44459,1.635833ms,1.320948ms,1
F60999#F63466,730.19µs,438.724µs,0
F15307#F38637,1.868673ms,1.500772ms,0
F47640#F47640,729.002µs,505.614µs,0
F21590#F21590,1.826078ms,1.294673ms,0
F58888#F58888,691.929µs,563.267µs,0
F47565#F47565,1.57023ms,1.163173ms,0
F7131#F37215,1.70419ms,1.497861ms,2
F37655#F38979,1.330085ms,1.132408ms,0
F30649#F30649,734.486µs,428.989µs,0
F14319#F51890,1.932959ms,1.083745ms,0
F17133#F17133,2.418657ms,1.558382ms,0
F46611#F46611,1.081077ms,776.814µs,0
F42685#F43339,1.259244ms,739.472µs,0
F22965#F32757,1.397036ms,870.663µs,1
F44324#F47512,1.269051ms,1.050856ms,0
F13294#F13294,2.672008ms,2.250802ms,0
F52527#F52527,733.621µs,428.005µs,0
F15650#F49279,1.031608ms,669.146µs,0
F24198#F58989,724.442µs,493.258µs,1
F51566#F43394,1.912171ms,1.400402ms,0
F11901#F11901,2.857425ms,2.112232ms,0
F57462#F30394,705.485µs,488.24µs,0
F14600#F14600,2.489695ms,1.89747ms,0
F29474#F29474,1.291405ms,951.525µs,0
F8536#F11857,3.003968ms,2.127321ms,2
F4355#F4355,1.924809ms,1.467013ms,0
F38624#F38624,1.063251ms,799.535µs,0
F2812#F59229,951.464µs,813.547µs,0
F27422#F32680,1.573533ms,1.065454ms,0
F20916#F39765,6.525321ms,1.948005ms,1
F7780#F7780,737.195µs,440.5µs,0
F37123#F63516,671.096µs,489.925µs,1
F225#F225,656.504µs,441.642µs,0
F9875#F9875,729.644µs,445.895µs,0
F3820#F3820,1.776288ms,1.394578ms,0
F6238#F6238,1.301687ms,1.102482ms,0
F23160#F23160,939.857µs,688.93µs,0
F19390#F57210,999.395µs,704.936µs,0
F40124#F55483,1.111107ms,657.239µs,0
F6659#F6659,1.487194ms,1.118971ms,0
F22451#F22451,1.701016ms,1.295731ms,0
F4204#F4204,2.000056ms,1.366333ms,0
F22303#F10099,3.204029ms,2.315429ms,0
F39245#F39245,782.481µs,435.661µs,0
F7602#F7602,3.42526ms,2.432817ms,0
F18989#F18989,931.43µs,614.932µs,0
F38495#F38495,1.225861ms,867.508µs,0
F37604#F37604,1.9927ms,1.419004ms,0
F16132#F16132,1.341334ms,993.385µs,0
F23537#F23537,2.070434ms,1.497875ms,0
F18873#F46773,1.749391ms,1.234577ms,0
F58946#F59121,800.602µs,606.08µs,0
F8691#F8691,965.708µs,489.235µs,0
F13309#F13309,1.273898ms,1.042802ms,0
F34603#F34603,791.444µs,701.889µs,0
F45582#F58790,660.409µs,494.243µs,0
F51046#F51046,1.538278ms,816.118µs,0
F36896#F36896,1.775021ms,1.285536ms,0
F27753#F50867,1.896113ms,1.266907ms,0
F13317#F13317,1.346454ms,955.896µs,0
F8143#F8143,2.377413ms,1.879139ms,0
F47115#F57461,1.061644ms,672.506µs,1
F5619#F5619,1.511807ms,1.15438ms,0
F11917#F11917,1.817455ms,1.267937ms,0
F2926#F8557,5.811694ms,6.368562ms,0
F15640#F55505,1.861088ms,971.269µs,0
F38397#F38397,767.887µs,487.322µs,0
F3722#F3722,2.746513ms,1.924567ms,0
F11810#F63544,780.263µs,499.029µs,1
F22004#F22004,676.767µs,494.986µs,0
F33703#F60913,668.398µs,436.931µs,0
F1233#F1233,3.427982ms,2.3188ms,0
F17132#F17132,2.759916ms,2.139486ms,0
F4965#F4965,3.330535ms,2.436165ms,0
F16444#F17032,2.766011ms,1.896527ms,0
F5639#F25054,3.644121ms,2.066228ms,0
F26977#F36596,2.133196ms,1.721038ms,1
F32925#F30793,1.139868ms,786.772µs,0
F48362#F60274,699.027µs,499.197µs,1
F23597#F48698,1.345346ms,926.64µs,1
F2059#F40170,1.444079ms,1.197547ms,0
F17383#F31161,866.888µs,635.165µs,0
F16173#F16173,1.841114ms,1.266524ms,0
F32382#F32382,737.36µs,424.537µs,0
F33429#F33429,710.446µs,436.688µs,0
F10090#F10090,2.329956ms,1.473622ms,0
F47349#F47349,733.21µs,430.376µs,0
F2686#F44214,2.157828ms,1.639976ms,0
F22313#F39044,1.103372ms,864.446µs,2
F47384#F60228,804.775µs,472.6µs,1
F19323#F29394,728.231µs,460.467µs,1
F33095#F52548,1.529356ms,1.139066ms,0
F15351#F15351,1.432357ms,1.000276ms,0
F16728#F16728,903.527µs,602.771µs,0
F20759#F39954,1.566796ms,905.382µs,2
F40553#F40553,1.64931ms,1.219541ms,0
F12419#F12419,1.462781ms,1.062125ms,0
F57235#F57235,748.4µs,452.527µs,0
F10656#F10656,1.39956ms,763.157µs,0
F71#F43960,1.817546ms,1.157222ms,2
F15662#F15662,733.87µs,485.732µs,0
F22362#F27945,2.996284ms,1.615732ms,0
F32749#F55686,1.117389ms,930.422µs,1
F12653#F12653,1.66673ms,1.239876ms,0
F25674#F25674,663.902µs,467.159µs,0
F18097#F18097,3.175484ms,2.084162ms,0
F3886#F3886,2.701518ms,1.933341ms,0
F17857#F17857,3.799331ms,2.129531ms,0
F9762#F59066,780.909µs,500.537µs,1
F10371#F18178,2.647307ms,1.798992ms,0
F18443#F18443,2.8949ms,1.812228ms,0
F31975#F31975,1.556966ms,1.243433ms,0
F23254#F6521,3.436295ms,2.309997ms,0
F44093#F51322,1.623077ms,1.038347ms,1
F1276#F25005,3.141758ms,1.949682ms,0
F62791#F62791,747.084µs,425.307µs,0
F4617#F4617,1.29659ms,879.864µs,0
F6954#F6954,1.224299ms,837.826µs,0
F28751#F28751,1.26859ms,1.028565ms,0
F17288#F17288,1.790748ms,1.302924ms,0
F10644#F10644,2.062309ms,1.364808ms,0
F8173#F8173,9.449937ms,2.830663ms,0
F20895#F30519,1.538145ms,1.229977ms,0
F54687#F54687,856.195µs,881.168µs,0
F48139#F60004,736.725µs,481.931µs,1
F26034#F35662,740.837µs,494.796µs,1
F19701#F19701,1.684102ms,1.114231ms,0
F38#F54212,1.433549ms,1.255983ms,1
F7976#F7976,2.793106ms,1.983693ms,0
F26135#F49900,1.352328ms,1.065618ms,0
F8493#F56793,1.032231ms,911.914µs,0
F30377#F42788,1.490566ms,1.121393ms,1
F31352#F31352,738.554µs,467.527µs,0
F15577#F19036,3.724169ms,2.597786ms,2
F39518#F59024,739.731µs,484.608µs,0
F54649#F60725,664.392µs,483.903µs,0
F41281#F41281,700.704µs,495.968µs,0
F52049#F52049,1.421436ms,892.324µs,0
F11533#F21851,2.075229ms,1.221806ms,0
F56763#F61026,742.827µs,501.321µs,1
F44350#F44350,663.775µs,449.855µs,0
F17677#F44026,939.91µs,677.857µs,0
F27550#F63084,724.423µs,520.611µs,1
F23066#F32478,1.994312ms,1.142121ms,3
F4112#F4112,966.163µs,689.403µs,0
F39310#F48418,1.328749ms,979.942µs,3
F334#F37471,1.245448ms,1.039769ms,3
F13922#F30926,1.935238ms,1.413415ms,1
F19841#F19841,736.627µs,493.949µs,0
F40815#F40815,1.509596ms,1.082756ms,0
F47878#F47878,741.393µs,486.389µs,0
F53678#F53678,1.128112ms,890.696µs,0
F7793#F7793,2.501121ms,1.761995ms,0
F12884#F12884,1.382173ms,1.117483ms,0
F11757#F31852,1.722074ms,1.207128ms,0
F62917#F62917,736.748µs,474.234µs,0
F38985#F53873,702.241µs,495.359µs,0
F841#F841,3.085444ms,2.181729ms,0
F48973#F48973,906.407µs,674.14µs,0
F39804#F41337,2.020326ms,1.24658ms,1
F22083#F22083,1.321681ms,940.781µs,0
F52985#F52985,1.042732ms,791.825µs,0
F15592#F15592,2.71333ms,2.17993ms,0
F2235#F55590,1.22011ms,930.832µs,1
F10599#F10599,5.523623ms,2.161647ms,0
F21072#F21072,1.654353ms,1.176823ms,0
F29865#F29865,1.373424ms,996.791µs,0
F42890#F42890,1.438247ms,1.181164ms,0
F29376#F29376,955.288µs,694.379µs,0
F836#F51486,961.164µs,790.391µs,0
F20138#F16910,3.210258ms,2.203408ms,2
F49916#F49916,756.68µs,528.971µs,0
F48545#F25962,662.304µs,494.435µs,0
F52160#F52160,1.085738ms,885.368µs,0
F17959#F36831,2.49487ms,1.779094ms,2
F46676#F46676,2.329594ms,1.849229ms,0
F23066#F55973,1.011571ms,885.71µs,0
F28289#F23174,1.639684ms,1.088381ms,1
F29467#F29467,1.638086ms,1.13663ms,0
F27684#F28655,3.347752ms,2.342118ms,0
F8203#F8203,738.36µs,433.167µs,0
F12742#F12742,1.87975ms,1.346535ms,0
F34247#F62696,1.066849ms,607.501µs,0
F25032#F45614,1.951685ms,1.277695ms,0
F5614#F5614,2.650165ms,2.190118ms,0
F29561#F29561,922.153µs,684.471µs,0
F2765#F36741,1.595632ms,1.215295ms,1
F45154#F33788,903.005µs,586.273µs,0
F9241#F56262,969.996µs,918.689µs,0
F29002#F29002,1.762012ms,1.362012ms,0
F5552#F43478,1.897107ms,1.487152ms,0
F13166#F36588,1.698964ms,1.336946ms,0
F20990#F1776,3.104632ms,2.169013ms,3
F63499#F63499,728.033µs,487.45µs,0
F17079#F17079,1.584225ms,1.004719ms,0
F47566#F47566,703.451µs,666.462µs,0
F34146#F34146,1.596703ms,1.166042ms,0
F24753#F58900,747.953µs,485.261µs,0
F28752#F28752,1.686567ms,1.077254ms,0
F40006#F40006,5.379661ms,1.672531ms,0
F28226#F28226,960.606µs,661.947µs,0
F21125#F21125,1.831036ms,1.460071ms,0
F25518#F25518,1.419489ms,1.177441ms,0
F19010#F45062,1.091374ms,796.152µs,0
F14267#F48590,1.559268ms,1.023712ms,0
F23274#F23274,2.091851ms,1.765722ms,0
F19462#F15850,3.327874ms,1.945512ms,1
F23043#F51241,760.753µs,494.095µs,0
F17459#F20985,2.341205ms,2.246026ms,1
F19583#F38290,2.041092ms,1.116417ms,2
F22084#F22084,1.162937ms,703.627µs,0
F3456#F52991,1.204332ms,1.078227ms,1
F15368#F15368,1.597626ms,1.117846ms,0
F28846#F60402,738.289µs,501.047µs,1
F43064#F58120,955.79µs,597.173µs,0
F17488#F17488,1.130995ms,604.09µs,0
F7172#F7172,2.278443ms,1.728089ms,0
F26847#F53133,1.019988ms,799.24µs,0
F57977#F57977,798.789µs,890.295µs,0
F18750#F51746,1.013512ms,704.955µs,0
F320#F320,656.713µs,439.135µs,0
F9931#F25654,705.482µs,488.992µs,1
F5994#F46967,1.955068ms,1.485306ms,0
F4673#F51948,1.096763ms,899.562µs,1
F32129#F32129,996.216µs,899.803µs,0
F22600#F22600,1.23639ms,806.037µs,0
F31768#F31768,1.082606ms,871.293µs,0
F12448#F12448,2.621127ms,1.637543ms,0
F10688#F56305,1.186575ms,861.608µs,2
F33729#F33729,1.479401ms,1.027313ms,0
F13427#F13427,807.058µs,441.498µs,0
F48580#F48580,662.608µs,488.534µs,0
F10902#F43683,1.115146ms,885.509µs,0
F58959#F58959,811.455µs,528.997µs,0
F6021#F8794,3.348644ms,2.105716ms,1
F13175#F13175,1.015561ms,876.315µs,0
F30653#F30653,762.582µs,497.717µs,0
F11338#F11338,660.095µs,479.699µs,0
F11922#F34616,1.690445ms,856.527µs,1
F13874#F13874,3.866147ms,2.751807ms,0
F46715#F46715,999.758µs,827.871µs,0
F36012#F36012,1.158169ms,763.467µs,0
F2712#F2712,998.603µs,756.798µs,0
F48777#F47379,1.53007ms,1.190421ms,1
F26921#F55385,1.009594ms,667.426µs,0
F2931#F29682,2.618141ms,1.560339ms,0
F1229#F23914,1.888648ms,1.511951ms,3
F16212#F16212,1.95398ms,1.417019ms,0
F11979#F60370,737.16µs,436.347µs,1
F45827#F45827,1.525093ms,952.718µs,0
F2662#F2662,3.387027ms,1.99525ms,0
F1367#F16364,2.388502ms,1.630377ms,1
F60872#F60872,969.739µs,689.385µs,0
F10277#F61226,904.029µs,520.445µs,0
F52295#F52295,1.269945ms,1.016968ms,0
F19287#F19287,2.0867ms,1.349293ms,0
F60852#F60852,744.967µs,478.197µs,0
F14937#F46562,1.320519ms,759.223µs,0
F31880#F31880,1.016827ms,649.139µs,0
F24365#F24365,2.847429ms,2.164336ms,0
F12488#F12488,1.563003ms,1.387754ms,0
F32600#F32600,1.430968ms,1.018902ms,0
F5770#F5770,1.64647ms,1.170276ms,0
F42361#F48251,1.424375ms,1.211384ms,1
F40480#F40480,765.048µs,432.962µs,0
F16201#F39415,1.521387ms,1.097125ms,1
F23156#F46905,2.111405ms,1.571794ms,1
F12305#F48077,1.210307ms,772.927µs,1
F40652#F52346,1.206714ms,959.969µs,1
F19556#F52706,1.715319ms,974.297µs,1
F21754#F21754,1.257422ms,1.151906ms,0
F16470#F47909,964.671µs,910.668µs,0
F7286#F7286,975.631µs,904.988µs,0
F10593#F1421,4.421514ms,2.070722ms,1
F18190#F18190,1.472341ms,1.107958ms,0
F46170#F46170,1.773954ms,1.073083ms,0
F12401#F12401,1.665732ms,3.416905ms,0
F2389#F42293,3.047965ms,1.261919ms,2
F22577#F41102,1.559989ms,1.240955ms,1
F16428#F16428,1.351618ms,1.263803ms,0
F14944#F50950,1.111787ms,1.042467ms,0
F16125#F16125,744.413µs,516.003µs,0
F9698#F9698,4.301172ms,2.470445ms,0
F50694#F50694,905.925µs,610.288µs,0
F1791#F1791,3.468819ms,1.605075ms,0
F4645#F14767,2.411081ms,1.854339ms,1
F42966#F35909,1.198052ms,1.073382ms,0
F14523#F14523,3.035811ms,2.339497ms,0
F9359#F9359,1.336741ms,788.621µs,0
F53311#F54769,870.88µs,910.312µs,0
F22542#F22542,1.037097ms,685.236µs,0
F13518#F47189,2.069382ms,1.565197ms,0
F39716#F39716,971.936µs,805.138µs,0
F12927#F28832,3.158564ms,2.132411ms,0
F7401#F7401,1.727192ms,1.250922ms,0
F50603#F56832,746.427µs,504.416µs,0
F9421#F9421,674.764µs,492.567µs,0
F22320#F51521,1.266625ms,786.806µs,2
F51155#F37865,1.747407ms,1.140468ms,0
F15874#F15874,2.17658ms,1.676768ms,0
F53985#F51638,1.053868ms,694.208µs,0
F9580#F9580,2.371177ms,1.562417ms,0
F39199#F39199,847.761µs,603.694µs,0
F6373#F6373,1.75576ms,1.452362ms,0
F44945#F56804,1.754723ms,1.010795ms,0
F17785#F17785,747.157µs,508.384µs,0
F10521#F63045,686.829µs,492.178µs,1
F45119#F45119,667.112µs,437.349µs,0
F2431#F36169,669.84µs,505.307µs,1
F4840#F4840,1.533385ms,1.361799ms,0
F32961#F33605,908.326µs,736.66µs,0
F43224#F58403,888.32µs,616.449µs,0
F45780#F45780,755.175µs,506.822µs,0
F16729#F45742,1.402616ms,921.231µs,3
F41904#F41904,1.650524ms,1.164885ms,0
F28486#F28486,1.182266ms,869.326µs,0
F28336#F51500,1.429227ms,762.498µs,0
F7564#F57949,2.187813ms,771.206µs,0
F22877#F22877,724.922µs,613.746µs,0
F29949#F44550,1.305321ms,1.071004ms,1
F2221#F2221,738.019µs,487.485µs,0
F57438#F57438,667.887µs,478.697µs,0
F2624#F23490,5.125232ms,2.539511ms,2
F31414#F61667,729.019µs,505.669µs,0
F17435#F17435,1.010721ms,713.027µs,0
F45549#F45549,745.378µs,438.834µs,0
F3919#F55734,1.862271ms,1.096836ms,0
F9864#F9864,1.950754ms,1.33686ms,0
F40978#F40978,964.786µs,686.795µs,0
F1407#F62167,735.35µs,444.648µs,1
F13537#F37874,3.095649ms,2.24662ms,0
F755#F755,3.643739ms,2.240425ms,0
F34198#F34247,1.122164ms,745.295µs,1
F55968#F57909,1.024569ms,663.945µs,0
F47224#F50730,1.017721ms,820.345µs,0
F12420#F16766,2.588781ms,1.858657ms,0
F8389#F8389,2.396127ms,2.02226ms,0
F17070#F17070,725.213µs,441.287µs,0
F12493#F12493,1.104388ms,842.12µs,0
F4732#F4732,881.026µs,678.682µs,0
F25814#F44457,1.490143ms,1.054863ms,2
F4203#F15189,2.772377ms,1.680227ms,1
F16547#F16547,728.49µs,433.905µs,0
F10#F10,3.34385ms,2.498911ms,0
F1049#F1049,2.693597ms,1.803909ms,0
F900#F900,2.390838ms,1.722302ms,0
F59274#F59274,788.931µs,655.692µs,0
F40968#F40968,2.168785ms,1.28967ms,0
F15797#F29723,746.257µs,498.783µs,0
F25211#F57767,1.130896ms,624.745µs,0
F16578#F16578,2.410573ms,1.354341ms,0
F1382#F1382,1.926106ms,1.584102ms,0
