keyword,clientSearchTime,serverTime,resultLength
F7948#F24551,1.611792ms,2.707625ms,2
F37278#F63265,239.167µs,154.375µs,0
F46630#F19402,424.624µs,1.003375ms,0
F60778#F37053,260.375µs,210.416µs,1
F4859#F5455,899.5µs,812.25µs,2
F11950#F48635,448.792µs,504.167µs,1
F17557#F35400,450.666µs,180.791µs,0
F1287#F19050,1.266083ms,3.093875ms,2
F7696#F41610,1.385334ms,128.25µs,0
F16335#F2744,761.499µs,1.777083ms,2
F8106#F15384,1.545876ms,4.132584ms,4
F19821#F58465,132.958µs,144.042µs,0
F10407#F48016,331.708µs,795.708µs,0
F14712#F41813,822.542µs,285.666µs,0
F41270#F57368,256.499µs,392.875µs,0
F46301#F29640,263.208µs,269.917µs,0
F9547#F50137,362µs,592.125µs,1
F30097#F17556,125.916µs,246.625µs,0
F4784#F19703,4.357292ms,5.574792ms,1
F10919#F9077,2.543833ms,944.75µs,1
F58775#F29139,197.75µs,152.375µs,0
F26280#F13457,1.185667ms,1.246125ms,1
F59680#F45072,131.666µs,246.042µs,0
F3376#F28728,1.66275ms,884.75µs,1
F18419#F40682,545.875µs,488.5µs,0
F4450#F53724,124.083µs,124.958µs,0
F55921#F16612,203.459µs,416.916µs,1
F54888#F15169,335.251µs,262.25µs,0
F30877#F59645,124.292µs,133.5µs,0
F26207#F62660,126.5µs,128.792µs,0
F53294#F45563,261.666µs,228.5µs,0
F22473#F2256,901.584µs,770.166µs,0
F5292#F32116,133.374µs,235.667µs,0
F43606#F28999,767.917µs,426.25µs,1
F51577#F30826,128.25µs,227.416µs,0
F30835#F17146,277.251µs,295.042µs,0
F40081#F1589,517.249µs,809.583µs,2
F2723#F38030,974.708µs,794.708µs,1
F32941#F13810,319.583µs,180.666µs,0
F42158#F32772,132.875µs,123.625µs,0
F48472#F737,464.916µs,362.584µs,0
F43701#F62624,122.999µs,206.583µs,0
F27127#F16795,976.291µs,850.917µs,2
F14461#F37121,794.374µs,704.667µs,2
F51844#F20991,474.583µs,798.459µs,0
F58208#F11269,120.541µs,215.208µs,0
F27158#F35900,149.833µs,245.583µs,0
F6702#F40719,1.165542ms,695.375µs,1
F8576#F29016,748.624µs,554.583µs,5
F18181#F53998,229.459µs,358.833µs,0
F51685#F60433,647.667µs,275.5µs,0
F41386#F5654,676.167µs,956.125µs,1
F57845#F44970,187.917µs,132.209µs,0
F48153#F4495,375.5µs,523.75µs,2
F8783#F60477,145.708µs,151.583µs,0
F12803#F31530,1.888458ms,1.036042ms,1
F11466#F14017,481.083µs,341.5µs,0
F15444#F2216,1.6765ms,1.616959ms,5
F29316#F16772,125.209µs,318.042µs,0
F39635#F62485,147.75µs,252.833µs,0
F9223#F49033,1.374917ms,747.5µs,1
F1686#F61899,129.667µs,146.583µs,0
F59551#F50526,137.375µs,127.625µs,0
F49479#F23598,411.291µs,978µs,0
F33434#F3368,213.959µs,144.125µs,0
F21303#F44300,229.374µs,250.458µs,0
F51282#F14005,170.833µs,594.542µs,0
F8853#F60112,276.5µs,183.834µs,0
F38328#F24129,543.208µs,747.875µs,1
F31427#F30798,561.124µs,653µs,3
F34727#F14422,198.25µs,153.292µs,0
F52825#F7704,286.001µs,344.333µs,1
F333#F450,5.801042ms,3.705375ms,6
F33268#F31000,182.625µs,296.917µs,0
F52083#F32044,135.75µs,179.834µs,0
F30056#F18963,591.126µs,582.417µs,2
F59560#F13581,146.251µs,346.5µs,0
F23283#F7907,2.051751ms,813.084µs,1
F48211#F27143,168.624µs,231.834µs,2
F36578#F40079,250.084µs,251.417µs,1
F3966#F47815,161.167µs,321.334µs,0
F34847#F30032,374.208µs,415.375µs,0
F30589#F12721,248.5µs,258.791µs,1
F37668#F28604,309.042µs,228.125µs,0
F1456#F10582,550.5µs,338.542µs,4
F11889#F56019,175.75µs,182.041µs,1
F34042#F41183,188.374µs,301.25µs,0
F14238#F54529,232.041µs,273.125µs,0
F18505#F40211,345.376µs,298.833µs,0
F896#F41443,279.416µs,631.333µs,0
F61154#F22473,249.75µs,162.667µs,0
F42255#F26583,595.083µs,127.875µs,0
F24440#F18070,431.001µs,858.083µs,0
F45491#F47597,151.583µs,370.042µs,0
F61727#F19463,179.874µs,72.834µs,0
F2716#F40630,327.833µs,395.709µs,0
F6428#F45092,291.708µs,282.75µs,0
F35604#F37232,71.167µs,57.125µs,0
F48391#F9448,265.959µs,446.333µs,0
F44278#F51755,283.459µs,350µs,1
F14968#F8172,1.959751ms,636.917µs,1
F48416#F17827,186.749µs,244.375µs,0
F62365#F26533,107.292µs,180.625µs,1
F5960#F36393,480.249µs,1.138042ms,0
F26166#F6811,740.25µs,969.292µs,0
F62972#F31143,302.792µs,144.708µs,0
F60295#F59179,163.209µs,221.5µs,0
F63510#F25579,278.541µs,61.917µs,0
F29258#F12342,337.25µs,386.5µs,3
F23269#F15411,526.708µs,964.083µs,3
F3258#F41479,501.583µs,369.583µs,1
F16407#F4842,502.208µs,901.209µs,0
F44945#F38369,270.875µs,499.75µs,0
F2176#F60523,148.584µs,95.875µs,0
F12239#F40834,429.125µs,641.083µs,1
F40564#F21801,2.443251ms,898.667µs,2
F42670#F19712,844.417µs,365.25µs,1
F46579#F1658,246.584µs,823.375µs,0
F10457#F16336,1.501834ms,1.076417ms,5
F35298#F25575,131.833µs,209.375µs,0
F18316#F3005,2.871584ms,843.541µs,2
F4357#F22586,319.584µs,395.083µs,1
F475#F25417,855.999µs,1.262334ms,4
F5430#F8573,2.086667ms,1.482167ms,4
F55012#F57640,152.874µs,107.959µs,0
F25417#F53408,211.833µs,538.25µs,0
F13862#F25353,4.438875ms,740.125µs,4
F59825#F62385,109.708µs,224.542µs,1
F12816#F32904,201.916µs,194µs,0
F49498#F20688,785.166µs,314.584µs,0
F53071#F46029,201.709µs,283.833µs,0
F27376#F55535,271.918µs,174.292µs,0
F4245#F6902,1.928292ms,1.473792ms,6
F12751#F50340,339.333µs,422.917µs,0
F51934#F48110,384.75µs,264.125µs,1
F52522#F5823,384.958µs,342.833µs,0
F52297#F21093,97.959µs,145.75µs,0
F11693#F42785,264.709µs,325.625µs,0
F17070#F53264,130.125µs,134.583µs,0
F19898#F53902,466.667µs,246.083µs,0
F35891#F62133,168.416µs,123.875µs,0
F31249#F18437,146.249µs,155.958µs,0
F63429#F51367,130.459µs,234.667µs,0
F6746#F39505,1.571833ms,752.208µs,2
F6696#F56346,136.499µs,236.375µs,0
F26013#F42504,356µs,389.416µs,0
F23409#F44655,1.368166ms,1.398833ms,0
F25997#F32144,141.959µs,258.458µs,0
F40243#F20417,1.477333ms,524.417µs,3
F55543#F21214,101.207µs,127.333µs,0
F41939#F16108,405.125µs,652.375µs,0
F39471#F17491,127.625µs,214.917µs,0
F16095#F29439,896.042µs,548.917µs,0
F61891#F9738,122.208µs,116.125µs,0
F34087#F60292,277.75µs,329.833µs,2
F13702#F33652,118.958µs,273.167µs,0
F42350#F41836,283.917µs,115.541µs,0
F49019#F35865,114.583µs,116.458µs,0
F26286#F24914,123.042µs,247.75µs,0
F25841#F28266,726.918µs,399.875µs,1
F14971#F38271,442.208µs,572.541µs,3
F16849#F1107,1.243792ms,17.338791ms,5
F53226#F10996,293.375µs,329.083µs,1
F59611#F42984,135.292µs,142.125µs,0
F934#F52141,165.084µs,67.25µs,0
F38436#F34919,111.167µs,211.958µs,0
F22626#F56762,323.542µs,808.541µs,0
F37646#F57185,339.626µs,737.583µs,0
F31684#F47941,213.707µs,122.25µs,0
F41520#F35895,132.667µs,154.5µs,0
F6186#F35185,336.042µs,368.042µs,1
F61018#F1276,108.542µs,58.458µs,0
F14298#F45986,196.208µs,276.167µs,0
F58052#F1579,255.209µs,614.333µs,0
F40765#F19084,1.556792ms,503µs,0
F62581#F31554,133.25µs,206.834µs,0
F62571#F62913,115.708µs,50.333µs,0
F711#F42708,669.251µs,11.578ms,1
F27100#F55589,96.541µs,131.125µs,0
F60366#F51295,138.583µs,230.291µs,0
F22757#F2100,1.704208ms,4.266083ms,1
F30998#F48053,663.918µs,189.792µs,1
F15726#F9675,522.583µs,737.041µs,0
F54383#F54612,172.792µs,251.375µs,1
F61143#F46492,418.208µs,209.5µs,0
F12872#F7295,972.291µs,735.958µs,1
F51737#F41293,219.292µs,173.416µs,0
F10537#F57251,164.625µs,218.875µs,0
F28161#F31599,260µs,364.083µs,1
F51845#F37815,153.75µs,171µs,0
F5457#F37649,1.15325ms,4.18375ms,2
F17475#F4147,1.363041ms,1.953125ms,5
F55782#F47126,305.126µs,221.708µs,1
F11246#F25643,508.209µs,936.25µs,3
F60708#F5533,152.626µs,124.125µs,0
F47223#F24252,171.292µs,306.125µs,1
F7193#F62886,133.625µs,112.25µs,1
F28280#F10212,1.141083ms,682.792µs,2
F63020#F16876,111.917µs,113µs,1
F9471#F27801,137.333µs,131.167µs,0
F21617#F43450,553.084µs,1.811458ms,1
F9326#F17757,3.904834ms,1.194958ms,3
F60661#F3026,101.5µs,361.292µs,1
F27892#F5777,1.123875ms,788.5µs,2
F6385#F21954,558.125µs,362.041µs,1
F18160#F13802,643.583µs,520µs,2
F27350#F4204,184.833µs,166.917µs,0
F13303#F24313,329.208µs,476.542µs,3
F60863#F45421,134.25µs,113.792µs,0
F62500#F28045,132.583µs,225.542µs,0
F44119#F49658,264.709µs,257.5µs,1
F2805#F48616,115.416µs,139.834µs,1
F24628#F55094,513.791µs,337.75µs,1
F55659#F4612,268.584µs,322.625µs,0
F26362#F40509,239.25µs,177.333µs,1
F16180#F6797,511.667µs,3.09525ms,2
F15918#F45357,511.084µs,560.459µs,1
F27623#F34203,288.333µs,368.042µs,0
F50682#F30191,1.237249ms,310.417µs,0
F52401#F15236,134.751µs,143.791µs,0
F43749#F29981,428.75µs,331.708µs,1
F61512#F44747,199.207µs,348.417µs,0
F3091#F3721,3.452583ms,1.591083ms,3
F58278#F28598,145.292µs,51.583µs,0
F2565#F20254,668.292µs,830.875µs,1
F58721#F38587,183.875µs,316.5µs,0
F2997#F16861,985.833µs,1.113167ms,0
F30399#F39644,443.833µs,494.125µs,2
F28978#F57938,118.5µs,138.792µs,0
F18992#F36401,1.133709ms,1.013625ms,1
F28472#F23513,364.333µs,502.625µs,1
F29716#F14577,991.75µs,968.916µs,2
F9263#F20572,498.416µs,532.541µs,1
F20099#F42009,615.376µs,598.416µs,1
F25958#F30289,509.584µs,537.75µs,1
F44588#F61422,120.375µs,220.25µs,0
F11712#F10184,4.101833ms,2.072958ms,3
F19487#F11817,1.07075ms,676.459µs,4
F24642#F58410,80.416µs,470.25µs,0
F21730#F16801,636.417µs,283.916µs,0
F51389#F23235,136.25µs,95.458µs,0
F8396#F32076,57.167µs,50.625µs,0
F46444#F39738,135.417µs,306.25µs,0
F14810#F42915,493.458µs,148µs,1
F62880#F31708,141.625µs,132.583µs,0
F37282#F12012,539.916µs,426.708µs,0
F63375#F32354,71.916µs,119.792µs,0
F17508#F19939,993.376µs,533.416µs,2
F30969#F4861,253.292µs,616.041µs,0
F46729#F11637,298.334µs,268.458µs,0
F58716#F45690,112.459µs,114.459µs,0
F23509#F63312,126.041µs,120.583µs,0
F11250#F51766,120.667µs,116.166µs,0
F14497#F38232,716µs,1.772833ms,0
F39633#F20259,1.050458ms,344.292µs,3
F8305#F48584,225.459µs,252.375µs,0
F40768#F36192,172.083µs,149.416µs,0
F44537#F30742,667.125µs,961.375µs,0
F43077#F34549,581.208µs,413.708µs,1
F46222#F21757,479.25µs,475.084µs,0
F5337#F60156,112.293µs,128.792µs,0
F25307#F30937,476.084µs,689.333µs,2
F35650#F62029,121.125µs,135.667µs,0
F25252#F6323,823.792µs,1.140375ms,1
F5905#F26293,905.459µs,740.5µs,2
F38712#F6875,2.573208ms,1.40275ms,5
F4934#F18202,2.202292ms,3.319541ms,3
F57611#F20058,476µs,268.75µs,1
F17406#F20654,1.074667ms,4.124625ms,3
F3079#F20278,5.630458ms,2.789417ms,5
F60900#F30404,251.791µs,140.209µs,0
F5991#F9802,2.681376ms,984.833µs,2
F12183#F45840,497.042µs,291.166µs,0
F27946#F58983,100.084µs,143.625µs,1
F21833#F24317,137µs,204.625µs,0
F10331#F53175,359.125µs,123.625µs,0
F8039#F52148,320.542µs,622.834µs,0
F23448#F44816,1.158959ms,475.417µs,1
F25690#F46036,362.292µs,304.417µs,1
F18236#F39043,433.166µs,997.667µs,1
F14353#F43712,339.501µs,248.667µs,0
F9410#F29752,73.042µs,126.75µs,0
F20591#F62072,129.583µs,145.792µs,0
F26893#F34334,251.126µs,183.875µs,0
F13187#F24376,888.708µs,1.160958ms,2
F32120#F39799,246.083µs,397.667µs,1
F15726#F29406,947.667µs,1.122708ms,2
F59238#F18674,155.749µs,183.083µs,0
F53191#F29602,280µs,248.625µs,0
F9632#F16844,2.241583ms,1.201541ms,4
F14074#F12332,558.208µs,858.542µs,1
F62084#F18597,126.917µs,225.583µs,0
F24009#F3472,428.75µs,156.334µs,0
F34382#F6876,264µs,169.792µs,0
F33604#F40964,124.375µs,74.666µs,0
F15980#F39096,444.667µs,844.666µs,3
F50174#F29134,1.027083ms,324.209µs,0
F10#F29717,446.083µs,601.875µs,3
F51209#F52539,165.833µs,126.375µs,1
F52740#F23256,636.792µs,619.958µs,3
F61232#F53589,195.251µs,165.083µs,0
F28409#F45479,426.875µs,1.32675ms,1
F3474#F5264,2.543708ms,3.247916ms,5
F33996#F40177,576.917µs,223.459µs,0
F56626#F28361,208.875µs,169.209µs,0
F19168#F51252,326.583µs,354.792µs,2
F5402#F17001,1.827ms,1.866292ms,6
F27230#F48636,129.375µs,134.25µs,0
F60770#F37124,162.125µs,134.709µs,0
F31060#F30523,2.157ms,517.542µs,3
F17384#F11913,871.291µs,1.134083ms,3
F12166#F43046,621.083µs,607.625µs,1
F19806#F3285,1.632958ms,1.740375ms,1
F18492#F38048,193.375µs,241.125µs,1
F17517#F29195,429.792µs,455.583µs,1
F42668#F20940,477.875µs,640.5µs,0
F63149#F34335,181.709µs,126.75µs,0
F28336#F51797,139.708µs,127.708µs,0
F16142#F34572,272.875µs,250.333µs,0
F61993#F25671,129.084µs,262.791µs,0
F61882#F59135,256.083µs,271.625µs,0
F38680#F21875,425.958µs,377.875µs,3
F58041#F59201,273.959µs,245.125µs,0
F30404#F39182,132.751µs,89.667µs,1
F20422#F17744,559.333µs,1.012333ms,1
F60506#F33800,127.5µs,264.875µs,0
F30280#F19481,1.007792ms,567.208µs,1
F56681#F35723,291µs,203.333µs,1
F51510#F24389,185µs,840.333µs,1
F26914#F8099,280.958µs,52.792µs,0
F41864#F931,249.416µs,571µs,0
F34797#F7845,298.666µs,624.375µs,1
F14864#F7369,3.296292ms,874.584µs,3
F44371#F22999,240.458µs,338.75µs,0
F23643#F57370,166.042µs,203.375µs,0
F52771#F58899,150.084µs,129.708µs,0
F54939#F48379,281.5µs,184µs,1
F23107#F24492,2.050916ms,831.709µs,2
F4542#F11353,1.710626ms,1.611208ms,8
F33445#F39720,129.167µs,129.625µs,0
F38261#F56484,184.75µs,205.209µs,1
F9500#F44388,532.375µs,942.959µs,1
F33655#F7661,461.666µs,516µs,0
F4978#F56553,281.292µs,137.542µs,0
F60097#F40079,132.041µs,247.667µs,0
F9853#F27159,1.286416ms,837.125µs,3
F22114#F63650,138.959µs,317.209µs,0
F11967#F39815,258.125µs,284.375µs,0
F11590#F59553,313.334µs,136.209µs,0
F56744#F29707,203.292µs,143.291µs,0
F22257#F47533,145.832µs,153.541µs,0
F32554#F25375,419.833µs,443.375µs,1
F45824#F12667,593.542µs,666.625µs,2
F37750#F43108,349.708µs,254.375µs,0
F5813#F25210,217.917µs,156.083µs,1
F19294#F21097,667.875µs,1.103542ms,3
F2645#F19703,2.34925ms,1.36925ms,4
F32513#F39715,625.874µs,438.209µs,1
F38420#F23839,266.542µs,163.958µs,0
F14019#F32794,347.084µs,346.625µs,0
F9870#F40048,290.791µs,371.667µs,1
F48570#F6945,239.375µs,235.333µs,0
F9562#F7363,2.023333ms,1.27825ms,1
F45156#F46333,332.666µs,351.333µs,1
F2556#F9089,2.423708ms,3.188916ms,5
F46458#F33985,229.792µs,125.25µs,1
F47416#F1426,120.707µs,253.208µs,0
F23846#F1608,1.046209ms,749.625µs,2
F14137#F1075,527µs,269.875µs,0
F54623#F32634,231.833µs,437.375µs,0
F35605#F19930,116µs,47.209µs,0
F54523#F47975,210.208µs,308.458µs,1
F27456#F5816,311.375µs,303.542µs,0
F11176#F32296,644µs,913.584µs,2
F47975#F3121,311.959µs,315.333µs,0
F5508#F34977,122.751µs,114.375µs,0
F43762#F31366,529.291µs,464.542µs,0
F13470#F54308,315.75µs,640.584µs,1
F44651#F58998,117.333µs,251.917µs,0
F17578#F33205,267.959µs,249.584µs,0
F6520#F2662,2.171417ms,1.320958ms,4
F991#F60895,116.334µs,166.042µs,0
F34415#F49558,168.833µs,449.209µs,0
F20894#F630,1.906542ms,450.917µs,2
F24534#F10479,260.708µs,1.262041ms,1
F3116#F49216,723.875µs,264.875µs,2
F47572#F39718,188.958µs,519µs,0
F16474#F18037,1.025333ms,1.0485ms,2
F21470#F53397,297.501µs,395.459µs,0
F7047#F42772,309.042µs,407.958µs,0
F20794#F30481,1.267626ms,1.152417ms,5
F40109#F60818,137.125µs,136.625µs,0
F23618#F23184,337.458µs,322.5µs,0
F44884#F26301,236.625µs,273.584µs,0
F62803#F830,69.041µs,113.042µs,0
F8992#F14754,1.202459ms,1.385375ms,1
F59426#F19392,141.042µs,198.292µs,0
F14778#F59919,184.958µs,301.708µs,1
F9437#F771,1.517166ms,613.209µs,0
F6204#F37883,481.541µs,882.041µs,1
F51698#F56418,153.292µs,262.541µs,0
F22726#F60848,469.458µs,315µs,1
F55800#F55263,115.958µs,169.208µs,0
F61148#F3051,224.999µs,223.042µs,0
F54464#F21995,801.833µs,399.083µs,1
F18092#F30178,1.312667ms,1.675292ms,3
F6778#F19479,1.594416ms,1.954ms,1
F17356#F57065,265.334µs,189.167µs,0
F30036#F61844,155.917µs,220.833µs,0
F16612#F56802,423.709µs,313µs,0
F5531#F19017,1.772625ms,1.36375ms,2
F13106#F47694,623.375µs,835.292µs,1
F16172#F50984,431.917µs,783.125µs,2
F32778#F23182,459.125µs,385.834µs,1
F24410#F6031,1.037208ms,825.5µs,4
F180#F3649,463.291µs,832.958µs,0
F21920#F5480,1.278708ms,958.333µs,4
F51403#F45274,231.375µs,197.167µs,0
F62966#F48405,67.916µs,70.959µs,0
F60151#F13296,96.75µs,55.708µs,0
F10991#F2554,495.333µs,480µs,1
F43598#F29010,238.333µs,352.958µs,0
F11263#F9794,970.459µs,667.041µs,2
F43192#F47285,278.001µs,169.917µs,0
F12742#F32062,233.125µs,441.458µs,5
F52737#F13372,576.958µs,382.709µs,1
F49843#F376,255.999µs,532.958µs,2
F49983#F34517,401.542µs,151.458µs,0
F28647#F15314,743.5µs,783.125µs,1
F47647#F17525,119.417µs,61.667µs,0
F16945#F39279,182.999µs,173.917µs,0
F54103#F61576,137.291µs,120.666µs,0
F48247#F27959,161.751µs,59.917µs,1
F33761#F8501,222.376µs,395.958µs,1
F34927#F61777,160.334µs,194.25µs,0
F54802#F45128,178.458µs,168µs,0
F60723#F51276,256.208µs,375.375µs,0
F55718#F4076,2.218334ms,334.833µs,0
F41900#F1561,551.583µs,475.584µs,0
F61222#F38944,232.292µs,262.875µs,1
F40510#F49808,327.749µs,372.25µs,1
F15336#F60908,170.374µs,328.375µs,1
F20233#F6321,2.311958ms,733.875µs,2
F45906#F24775,291.834µs,586.042µs,1
F60033#F21456,134.833µs,121µs,0
F52494#F17596,254.375µs,599.167µs,0
F59301#F35955,161.125µs,228.125µs,0
F25071#F56933,362.5µs,600.792µs,0
F3047#F32155,683.417µs,1.1085ms,1
F43771#F28138,951.501µs,463.291µs,0
F8218#F18821,1.754583ms,840.167µs,3
F1503#F33512,193.917µs,80.5µs,1
F62915#F21087,86.958µs,127.292µs,0
F27279#F32946,175.666µs,178.041µs,0
F48873#F61598,92.25µs,130.292µs,0
F14277#F28033,674.916µs,1.043584ms,0
F3687#F438,1.348874ms,3.073417ms,1
F40645#F56186,786.041µs,185.5µs,0
F59407#F42689,123.333µs,212.25µs,0
F49229#F13652,252.542µs,351.166µs,2
F41765#F17751,380.417µs,377µs,1
F15048#F8283,867.625µs,890.167µs,2
F57045#F22097,158.958µs,155.083µs,1
F27589#F27126,1.055499ms,688.083µs,6
F4693#F60684,303.166µs,344.792µs,0
F9780#F47254,197.917µs,468.75µs,0
F9350#F52769,898.167µs,225.5µs,0
