keyword,clientSearchTime,serverTime,resultLength
F12089#F46676,1.994752ms,1.197950364s,12
F23066#F55973,1.018817ms,704.377151ms,3
F28289#F23174,1.547653ms,906.766023ms,6
F44643#F29467,1.738385ms,922.592015ms,5
F27684#F28655,3.33335ms,1.176836054s,22
F62599#F8203,765.899µs,1.02484229s,1
F53298#F12742,1.791509ms,989.879431ms,4
F34247#F62696,839.92µs,835.626731ms,0
F25032#F45614,1.407388ms,997.266619ms,8
F16385#F5614,1.472694ms,1.208514852s,26
F58691#F29561,879.139µs,856.520361ms,1
F2765#F36741,1.684955ms,899.452392ms,8
F45154#F33788,838.88µs,842.97227ms,1
F9241#F56262,1.033837ms,721.373542ms,3
F45124#F29002,2.417529ms,820.720417ms,3
F5552#F43478,1.674779ms,979.825607ms,11
F13166#F36588,1.356553ms,993.356411ms,8
F20990#F1776,3.071181ms,1.213905528s,24
F62171#F63499,241.496µs,988.150824ms,1
F15836#F17079,1.634746ms,659.108574ms,7
F33198#F47566,731.66µs,725.048822ms,1
F38562#F34146,1.710686ms,762.849564ms,4
F24753#F58900,659.017µs,1.011090134s,0
F51090#F28752,1.613637ms,814.368898ms,4
F29314#F40006,2.111275ms,1.197144639s,12
F31233#F28226,1.009111ms,752.189054ms,1
F39672#F21125,1.789195ms,1.030918653s,6
F45635#F25518,655.12µs,853.134567ms,4
F19010#F45062,1.080226ms,712.468318ms,2
F14267#F48590,1.534211ms,792.50335ms,8
F20369#F23274,2.173374ms,1.079032312s,15
F19462#F15850,2.911005ms,1.217538685s,28
F23043#F51241,716.393µs,947.705938ms,0
F17459#F20985,2.527745ms,1.198232147s,19
F19583#F38290,1.742168ms,1.114548083s,11
F51035#F22084,982.574µs,703.570294ms,3
F3456#F52991,853.529µs,665.241029ms,5
F51113#F15368,1.311372ms,801.085841ms,7
F28846#F60402,737.914µs,1.057558318s,1
F43064#F58120,891.918µs,831.626561ms,1
F44580#F17488,919.63µs,784.924896ms,2
F22972#F7172,1.832866ms,1.117140274s,10
F26847#F53133,1.018782ms,711.335838ms,1
F61569#F57977,902.148µs,719.398707ms,0
F18750#F51746,1.036775ms,737.945422ms,3
F44671#F320,658.203µs,1.000466992s,0
F9931#F25654,665.312µs,1.037853626s,1
F5994#F46967,2.015004ms,906.377627ms,9
F4673#F51948,975.676µs,891.934258ms,4
F50021#F32129,1.102621ms,740.429352ms,0
F41324#F22600,961.828µs,684.912186ms,3
F54013#F31768,856.503µs,749.765067ms,0
F13252#F12448,1.859403ms,1.188578881s,11
F10688#F56305,1.241545ms,884.728103ms,4
F35302#F33729,1.478561ms,650.923056ms,2
F33413#F13427,725.352µs,1.036320834s,1
F59188#F48580,664.778µs,1.039330138s,0
F10902#F43683,1.148723ms,757.554645ms,3
F30395#F58959,947.783µs,984.133833ms,1
F6021#F8794,3.482865ms,1.170558234s,30
F20757#F13175,933.544µs,711.71271ms,4
F27767#F30653,739.49µs,1.031032032s,0
F33784#F11338,648.394µs,1.064410839s,1
F11922#F34616,1.153731ms,826.688626ms,5
F27325#F13874,7.462823ms,1.371536511s,47
F35134#F46715,674.459µs,715.615879ms,1
F59087#F36012,731.796µs,852.43487ms,0
F55675#F2712,818.283µs,765.927052ms,3
F48777#F47379,1.277508ms,679.045027ms,4
F26921#F55385,271.131µs,797.290303ms,0
F2931#F29682,2.205979ms,1.194324226s,15
F1229#F23914,1.646084ms,952.357147ms,13
F45614#F16212,1.767058ms,1.188876801s,9
F11979#F60370,732.693µs,1.051479866s,1
F52213#F45827,1.41465ms,658.354045ms,3
F12117#F2662,2.080895ms,1.212393341s,21
F1367#F16364,1.324492ms,1.164186553s,19
F59366#F60872,870.627µs,809.186058ms,0
F10277#F61226,746.34µs,754.425284ms,0
F46642#F52295,1.312475ms,889.385731ms,5
F54556#F19287,1.799527ms,927.684672ms,9
F60140#F60852,865.991µs,1.100000742s,0
F14937#F46562,1.073957ms,716.61926ms,4
F53588#F31880,899.284µs,715.660531ms,1
F37776#F24365,2.088518ms,1.215808181s,19
F42796#F12488,771.944µs,944.681136ms,11
F8329#F32600,1.35394ms,664.845528ms,3
F50994#F5770,1.062452ms,803.645276ms,7
F42361#F48251,1.434398ms,665.858536ms,5
F62431#F40480,766.519µs,964.653837ms,0
F16201#F39415,1.583612ms,646.977012ms,5
F23156#F46905,1.431229ms,1.032954646s,9
F12305#F48077,1.067196ms,672.670484ms,5
F40652#F52346,695.985µs,660.926926ms,2
F19556#F52706,1.064612ms,973.467391ms,7
F50463#F21754,1.332812ms,655.92355ms,5
F16470#F47909,921.468µs,732.978187ms,3
F60983#F7286,867.779µs,862.283153ms,2
F10593#F1421,3.114797ms,1.894739498s,40
F47419#F18190,498.343µs,788.487582ms,7
F51919#F46170,1.305801ms,844.838002ms,4
F50159#F12401,1.686744ms,899.103459ms,9
F2389#F42293,1.439839ms,813.644862ms,9
F22577#F41102,1.659892ms,908.65518ms,6
F46874#F16428,1.323188ms,754.362387ms,7
F14944#F50950,1.017577ms,705.53916ms,1
F29644#F16125,770.611µs,1.032474215s,0
F26669#F9698,3.705327ms,1.276311768s,45
F57985#F50694,289.009µs,806.750603ms,0
F26193#F1791,2.26737ms,1.220885341s,19
F4645#F14767,1.659378ms,1.212317119s,21
F42966#F35909,1.105869ms,655.023494ms,1
F19517#F14523,2.43352ms,1.217468412s,20
F54976#F9359,1.088388ms,713.569227ms,3
F53311#F54769,901.779µs,782.376336ms,2
F51823#F22542,1.043222ms,708.045237ms,0
F13518#F47189,1.911122ms,1.150341304s,16
F62779#F39716,994.131µs,771.739236ms,1
F12927#F28832,2.852867ms,1.208712235s,26
F22260#F7401,847.468µs,981.358809ms,9
F50603#F56832,802.881µs,945.71558ms,0
F59504#F9421,657.209µs,1.005334929s,1
F22320#F51521,1.040289ms,708.671478ms,3
F51155#F37865,1.278007ms,782.636444ms,4
F28928#F15874,1.907613ms,1.19011159s,16
F53985#F51638,1.000654ms,710.608532ms,4
F48010#F9580,1.637754ms,1.163159176s,8
F28144#F39199,849.479µs,782.250214ms,2
F19254#F6373,1.945722ms,906.007356ms,12
F44945#F56804,1.177083ms,644.12878ms,4
F31716#F17785,721.367µs,1.093946219s,1
F10521#F63045,677.53µs,1.086337933s,1
F25153#F45119,734.952µs,1.062597908s,0
F2431#F36169,666.54µs,1.132016547s,1
F55235#F4840,1.95514ms,796.154782ms,8
F32961#F33605,1.035507ms,748.995836ms,2
F43224#F58403,818.67µs,877.334681ms,1
F27986#F45780,738.855µs,1.040609502s,0
F16729#F45742,1.396911ms,861.673875ms,5
F51890#F41904,1.319384ms,663.976032ms,4
F53952#F28486,1.036904ms,639.276989ms,3
F28336#F51500,1.122122ms,652.270618ms,3
F7564#F57949,680.605µs,809.697354ms,2
F25501#F22877,639.394µs,1.006697979s,1
F29949#F44550,1.182385ms,673.728546ms,2
F32214#F2221,662.84µs,951.48983ms,1
F59828#F57438,654.058µs,996.303652ms,0
F2624#F23490,9.452408ms,1.461207704s,47
F31414#F61667,724.402µs,989.375522ms,0
F51592#F17435,1.011892ms,741.62611ms,2
F61982#F45549,727.035µs,1.112953961s,0
F3919#F55734,1.338868ms,765.546419ms,2
F26255#F9864,1.481145ms,1.056393529s,11
F34268#F40978,932.161µs,811.7216ms,2
F1407#F62167,699.588µs,975.829637ms,1
F13537#F37874,2.799596ms,1.219970567s,15
F6821#F755,2.260563ms,1.211314081s,39
F34198#F34247,1.080038ms,724.06476ms,2
F55968#F57909,893.398µs,754.223496ms,2
F47224#F50730,1.123232ms,726.388316ms,1
F12420#F16766,2.126446ms,1.207976795s,23
F18340#F8389,3.773273ms,1.198864152s,18
F36010#F17070,719.382µs,1.090443274s,1
F57883#F12493,931.118µs,741.089385ms,3
F62033#F4732,713.102µs,827.101272ms,2
F25814#F44457,1.043264ms,671.473679ms,4
F4203#F15189,2.190317ms,1.19636769s,23
F4705#F16547,755.589µs,1.061633057s,1
F23026#F10,3.25902ms,1.221010348s,27
F30487#F1049,1.848928ms,1.240409672s,21
F4095#F900,2.03985ms,1.199350711s,19
F35027#F59274,855.675µs,793.136203ms,1
F54479#F40968,1.264782ms,798.262347ms,3
F15797#F29723,739.322µs,1.018298131s,0
F25211#F57767,877.97µs,786.302783ms,1
F41126#F16578,4.359901ms,929.641061ms,12
F23369#F1382,1.821949ms,1.040992022s,12
F21667#F8324,1.757657ms,1.167151909s,13
F52753#F41691,1.26402ms,648.254041ms,2
F35530#F14763,837.7µs,727.172807ms,2
F792#F44817,786.016µs,763.796515ms,1
F39536#F54767,1.258619ms,661.03619ms,5
F26182#F30358,728.042µs,780.765974ms,0
F26101#F48669,1.22944ms,670.330084ms,4
F45555#F25484,821.68µs,818.351719ms,1
F39776#F34416,1.374776ms,644.896262ms,2
F61489#F9017,716.43µs,1.051849528s,0
F22356#F39179,2.109866ms,981.888338ms,6
F42400#F14232,954.981µs,695.77866ms,3
F63104#F19408,771.061µs,1.042217912s,0
F11175#F12251,2.616974ms,1.217763518s,23
F6418#F26359,1.579151ms,1.234803323s,25
F17512#F33326,538.109µs,997.025536ms,1
F50780#F49921,955.432µs,779.788817ms,0
F13512#F50294,975.005µs,788.371178ms,2
F27543#F62944,675.111µs,789.716689ms,2
F52963#F17473,1.367736ms,806.863934ms,7
F63544#F28438,744.805µs,1.054712634s,1
F49432#F26348,1.658527ms,862.174579ms,6
F40061#F26772,2.377139ms,653.761184ms,4
F10317#F56252,1.017449ms,680.872128ms,4
F46543#F57358,724.051µs,1.048451626s,0
F7667#F39352,639.397µs,1.050053602s,1
F2334#F33200,1.297658ms,818.57859ms,7
F38408#F12543,2.300677ms,1.194445869s,23
F18594#F62771,359.598µs,1.027845386s,1
F59813#F8776,764.724µs,1.050106347s,1
F59512#F52946,660.838µs,1.089762143s,1
F54967#F37144,1.070075ms,684.865693ms,1
F55654#F12448,716.907µs,949.081464ms,0
F27148#F59955,659.747µs,919.589696ms,0
F647#F60342,1.411137ms,681.614309ms,4
F34621#F44968,730.557µs,729.351358ms,2
F43354#F36576,1.98795ms,1.08128906s,13
F46278#F49579,1.484123ms,973.0728ms,5
F22738#F38044,1.613739ms,861.665367ms,9
F8183#F59701,720.345µs,1.088796337s,1
F10030#F34183,1.779023ms,1.020125485s,10
F18179#F20459,2.233642ms,1.19469701s,14
F19154#F37657,1.717249ms,1.048022137s,9
F42409#F7054,1.8025ms,1.057537785s,11
F52138#F53455,1.642665ms,804.488718ms,2
F54495#F55603,1.142584ms,707.20296ms,1
F9564#F1284,2.221666ms,1.19992229s,24
F10849#F32527,717.22µs,947.543471ms,1
F17412#F41454,1.706034ms,808.358319ms,8
F9770#F35129,1.378219ms,688.686846ms,4
F19912#F31467,834.211µs,745.048768ms,0
F58590#F38239,771.014µs,1.056082829s,0
F57851#F47015,1.215421ms,764.132175ms,1
F10784#F50677,1.085531ms,670.075628ms,4
F60552#F42444,1.367141ms,854.618722ms,4
F2041#F54287,879.91µs,854.318333ms,1
F12357#F5995,3.373092ms,1.201075602s,27
F62125#F20055,457.685µs,1.001748791s,1
F20110#F36536,1.250804ms,876.293854ms,5
F56557#F20504,919.001µs,847.500473ms,1
F63410#F46155,710.374µs,1.019989838s,0
F23781#F2079,2.220641ms,1.194578965s,18
F52778#F18132,1.447749ms,830.251014ms,7
F20185#F44929,2.082443ms,1.199502851s,14
F14959#F36039,703.596µs,1.230541078s,1
F8071#F39480,1.905693ms,1.118114514s,11
F32081#F23111,1.805012ms,1.125923329s,8
F43651#F41097,1.550873ms,792.901747ms,7
F43422#F53693,719.681µs,1.066950345s,0
F21897#F55412,1.47047ms,688.683224ms,1
F24710#F36588,1.422219ms,1.033383991s,10
F42244#F31120,1.557059ms,796.705666ms,2
F4747#F20644,3.394919ms,1.157434734s,35
F63471#F44930,713.232µs,1.052350994s,0
F62613#F21750,667.729µs,1.154395928s,0
F54611#F35837,669.605µs,1.212873776s,1
F875#F41488,1.548198ms,651.511401ms,7
F5307#F48534,1.279283ms,863.969153ms,11
F58512#F12173,734.54µs,834.611085ms,2
F42372#F803,1.418938ms,664.603207ms,6
F48512#F60628,725.515µs,1.131474916s,1
F47864#F56757,843.426µs,819.481787ms,0
F6018#F16636,2.256636ms,1.21123173s,17
F49961#F17793,1.487032ms,996.507777ms,11
F49402#F1968,1.15252ms,685.51895ms,5
F13460#F8083,2.228835ms,1.194511022s,27
F45766#F32641,735.47µs,1.004154724s,5
F20096#F45467,1.730006ms,739.886123ms,11
F24805#F59755,714.441µs,1.120156559s,0
F13504#F23368,8.773961ms,1.291788195s,34
F25404#F56615,561.868µs,686.874008ms,3
F61235#F55141,735.878µs,972.932514ms,0
F37256#F16237,2.115048ms,1.031865284s,8
F18200#F60810,734.557µs,1.015076636s,1
F50022#F60218,658.609µs,1.215666437s,0
F59047#F39199,678.757µs,1.053970269s,1
F3056#F21410,2.71016ms,1.200166393s,24
F29593#F61085,747.324µs,765.883443ms,1
F58294#F46007,734.075µs,855.279565ms,0
F7625#F33445,662.118µs,1.082402206s,1
F58445#F9384,655.247µs,1.076821707s,1
F29221#F47728,1.974851ms,889.474025ms,8
F5578#F8088,3.76593ms,1.31034595s,41
F24833#F62247,263.858µs,1.082601488s,1
F36630#F48590,1.773471ms,970.113664ms,5
F47518#F26498,1.588226ms,864.42064ms,8
F22384#F54026,1.158391ms,679.095171ms,3
F47816#F4287,1.351546ms,660.593393ms,4
F2892#F36207,702.311µs,1.018045258s,0
F41496#F60247,232.948µs,1.101775416s,1
F23595#F62541,687.953µs,1.099508968s,1
F20741#F35759,1.19767ms,708.232115ms,4
F15952#F47539,988.707µs,748.91562ms,2
F26201#F47995,803.436µs,713.873316ms,4
F24179#F47892,3.611271ms,668.586915ms,4
F39397#F19059,798.045µs,940.42714ms,0
F25737#F58,2.579612ms,1.200596548s,23
F41088#F24562,1.340329ms,639.645971ms,7
F63133#F2479,713.088µs,985.965682ms,1
F2634#F32781,664.646µs,930.8792ms,1
F20697#F62916,759.688µs,1.111737472s,1
F39587#F52138,1.724066ms,829.413408ms,3
F44958#F12336,1.553597ms,837.732081ms,5
F39786#F60580,967.71µs,835.072223ms,1
F40339#F35882,711.11µs,814.368427ms,0
F18664#F19267,2.291203ms,1.208207825s,21
F34135#F29708,1.49578ms,947.600259ms,9
F35655#F23936,734.233µs,1.042945332s,1
F10716#F34038,1.286633ms,849.977033ms,5
F44884#F24399,1.247249ms,659.228198ms,5
F19608#F62014,721.944µs,1.067390772s,1
F31380#F55269,1.240968ms,724.882546ms,3
F23105#F43102,1.226476ms,691.220486ms,4
F36622#F14010,2.274107ms,1.206949042s,23
F57216#F42799,728.256µs,1.157543804s,1
F38784#F62132,681.107µs,1.00448845s,0
F6444#F22137,3.569466ms,1.300786037s,38
F23063#F4281,7.014804ms,1.205950216s,25
F1432#F118,3.253343ms,1.229167049s,38
F29733#F59926,739.811µs,994.601602ms,1
F13732#F39655,2.533846ms,1.202026102s,12
F45943#F49012,1.005781ms,758.081704ms,1
F50476#F51492,747.598µs,1.110780241s,0
F39201#F37911,2.403136ms,1.059110526s,10
F49998#F12090,1.099966ms,682.124297ms,3
F12843#F50485,1.53673ms,843.696318ms,10
F27015#F49746,1.275327ms,645.668765ms,3
F39542#F34233,724.056µs,1.084629395s,1
F61465#F23812,1.076762ms,710.279437ms,2
F58569#F63527,837.229µs,981.699326ms,1
F48105#F33342,1.033133ms,686.077554ms,1
F20933#F51576,1.65455ms,909.892053ms,3
F51308#F40221,1.741946ms,973.525981ms,8
F52693#F22123,1.242899ms,671.452411ms,5
F47901#F9120,1.338014ms,798.428483ms,7
F53531#F46311,1.559971ms,645.502259ms,3
F13439#F22170,1.884518ms,1.141994305s,15
F53938#F34560,1.185865ms,831.997873ms,3
F8098#F50590,1.435396ms,676.886147ms,5
F36138#F25234,761.133µs,969.057708ms,0
F57312#F17796,860.276µs,833.777492ms,2
F24903#F2094,2.706801ms,1.211254772s,25
F33391#F44238,717.536µs,1.047734466s,0
F31411#F24415,919.975µs,759.788365ms,0
F53471#F17237,474.775µs,769.124451ms,1
F18381#F36159,713.957µs,1.128817372s,1
F56144#F41626,1.550707ms,664.604596ms,4
F26781#F29909,1.470109ms,980.6868ms,6
F52659#F6924,1.202593ms,663.981219ms,3
F2762#F3177,1.542193ms,1.188935637s,16
F43943#F58572,929.195µs,735.90734ms,2
F52776#F30795,1.208454ms,667.450392ms,3
F62920#F7112,729.948µs,1.044266376s,1
F49958#F24707,972.186µs,796.262612ms,1
F28155#F10020,2.139132ms,1.032723406s,8
F3181#F38798,1.386762ms,919.16984ms,7
F1198#F19202,2.936364ms,1.213652966s,18
F21918#F46132,1.39188ms,788.618707ms,6
F13915#F14372,2.328614ms,1.236372445s,19
F7266#F37172,1.136119ms,655.400977ms,6
F41488#F10541,944.905µs,909.786305ms,5
F58529#F14813,626.711µs,782.142686ms,2
F10719#F50782,958.736µs,1.016060863s,2
F41758#F4457,1.513403ms,883.8536ms,9
F13266#F28385,777.547µs,1.085962839s,1
F26834#F53121,1.330324ms,838.300113ms,2
F54605#F27766,666.155µs,982.80055ms,0
F45702#F19672,1.93259ms,1.008068517s,8
F33352#F15165,709.749µs,1.12525575s,0
F31752#F7592,1.829609ms,631.248527ms,7
F45912#F24427,1.578277ms,1.208228179s,12
F48110#F50611,1.31816ms,651.825802ms,2
F40024#F48571,1.298232ms,1.066538621s,4
F62458#F37838,725.216µs,975.616388ms,0
F13691#F52071,1.189709ms,676.671177ms,3
F10117#F34571,1.746052ms,981.860492ms,14
F61760#F26276,861.018µs,866.714481ms,2
F41587#F40540,1.441993ms,678.884823ms,1
F49140#F57939,903.397µs,793.766954ms,1
F61187#F19207,1.336665ms,670.286232ms,4
F31711#F53251,1.413438ms,878.103869ms,4
F27057#F11589,3.361401ms,1.244985265s,16
F25570#F20832,733.735µs,1.187138368s,1
F21354#F38105,2.161929ms,1.193419384s,4
F28734#F12004,1.96241ms,1.228662502s,7
F32812#F51002,711.059µs,1.043172105s,0
F6425#F30145,1.902521ms,1.000006801s,15
F29528#F41162,1.602412ms,956.806099ms,7
F840#F39202,1.890154ms,1.173954029s,9
F10282#F51922,944.671µs,796.061899ms,2
F46227#F31081,734.444µs,1.011907568s,1
F18346#F45875,1.285231ms,820.462411ms,5
F25634#F109,1.98132ms,1.206710877s,22
F10311#F35850,796.028µs,1.259499719s,1
F26997#F33291,1.758672ms,791.907517ms,4
F37557#F28057,1.177993ms,696.591147ms,4
F35953#F19230,707.611µs,1.117486505s,1
F5647#F36270,1.775287ms,926.266985ms,9
F25431#F23569,2.42198ms,1.246139147s,21
F41426#F19977,2.1319ms,1.00914951s,11
F33463#F50445,1.73713ms,929.057679ms,3
F16828#F17947,4.049426ms,1.425757459s,52
F6542#F48192,667.977µs,753.589417ms,2
F29782#F45592,1.00094ms,728.167149ms,1
F38101#F39586,1.84007ms,1.071516646s,10
F19374#F51197,722.505µs,1.080890152s,0
F26533#F59207,682.193µs,1.094048045s,1
F44550#F4447,1.439187ms,888.111487ms,3
F10295#F8327,3.411053ms,1.211251117s,32
F9136#F14076,7.878409ms,1.408879304s,47
F62283#F16700,764.272µs,1.021996051s,1
F60279#F6891,665.223µs,1.032570601s,0
F32048#F17536,653.142µs,1.128688245s,1
F19954#F55913,1.228596ms,672.008725ms,5
F22065#F41323,1.453025ms,954.834255ms,11
F26931#F21853,2.786723ms,1.222812525s,25
F4742#F21067,1.900422ms,1.199133611s,21
F60856#F26724,739.4µs,818.60025ms,1
F22310#F42124,2.127954ms,959.045543ms,10
F47574#F12074,1.257893ms,680.446749ms,6
F53135#F13621,1.483406ms,1.006747624s,7
F16333#F5082,2.514157ms,1.208191599s,24
F60789#F34097,1.009646ms,852.234508ms,1
F26929#F30555,818.446µs,762.13671ms,1
F50753#F27963,1.051138ms,793.369995ms,2
F36699#F28450,1.379706ms,637.052258ms,7
F23830#F19726,1.203051ms,639.300134ms,6
F27534#F39860,876.458µs,743.066552ms,3
F58112#F59189,787.704µs,755.325888ms,1
F54996#F46038,767.024µs,751.011311ms,1
F12083#F55099,861.611µs,658.139638ms,6
F57057#F16170,733.405µs,732.812399ms,2
F57627#F49907,1.15564ms,698.105746ms,1
F16765#F22948,2.356475ms,1.218613389s,24
F48318#F41638,905.696µs,766.973512ms,2
F26473#F15466,2.625319ms,1.202530444s,22
F2188#F4275,2.695421ms,1.304018294s,40
F54345#F5390,750.764µs,861.865884ms,7
F902#F61090,717.33µs,1.00330439s,1
F60982#F16277,515.273µs,966.48222ms,1
F20873#F32359,1.47868ms,1.108439613s,7
F38246#F62459,742.359µs,997.022519ms,1
F34971#F45175,1.01065ms,751.942209ms,3
F52836#F37619,1.290883ms,664.640887ms,3
F6764#F12907,3.913685ms,1.186679517s,18
F27373#F24499,2.130712ms,1.226089598s,14
F14603#F49370,487.042µs,646.01448ms,2
F25440#F18656,1.552259ms,832.059658ms,9
F55459#F30030,956.522µs,719.797941ms,0
F46137#F23521,1.870922ms,1.041398058s,7
F53917#F42788,1.095054ms,666.342003ms,1
F17274#F40727,1.425383ms,1.039549153s,12
F20027#F59478,722.552µs,1.177563357s,0
F18415#F47793,971.409µs,745.209339ms,0
F13440#F58549,750.386µs,852.654761ms,1
F12549#F13349,2.103402ms,1.209504804s,19
F24693#F6272,1.699231ms,1.171323553s,16
F18874#F62491,817.623µs,969.24404ms,1
F4029#F30586,701.948µs,930.609501ms,1
F41650#F62974,673.85µs,955.415863ms,1
F34095#F60586,671.418µs,1.009390991s,0
F10321#F24379,903.519µs,726.407618ms,2
F53834#F6101,937.879µs,730.620868ms,3
F17353#F8126,725.53µs,1.086562939s,1
F21683#F31465,1.897482ms,828.462197ms,9
F30144#F49042,1.145701ms,915.990332ms,5
F55757#F43498,734.992µs,1.058223013s,1
F16410#F29122,680.75µs,1.014923121s,0
F34783#F28431,1.044191ms,704.301368ms,2
F39968#F33680,782.446µs,759.854312ms,0
F35785#F21430,747.277µs,975.689693ms,1
F1082#F38901,1.759575ms,1.070719285s,11
F54355#F52752,1.300504ms,683.898282ms,4
F19645#F46582,739.038µs,1.019664235s,1
F27819#F26293,2.180751ms,1.185405578s,11
F40908#F27574,1.265466ms,678.342361ms,2
F29352#F33100,1.257365ms,827.563736ms,2
F37401#F6317,1.657186ms,689.292841ms,4
F5541#F10548,2.210459ms,1.200719283s,24
F21852#F48780,1.082618ms,644.88135ms,5
F40485#F29860,1.17919ms,1.051514435s,7
F47628#F30784,912.963µs,730.82714ms,0
F53855#F48314,1.150223ms,679.802493ms,3
F29855#F4099,1.263504ms,921.967789ms,7
F17074#F35240,1.265071ms,845.386717ms,2
F37554#F39166,1.491304ms,684.672181ms,5
F42355#F55412,1.091163ms,654.536461ms,1
F41541#F53163,856.475µs,814.112251ms,2
F52123#F4104,1.150665ms,654.420918ms,5
F15857#F27994,710.084µs,992.999351ms,0
F14062#F14178,3.866121ms,1.178161228s,38
F9157#F43096,1.764217ms,887.858096ms,6
F20740#F20305,2.795385ms,1.253974216s,21
F45948#F2905,939.821µs,832.0905ms,11
F28050#F8335,2.154396ms,974.589057ms,12
F5851#F27182,1.353536ms,760.733217ms,9
F308#F49207,2.254271ms,1.164696964s,11
F14999#F12828,3.593255ms,1.417453554s,46
F9727#F46033,1.36969ms,1.068242101s,12
F10361#F40960,1.659631ms,943.912067ms,11
F46329#F16421,753.462µs,1.114234562s,0
F39552#F24168,1.61864ms,944.992154ms,5
F26317#F27355,1.640148ms,1.186630931s,10
F16470#F18815,2.326167ms,1.176796425s,12
F18220#F22240,4.291216ms,1.245643577s,23
F43090#F54697,443.874µs,864.68919ms,0
F38992#F25137,2.086217ms,1.005718849s,5
F51800#F681,865.876µs,814.341748ms,2
F21305#F33048,2.320809ms,1.096791094s,15
F19940#F11375,2.747508ms,1.233569723s,27
F19881#F41198,643.048µs,1.056899034s,1
F17545#F26571,2.607983ms,1.235447058s,14
F32513#F10337,1.485014ms,951.565876ms,9
F35753#F2165,742.939µs,985.381618ms,1
F45492#F7102,2.761156ms,1.204433104s,25
F55229#F45957,780.798µs,653.845689ms,5
F12380#F5952,3.252686ms,1.398774949s,37
F39664#F49689,712.23µs,658.814599ms,3
F8688#F37296,1.788618ms,1.218415851s,19
F27994#F54667,656.473µs,1.009257198s,0
F61887#F46261,667.774µs,1.083976178s,1
F37307#F25235,930.379µs,714.485592ms,4
F50213#F6852,1.952035ms,987.644457ms,12
F16738#F55089,1.098802ms,672.439486ms,4
F4018#F22888,948.49µs,851.877174ms,10
F58764#F20395,717.978µs,1.039119904s,1
F47232#F49112,2.120121ms,1.117595602s,5
F13911#F55273,986.806µs,714.994553ms,4
F52488#F40103,1.234528ms,706.464289ms,5
F37481#F12309,738.065µs,1.163808561s,1
F25042#F6221,659.377µs,1.100398131s,1
F25634#F15429,3.202974ms,1.196908108s,17
F4559#F39521,1.638694ms,1.179484936s,18
F51413#F33863,1.612567ms,1.015917523s,6
F53188#F27117,1.522038ms,643.338396ms,4
F61312#F29357,907.551µs,777.660458ms,1
F43211#F19331,1.613231ms,898.673758ms,7
F45816#F52494,715.575µs,927.37775ms,0
F44462#F37038,660.808µs,908.226046ms,0
F44876#F20495,1.648568ms,979.406431ms,11
F40116#F27531,1.874409ms,1.12431009s,8
F4985#F43464,2.34689ms,1.196511974s,20
F20170#F6154,887.611µs,684.703085ms,4
F12048#F46216,1.321776ms,644.054733ms,6
F13428#F49434,1.149392ms,825.378711ms,7
F41919#F32697,1.871009ms,1.047939928s,7
F2727#F26878,2.272961ms,1.191321186s,18
F39920#F38794,1.554433ms,1.021424256s,9
F16668#F20212,2.579687ms,1.204447226s,18
F61341#F49485,1.151967ms,669.808812ms,1
F57932#F385,802.014µs,1.043643297s,1
F33748#F40537,1.833827ms,910.122654ms,4
F29983#F37049,1.696073ms,903.136725ms,8
F48348#F4886,1.649937ms,967.66423ms,7
F54103#F55990,736.976µs,1.00086108s,0
F33952#F53409,1.312398ms,691.419629ms,3
F21389#F38894,2.130468ms,1.200145208s,16
F53909#F10833,737.197µs,991.18231ms,1
F37537#F58297,1.226052ms,665.74071ms,3
F27634#F31856,1.438786ms,1.182115634s,11
F50997#F34573,717.812µs,1.020542935s,0
F51380#F48232,1.346026ms,676.74143ms,5
F29631#F8715,1.709454ms,996.384029ms,12
F54550#F49141,1.176711ms,668.764019ms,2
F54673#F55295,745.227µs,1.02841895s,1
F23672#F49966,668.059µs,1.042579749s,0
F6903#F58188,657.737µs,966.978062ms,0
F59823#F61630,652.151µs,1.00793358s,0
F21612#F34310,978.511µs,778.416952ms,1
F55290#F61672,749.459µs,783.952001ms,1
F18153#F17271,676.486µs,1.057805569s,1
F28431#F48620,883.79µs,745.76483ms,1
F53966#F54993,735.741µs,1.04515302s,0
F48910#F2478,1.228588ms,718.105576ms,3
F4914#F47914,2.408538ms,636.209141ms,6
F34282#F32998,538.117µs,766.807726ms,1
F55851#F24409,1.131297ms,709.663746ms,4
F33579#F49252,960.049µs,725.316962ms,0
F6403#F50359,1.82396ms,1.027717375s,10
F21483#F52434,1.247607ms,633.894057ms,6
F27764#F3965,1.817827ms,1.195663469s,24
F60965#F23638,758.849µs,1.056365375s,0
F46959#F50724,1.626819ms,642.564248ms,4
F16096#F1410,2.977726ms,1.16213223s,34
F5125#F16914,1.905763ms,1.235051795s,21
F57367#F45650,992.891µs,899.981778ms,0
F41397#F58541,786.334µs,984.092705ms,1
F14278#F45714,1.83884ms,1.206202599s,12
F31630#F42996,2.293667ms,655.465473ms,3
F18842#F14217,3.800781ms,1.188385337s,16
F57178#F18794,880.516µs,676.655563ms,2
F8367#F34185,1.560631ms,631.275919ms,7
F58077#F27998,952.079µs,775.374869ms,1
F57844#F55558,653.957µs,1.026038103s,0
F40657#F37310,1.103201ms,767.80299ms,2
F53835#F4582,962.995µs,726.559812ms,2
