keyword,clientSearchTime,serverTime,resultLength
F45091#F12362#F49781#F18862#F59936#F39760,2.746192ms,893.016899ms,0
F1241#F46593#F36734#F32402#F47841#F46333,3.141817ms,675.319877ms,0
F2472#F1053#F47840#F2039#F24882#F7647,2.759846ms,948.817571ms,0
F15564#F41678#F3574#F43621#F47007#F44269,2.657456ms,896.472519ms,0
F19697#F20774#F23487#F54164#F58605#F46451,2.672184ms,908.297844ms,0
F43177#F24582#F7746#F16574#F22187#F711,4.954921ms,716.47928ms,5
F23384#F14948#F61655#F22807#F46910#F61716,2.762734ms,876.656531ms,0
F53513#F21451#F52181#F12246#F28371#F27921,2.711836ms,917.198763ms,0
F45597#F3599#F48273#F54458#F52425#F19834,3.003851ms,719.87811ms,0
F18988#F33688#F8273#F53601#F28566#F54653,2.752211ms,1.011728283s,0
F27213#F6742#F33840#F30581#F39614#F12874,2.685789ms,962.077387ms,0
F14140#F13973#F40190#F13099#F22447#F13543,7.688062ms,1.167019149s,9
F21852#F43582#F19452#F31317#F50918#F27108,2.760186ms,980.676322ms,0
F18177#F54053#F49228#F714#F38335#F22168,2.951402ms,768.841472ms,0
F53008#F10370#F23542#F28155#F8780#F16709,2.962832ms,663.755054ms,1
F3246#F37863#F27220#F43130#F55392#F52403,2.724697ms,926.922783ms,0
F59866#F19911#F35398#F47805#F45422#F51802,2.652663ms,901.12641ms,0
F22#F34442#F5387#F23920#F50730#F9421,3.325137ms,687.47947ms,1
F32580#F51893#F10262#F51874#F24590#F17092,3.986332ms,661.111358ms,1
F35865#F4455#F45903#F23401#F11469#F1002,2.753738ms,903.065446ms,1
F12072#F24038#F44533#F59018#F1904#F9563,2.779076ms,876.5412ms,0
F4872#F55544#F43336#F26506#F17471#F1239,2.790963ms,919.30331ms,0
F26058#F1575#F36030#F50536#F30397#F57284,2.71951ms,956.817609ms,0
F18146#F45608#F30606#F45025#F57511#F19603,2.916138ms,1.020260989s,0
F20481#F43076#F9610#F58259#F46043#F17223,2.694546ms,920.901998ms,1
F35722#F26192#F43551#F51950#F60532#F60126,2.652833ms,898.925477ms,0
F17824#F50343#F27853#F30685#F11977#F18398,4.647082ms,815.638168ms,4
F30955#F41429#F50135#F30806#F19481#F31655,3.020854ms,765.385253ms,0
F25233#F757#F8537#F16540#F5535#F61011,2.792223ms,1.0120016s,1
F3407#F27561#F30551#F20833#F61130#F16445,2.648074ms,1.054996348s,0
F3414#F29583#F12407#F45361#F22793#F28429,4.209638ms,671.832651ms,3
F45891#F57892#F19117#F29528#F59318#F42141,2.88534ms,713.197138ms,0
F12596#F45390#F11029#F33341#F59184#F54996,2.699069ms,996.245599ms,0
F43912#F2145#F37640#F21135#F48492#F43165,3.693766ms,633.870562ms,2
F10389#F20637#F30212#F13778#F41481#F4056,2.74543ms,729.885351ms,0
F1906#F62624#F28865#F8828#F29410#F15060,2.645554ms,1.069460207s,0
F57565#F52851#F33082#F42497#F22293#F31430,2.783285ms,723.131633ms,0
F46983#F44754#F11752#F31977#F20660#F55970,2.838568ms,1.115429928s,0
F35406#F17714#F211#F53860#F55831#F7076,3.506071ms,638.953836ms,0
F60845#F632#F62515#F4950#F48514#F49831,2.920056ms,990.346615ms,0
F38968#F42058#F53504#F12474#F10543#F32820,3.156048ms,711.712851ms,1
F13314#F49979#F13697#F59858#F14892#F17643,5.96768ms,1.017010018s,1
F14215#F2696#F21500#F10880#F13654#F58938,3.311886ms,654.706183ms,1
F25094#F57480#F58450#F49708#F38670#F32230,3.398613ms,766.126517ms,0
F58344#F57699#F51007#F35344#F37796#F7270,2.728614ms,857.504219ms,0
F57065#F17611#F50204#F23479#F8664#F42138,3.268625ms,698.984139ms,0
F11546#F59457#F52865#F26079#F41075#F35112,2.725421ms,1.067381998s,0
F57061#F52870#F37217#F3352#F51244#F46666,2.967449ms,1.04293087s,0
F23183#F3471#F23940#F31511#F3243#F59280,1.248522ms,1.056072542s,0
F54303#F49869#F30369#F62980#F60393#F962,858.786µs,1.014043428s,0
F63545#F49294#F53380#F40165#F22738#F21981,2.678986ms,914.683027ms,0
F21645#F50758#F18949#F11727#F41253#F28770,3.998959ms,650.441985ms,2
F1954#F1084#F46108#F21304#F42270#F28589,3.034255ms,678.346711ms,0
F8366#F11745#F14093#F49283#F4499#F50180,3.642338ms,623.615831ms,2
F8248#F18084#F32141#F34683#F17739#F39498,2.793433ms,867.106783ms,1
F5808#F19027#F43132#F611#F20787#F15980,4.205832ms,644.433112ms,5
F31394#F31866#F62052#F10036#F28174#F34717,2.779355ms,1.124044393s,0
F33052#F59157#F17884#F18894#F5209#F18593,2.669591ms,997.373655ms,0
F7237#F33430#F36038#F3570#F5342#F11957,2.865955ms,767.427446ms,1
F46097#F23503#F11834#F62533#F52343#F32500,2.714429ms,1.03589102s,1
F37623#F14878#F10768#F38149#F42615#F9672,4.018171ms,643.368347ms,2
F36919#F10976#F9849#F30464#F18000#F43891,3.16238ms,643.423862ms,1
F63508#F3834#F12471#F6968#F63045#F46666,2.810977ms,874.003018ms,0
F7227#F37601#F9106#F57747#F21496#F4221,2.704985ms,861.850572ms,0
F13087#F10474#F13554#F739#F58338#F37484,2.722829ms,911.291935ms,1
F63215#F55375#F4032#F48191#F51489#F20791,2.684119ms,914.927429ms,0
F40570#F2672#F55396#F40620#F37122#F7784,2.973972ms,706.409749ms,0
F31992#F2178#F27608#F55017#F23529#F16046,2.798386ms,912.693233ms,0
F45119#F1674#F52660#F32165#F49156#F61685,2.646696ms,944.550488ms,0
F6211#F55672#F32291#F40090#F3197#F48853,3.405707ms,644.871885ms,0
F8929#F15081#F36837#F60622#F60033#F15706,2.764063ms,868.031751ms,0
F58663#F21859#F40945#F29670#F16616#F35156,3.335576ms,936.771821ms,0
F36557#F62900#F6209#F32743#F26197#F36090,2.646487ms,880.507971ms,0
F47916#F559#F15680#F56312#F2771#F36313,3.046284ms,668.151895ms,0
F25909#F27429#F39773#F41930#F58199#F20918,2.713554ms,1.116244023s,0
F28035#F11564#F30545#F53474#F27675#F13129,3.09754ms,678.538052ms,1
F23317#F46540#F32348#F53074#F2592#F43704,2.951438ms,747.97863ms,0
F9107#F58862#F41919#F14590#F57931#F40933,2.824309ms,1.048018797s,0
F164#F27356#F30446#F3852#F38733#F28253,3.772348ms,668.271624ms,2
F14647#F10937#F48912#F54361#F25315#F42280,2.869522ms,741.974865ms,0
F28058#F49446#F6587#F37928#F9133#F4642,4.720618ms,795.190342ms,4
F21064#F43734#F48375#F56421#F3742#F24462,2.773257ms,977.816046ms,0
F34497#F19196#F29658#F48031#F39762#F23802,3.658792ms,699.78495ms,1
F28271#F776#F41178#F43081#F20017#F36408,4.264937ms,797.40235ms,3
F56685#F17819#F36035#F56959#F12424#F26667,2.739846ms,895.742799ms,0
F19760#F17621#F56727#F16086#F33146#F5352,2.925765ms,763.526732ms,1
F58364#F15045#F150#F40433#F29640#F16676,2.808403ms,736.129773ms,0
F51557#F27154#F50110#F32601#F25007#F10856,2.828123ms,655.217919ms,1
F49097#F7026#F39493#F9103#F42117#F7790,2.943787ms,686.540586ms,1
F13453#F21610#F12419#F17128#F40456#F46178,3.706443ms,637.447889ms,5
F7041#F26496#F9385#F45570#F48080#F11036,2.823801ms,918.075936ms,0
F26069#F14229#F57859#F36422#F13250#F1614,2.962797ms,728.67781ms,0
F28009#F37059#F49283#F24655#F4979#F54210,2.691907ms,914.920623ms,0
F37054#F49101#F45067#F29881#F31772#F35674,2.678182ms,851.90546ms,0
F33514#F13882#F53055#F22458#F58986#F18484,2.745235ms,861.184693ms,0
F41470#F57206#F33181#F41702#F42601#F3353,6.892153ms,639.469128ms,0
F37296#F38797#F266#F52001#F62604#F3609,3.382735ms,933.285995ms,0
F17421#F2520#F4509#F1444#F45036#F327,3.899395ms,656.700201ms,4
F37553#F56003#F8814#F57211#F22604#F48182,2.764416ms,750.264404ms,0
F43622#F20673#F39135#F16407#F47140#F6520,3.730324ms,646.306566ms,1
F3084#F47267#F24647#F61379#F40860#F40568,2.909886ms,890.792659ms,0
F2000#F22271#F61513#F548#F28984#F63604,2.708445ms,877.265267ms,0
F9667#F19345#F1241#F49972#F10593#F50311,2.66342ms,898.68993ms,0
F24182#F12022#F1402#F38245#F55074#F50345,3.099473ms,679.917769ms,2
F47094#F43557#F47449#F41358#F36635#F31301,3.16749ms,651.917946ms,0
F54380#F57237#F60648#F18172#F26468#F8788,2.73569ms,875.42697ms,0
F48181#F5686#F24534#F50442#F8821#F5330,3.73239ms,647.727098ms,2
F38512#F49245#F59493#F28430#F4686#F7815,2.761383ms,881.312015ms,1
F63065#F2868#F6937#F28392#F7291#F58365,2.658695ms,927.282796ms,0
F26363#F49190#F15127#F23189#F39200#F10283,4.298704ms,643.822247ms,5
F60776#F49697#F34570#F23326#F45742#F62217,2.708915ms,1.097933328s,0
F7175#F38708#F44384#F22271#F37020#F53040,3.478876ms,686.210247ms,2
F43511#F40950#F23890#F29627#F50863#F50775,2.739723ms,909.332986ms,0
F24578#F22511#F21107#F34043#F22430#F40369,3.945783ms,888.791873ms,2
F11793#F19841#F2974#F9189#F53811#F48144,1.312335ms,1.043576381s,2
F9793#F10886#F29706#F49586#F51187#F33003,1.462781ms,1.146446169s,1
F47804#F14821#F4810#F16530#F8183#F29989,2.663008ms,904.635523ms,0
F36737#F41720#F57323#F50315#F47112#F50186,2.73852ms,906.101985ms,0
F44115#F2192#F37903#F25578#F39651#F51083,2.722098ms,858.868028ms,1
F999#F16785#F25990#F51228#F40119#F31040,2.655437ms,891.214856ms,1
F24122#F1582#F58949#F39627#F57916#F24719,3.010785ms,714.146005ms,0
F8430#F14590#F47307#F4055#F62192#F27764,2.637538ms,871.04882ms,0
F25753#F59659#F11861#F41720#F11196#F2227,2.960831ms,701.827849ms,0
F5935#F52073#F10969#F6877#F55064#F35023,3.027328ms,873.650881ms,0
F31878#F47590#F50890#F5636#F63627#F5960,2.655993ms,871.889955ms,1
F35491#F16297#F16815#F49339#F13112#F49261,2.629092ms,889.489287ms,0
F38623#F50939#F58090#F19782#F29298#F49069,2.663378ms,873.559464ms,0
F56719#F7229#F12622#F50259#F32064#F11633,2.719018ms,845.388209ms,0
F45578#F53479#F21630#F6091#F44863#F10122,2.683968ms,939.189677ms,0
F30415#F29476#F17293#F29117#F21663#F28468,3.103723ms,745.327088ms,0
F25221#F11946#F6047#F2172#F24958#F30231,2.731846ms,908.673959ms,0
F52999#F41750#F54582#F9305#F55360#F60971,2.79408ms,882.457399ms,0
F44974#F31633#F29298#F53044#F5499#F54305,2.657663ms,864.265175ms,0
F58281#F52331#F55073#F53223#F36621#F21476,2.645668ms,945.970697ms,0
F39784#F60979#F58365#F2795#F18744#F10484,2.771742ms,864.010463ms,0
F17235#F56677#F12600#F11377#F21477#F37458,3.317257ms,679.264566ms,3
F11122#F1917#F6767#F2587#F57830#F3987,3.373955ms,653.262991ms,3
F2370#F16956#F58207#F41641#F2262#F5213,3.212737ms,673.819049ms,0
F48671#F29898#F44198#F9688#F28316#F62653,2.755786ms,932.625574ms,0
F39995#F58033#F39705#F51870#F18476#F53223,2.672947ms,960.226153ms,0
F9074#F21777#F8823#F49628#F57566#F18953,2.715467ms,1.016708467s,0
F41084#F38184#F60916#F45210#F57691#F55774,2.706896ms,945.150528ms,0
F50498#F54419#F63024#F39128#F57682#F50996,2.724805ms,988.063613ms,0
F4499#F7770#F16414#F53497#F14367#F44318,5.002899ms,985.101437ms,4
F17997#F2500#F46365#F34348#F7667#F7860,3.277327ms,660.95425ms,1
F15583#F19521#F18353#F41626#F19877#F9348,4.500931ms,1.12717394s,7
F32687#F63262#F15475#F38001#F438#F49230,2.745636ms,927.782227ms,0
F32221#F3139#F2478#F32032#F36206#F17671,2.691066ms,963.911789ms,0
F43937#F54868#F48267#F58361#F59301#F63337,2.652621ms,947.275048ms,0
F15342#F61086#F18674#F31167#F36859#F63394,2.649846ms,954.73186ms,0
F58783#F63441#F24999#F56835#F24526#F14312,2.97516ms,903.042146ms,0
F34514#F47549#F42370#F41070#F30228#F4715,3.608371ms,657.371277ms,1
F41123#F56370#F63192#F31819#F59029#F56464,2.773767ms,862.094433ms,0
F60281#F7117#F26034#F12280#F18866#F9805,2.782428ms,866.471644ms,0
F50308#F947#F53042#F6217#F9165#F46963,4.157857ms,784.074971ms,2
F23834#F48930#F19498#F58559#F13593#F61248,2.826272ms,934.008067ms,0
F57877#F14388#F61380#F43026#F22837#F43641,2.643287ms,925.297794ms,0
F8362#F27048#F7740#F2215#F31677#F54612,2.769554ms,896.847565ms,0
F61101#F23980#F54571#F38653#F58022#F22572,2.757868ms,904.762178ms,0
F32921#F26617#F15435#F36496#F32402#F50483,3.297711ms,672.801383ms,2
F55507#F31805#F14961#F44268#F41680#F16905,2.830051ms,755.294902ms,0
F40786#F38441#F22996#F10521#F52281#F17666,2.73714ms,1.092060114s,1
F7373#F62279#F58735#F61423#F36412#F42703,2.881318ms,1.025767182s,0
F31833#F33371#F4694#F27385#F61465#F54129,775.217µs,984.357347ms,0
F2884#F40098#F60106#F29056#F50227#F31829,2.655592ms,1.247453526s,0
F36512#F27270#F2580#F15965#F49990#F12418,1.423116ms,1.258953326s,0
F34220#F3580#F52755#F14721#F20667#F25180,1.526218ms,982.640446ms,2
F36826#F52408#F20819#F45457#F27765#F25414,2.974722ms,748.133128ms,0
F57928#F12558#F53120#F52864#F16892#F24431,2.683454ms,897.096321ms,0
F43299#F49779#F3318#F14525#F21272#F40589,4.110038ms,657.854815ms,3
F61135#F51151#F60033#F11738#F3726#F14575,2.852186ms,724.502974ms,0
F48079#F37463#F58259#F5806#F35141#F15356,2.714677ms,866.25653ms,0
F49312#F55339#F25444#F55514#F21671#F2277,2.763105ms,964.051864ms,0
F13683#F45435#F57072#F63338#F27314#F44920,2.641121ms,878.401976ms,0
F62007#F21172#F33694#F26104#F21969#F21496,2.742787ms,967.826944ms,0
F33293#F20846#F20456#F24350#F20471#F26197,2.633879ms,909.148559ms,0
F50971#F60424#F14005#F11167#F311#F14185,3.082062ms,752.734169ms,3
F3276#F26988#F57161#F25754#F44367#F59633,2.766281ms,934.894762ms,0
F25711#F6247#F60651#F19402#F9893#F1428,2.978782ms,724.651922ms,1
F51364#F21521#F56150#F11787#F16289#F62152,3.077301ms,896.72605ms,0
F14405#F14652#F32508#F9294#F56508#F14041,3.487232ms,688.905832ms,1
F14088#F3171#F31294#F51067#F36308#F23994,3.070331ms,752.191395ms,0
F59565#F42509#F48564#F39244#F43569#F45237,3.1787ms,672.732142ms,0
F20793#F2745#F44031#F27774#F13725#F4587,2.731248ms,975.726083ms,0
F34357#F11267#F15359#F11722#F6263#F35213,4.065311ms,660.611898ms,3
F62233#F27484#F29159#F33095#F8345#F49023,2.720708ms,896.121174ms,0
F40683#F3777#F19598#F32353#F61560#F63032,2.388429ms,884.420917ms,0
F34437#F19860#F25949#F11542#F32963#F46790,2.858959ms,714.546694ms,1
F43748#F244#F27290#F23114#F54571#F33197,3.036372ms,916.579756ms,0
F34563#F3419#F62669#F51445#F32523#F7792,2.681141ms,937.333451ms,0
F56592#F15543#F37887#F26138#F24390#F39857,3.852931ms,650.671502ms,4
F20958#F45234#F23886#F4905#F3608#F25474,2.883098ms,679.723665ms,0
F2495#F6924#F2666#F3845#F32530#F49645,3.108187ms,648.156817ms,1
F17066#F51678#F25298#F49955#F48621#F36317,2.729239ms,949.085074ms,0
F15548#F34613#F5955#F18608#F8488#F48281,3.879384ms,645.180989ms,3
F41733#F13843#F48698#F27676#F10955#F868,3.081222ms,639.728508ms,1
F16004#F16425#F32485#F55459#F25739#F51264,3.014705ms,748.130592ms,0
F50054#F16956#F3900#F42019#F36470#F4319,4.812163ms,861.30791ms,3
F8210#F61267#F16683#F30078#F45900#F24391,2.832795ms,1.091617573s,0
F51278#F54374#F35041#F37211#F32794#F7999,2.933485ms,912.61604ms,0
F2000#F4310#F3978#F29324#F61243#F47042,2.736867ms,881.436516ms,0
F4403#F39644#F1769#F22734#F19785#F28939,4.313872ms,646.73978ms,1
F788#F59735#F17414#F51#F39355#F22175,2.779768ms,899.749945ms,1
F54758#F60775#F28713#F2375#F58168#F33955,2.724303ms,925.641904ms,0
F14476#F3197#F55142#F48990#F11299#F6517,2.927865ms,719.590462ms,1
F47656#F59498#F42269#F15640#F21373#F47695,3.366418ms,623.701484ms,1
F60082#F8735#F57758#F667#F17291#F38446,2.750671ms,939.750802ms,0
F50095#F14683#F30381#F49744#F18033#F53391,3.37201ms,658.299176ms,0
F35970#F11441#F6739#F21269#F56943#F62945,2.76076ms,895.657029ms,0
F33365#F17149#F4434#F39701#F738#F41521,2.653703ms,923.612004ms,1
F2156#F5103#F39829#F60647#F37424#F55414,3.015834ms,672.220697ms,3
F52463#F10642#F31315#F10339#F20485#F21217,3.456713ms,639.495002ms,2
F31931#F14731#F46163#F33886#F36673#F52193,2.973551ms,640.246304ms,1
F59487#F6799#F53390#F19638#F63290#F25360,2.742529ms,963.75975ms,0
F1495#F33863#F37763#F58747#F43879#F3091,3.468676ms,668.789082ms,1
F28639#F41403#F3776#F38043#F47885#F10227,3.335359ms,629.253295ms,1
F33002#F60108#F34338#F36701#F34698#F38423,2.704228ms,972.731583ms,0
F37842#F13204#F6263#F2643#F53313#F47320,3.017337ms,718.615212ms,0
F53172#F62054#F27634#F54444#F29449#F56014,2.693649ms,919.801597ms,0
F58469#F27204#F27234#F3820#F31892#F2838,2.992475ms,706.757851ms,0
F35404#F11209#F45225#F44609#F53393#F57502,3.221514ms,814.747346ms,0
F23959#F10593#F18846#F56684#F55520#F46820,928.156µs,960.974472ms,1
F21420#F18807#F56658#F27357#F23816#F8502,1.165673ms,1.177356902s,0
F35376#F23640#F33432#F53572#F9375#F46185,2.667035ms,936.481317ms,0
F20989#F14367#F50503#F16371#F57098#F25410,3.087884ms,667.80066ms,2
F6693#F26865#F43705#F25429#F47796#F4334,3.474143ms,663.549171ms,1
F15236#F3163#F47886#F25939#F23420#F43125,3.151571ms,969.336709ms,1
F2117#F14579#F12025#F8045#F24589#F58467,2.667354ms,937.890757ms,1
F35316#F21397#F55771#F52551#F1731#F29657,2.653021ms,974.995375ms,0
F3277#F1975#F24524#F27741#F22153#F8580,7.891695ms,1.133500948s,11
F56389#F59090#F28227#F9842#F11913#F9825,2.775095ms,791.415317ms,2
F43097#F62789#F12864#F22554#F33509#F61630,2.748993ms,907.040713ms,0
F37953#F48656#F43407#F27148#F19493#F777,2.881041ms,779.160633ms,0
F39008#F27052#F26706#F23284#F2257#F22140,3.751001ms,668.511565ms,3
F11450#F41580#F52275#F45175#F31259#F17301,2.759474ms,699.397094ms,0
F26707#F9232#F37036#F29362#F24595#F29318,2.663927ms,878.489904ms,0
F37255#F24063#F39148#F7964#F41163#F21189,2.690575ms,872.226777ms,1
F29921#F1976#F23573#F56421#F33106#F51800,2.739759ms,873.819153ms,0
F49200#F4909#F50507#F36467#F33305#F62868,2.406489ms,852.740135ms,0
F24015#F8666#F25693#F29433#F21374#F38441,2.642503ms,875.953457ms,0
F32643#F10548#F3555#F8715#F17841#F1837,7.788315ms,653.711232ms,5
F5494#F39173#F20836#F5150#F43838#F10333,3.100036ms,631.739655ms,1
F38206#F12309#F62177#F45520#F61419#F21432,2.756283ms,886.493559ms,0
F63247#F53519#F60444#F57339#F25315#F9990,2.698737ms,848.79221ms,0
F36600#F17999#F13951#F58301#F48605#F23473,2.664425ms,879.02853ms,0
F20733#F46527#F24189#F7928#F36823#F54426,3.111475ms,692.328056ms,1
F37754#F56144#F34332#F35578#F55421#F48639,2.709587ms,913.574213ms,0
