keyword,clientSearchTime,serverTime,resultLength
F7601#F3005,9.291398ms,16.576017725s,16
F11086#F49375,4.993905ms,8.867062193s,8
F52144#F41979,1.108116ms,1.981632904s,2
F43189#F27484,6.122233ms,10.715718402s,8
F15182#F55241,3.243118ms,5.968340819s,5
F2002#F54810,2.630505ms,4.818260519s,4
F32375#F7594,585.365µs,894.957821ms,1
F17306#F51151,2.885574ms,4.665885219s,5
F14853#F39085,15.909692ms,27.853887272s,21
F23526#F48225,3.482468ms,5.785547527s,4
F56232#F34209,594.933µs,925.125479ms,1
F30589#F2421,3.259004ms,5.903676958s,5
F410#F49360,4.159384ms,7.927805649s,7
F36731#F10677,8.809981ms,15.726200664s,12
F35353#F62750,542.563µs,941.641221ms,0
F56073#F1852,2.103209ms,3.941991787s,4
F52952#F46425,6.740219ms,12.446335745s,6
F36413#F22925,16.272348ms,28.990698863s,16
F1211#F3598,21.055128ms,42.566424098s,31
F5027#F6033,24.501245ms,59.484117261s,41
F16863#F31077,9.952851ms,20.016962089s,18
F45023#F18849,8.581443ms,14.52332567s,11
F43052#F23561,4.905626ms,8.62294511s,9
F15480#F51437,580.484µs,932.047057ms,1
F61360#F59344,589.121µs,894.582849ms,0
F37322#F36627,11.95377ms,19.738211095s,15
F31123#F26496,556.9µs,932.902865ms,0
F37608#F705,8.208629ms,14.00478835s,8
F39170#F13687,5.193489ms,9.525984253s,7
F9762#F37530,11.033953ms,19.314832822s,18
F41529#F23718,3.785065ms,6.650685556s,4
F55334#F18677,4.923818ms,8.443037237s,5
F22282#F36849,11.472184ms,20.011289099s,12
F26405#F41614,1.110858ms,1.870518278s,1
F18596#F22007,9.755545ms,17.162291524s,13
F9880#F2628,9.541948ms,16.027802674s,10
F42451#F12383,9.42638ms,16.217326616s,12
F21814#F23976,5.45547ms,9.3813402s,6
F13569#F43491,7.223052ms,13.424669966s,11
F63102#F35886,552.105µs,896.325523ms,1
F53236#F55561,675.456µs,999.575658ms,0
F53146#F30537,660.277µs,928.203152ms,0
F34929#F62617,566.211µs,1.053422071s,0
F47702#F34911,3.625672ms,6.630768068s,5
F15750#F50778,6.611611ms,11.628995118s,9
F16656#F52069,1.654262ms,2.883120704s,3
F62784#F27749,702.273µs,918.229974ms,0
F2070#F52280,2.278262ms,3.808419614s,4
F49079#F8573,616.352µs,940.053551ms,1
F39844#F15775,8.688032ms,15.408042485s,13
F24948#F60782,808.566µs,979.847526ms,1
F13066#F33830,574.215µs,1.014845623s,1
F7731#F61325,556.898µs,938.555713ms,1
F8537#F2314,29.068674ms,59.403894509s,50
F12262#F19399,558.677µs,963.365851ms,1
F52477#F52415,1.074001ms,1.883600952s,2
F23306#F5009,555.936µs,991.849132ms,1
F54603#F6465,566.32µs,935.411324ms,1
F3700#F3067,8.808182ms,15.81081222s,11
F62754#F52921,593.883µs,933.467637ms,0
F56727#F50203,1.134895ms,1.775126439s,2
F26906#F43800,2.842493ms,4.5911718s,5
F8233#F11043,18.88376ms,31.588783866s,23
F7792#F43570,10.738806ms,18.622160257s,15
F53526#F1301,1.841203ms,2.927174306s,1
F40210#F34835,1.161644ms,1.891078415s,2
F23963#F42615,3.813756ms,6.675733687s,5
F24084#F59678,1.156014ms,1.894747007s,1
F9496#F47501,8.80577ms,15.326524656s,11
F30266#F55420,2.192859ms,3.772888208s,3
F32895#F30012,560.831µs,925.152524ms,0
F53453#F43409,1.706516ms,2.847657994s,2
F15903#F15266,6.653023ms,11.195271554s,6
F31853#F60657,3.83242ms,6.679402181s,2
F6639#F53708,586.196µs,940.288519ms,1
F29144#F53837,5.034669ms,8.563144422s,2
F39706#F48787,4.335689ms,7.544810144s,5
F1392#F53236,1.21092ms,1.838471803s,2
F11864#F41651,9.404191ms,16.140188748s,14
F11#F20124,14.950908ms,25.279844916s,22
F33415#F33174,550.462µs,907.07438ms,0
F10748#F18420,12.140287ms,20.657450829s,18
F12892#F15418,16.345567ms,29.23986674s,25
F6715#F3445,26.218575ms,57.716255256s,45
F25588#F10289,8.227155ms,15.693411972s,12
F35990#F6500,1.127389ms,1.873699786s,2
F58778#F11777,1.633369ms,2.931663867s,3
F3713#F37452,6.82449ms,11.003619403s,12
F37204#F22459,1.096184ms,1.854146113s,0
F44067#F22140,4.697235ms,8.334750798s,4
F56772#F35362,547.478µs,970.538612ms,0
F38566#F37339,13.26729ms,22.35733466s,12
F57977#F22924,3.168467ms,5.751631025s,4
F5108#F18127,18.37361ms,32.927078585s,16
F14568#F15817,22.452201ms,43.574816291s,40
F23696#F49572,4.9633ms,8.308386829s,7
F26841#F42056,5.419275ms,9.114146467s,7
F42549#F18645,2.135947ms,3.776542753s,3
F23594#F3976,3.117055ms,5.487544599s,4
F12183#F59289,545.76µs,902.515515ms,1
F55786#F5599,1.297559ms,1.883819346s,2
F61642#F29630,624.695µs,926.167244ms,0
F23417#F20734,18.259817ms,38.208034903s,28
F915#F19394,22.528084ms,47.795155688s,45
F32448#F26010,1.113411ms,1.88656394s,2
F31217#F9055,1.107603ms,1.910204652s,0
F35486#F5805,1.665984ms,2.793047923s,2
F60459#F37847,3.306733ms,5.791411588s,2
F37031#F26181,10.719784ms,17.691328027s,11
F4602#F22955,15.017487ms,27.220516399s,23
F6548#F45482,6.723526ms,11.307254409s,8
F55758#F38921,2.856719ms,4.824172672s,3
F22268#F41874,13.484383ms,22.467854913s,16
F22578#F29477,642.608µs,871.864047ms,1
F28921#F53927,2.357166ms,3.676429286s,4
F37077#F7466,10.550167ms,17.609134053s,16
F42566#F53428,1.069018ms,1.909462929s,2
F53319#F4176,1.084713ms,1.923834632s,2
F4613#F4218,26.753499ms,50.255721491s,41
F21954#F17907,6.10045ms,10.268283855s,8
F56015#F35358,551.751µs,922.618181ms,1
F52671#F18472,1.675608ms,2.743530205s,1
F2954#F50171,4.858299ms,8.304445265s,7
F33108#F10864,743.934µs,869.061397ms,1
F17169#F28917,9.086579ms,15.177858868s,11
F22746#F25380,15.895544ms,27.274916984s,18
F40797#F12651,8.55366ms,13.941402191s,8
F15770#F44156,5.084963ms,8.083904054s,7
F33649#F22842,558.719µs,936.913602ms,1
F24311#F55954,2.268979ms,3.732348563s,3
F35158#F3931,1.12781ms,1.868525167s,1
F39924#F34169,582.498µs,983.338406ms,0
F48720#F49920,1.123176ms,1.899792389s,1
F28913#F29296,12.213424ms,20.838022811s,15
F26647#F3214,13.03115ms,21.473503593s,21
F28960#F45093,2.354461ms,3.600853531s,4
F28386#F11773,5.71219ms,9.310741374s,7
F1199#F4018,27.21872ms,52.260045722s,42
F63388#F46799,598.935µs,913.417811ms,1
F43889#F22191,6.58507ms,11.406783322s,9
F60401#F50851,592.633µs,953.820064ms,1
F11459#F3313,12.148318ms,20.553360565s,8
F57503#F62617,620.172µs,887.574362ms,0
F28239#F52304,2.748278ms,4.65532672s,4
F53267#F18511,6.08888ms,10.318127731s,10
F7837#F27747,13.807599ms,23.573208115s,20
F15929#F57040,1.61841ms,2.79754833s,1
F13353#F5336,26.571533ms,48.701222602s,30
F17478#F1543,23.44652ms,57.705742767s,44
F42786#F51686,2.154398ms,3.776162864s,1
F39138#F42676,7.324671ms,12.028300455s,4
F57850#F15326,554.69µs,964.198359ms,1
F22644#F49566,3.154812ms,5.543543654s,5
F19989#F54394,5.669608ms,10.2070897s,5
F41742#F58138,1.126662ms,1.765525737s,1
F1954#F14016,29.701706ms,58.384212527s,44
F50634#F18965,534.945µs,915.800956ms,1
F21532#F10798,11.03895ms,19.798852734s,17
F42357#F11094,8.853279ms,15.623604168s,8
F26933#F12033,13.389367ms,22.544027391s,18
F39571#F1208,8.856257ms,14.54889767s,13
F38210#F27198,2.274355ms,3.894659776s,3
F43897#F8698,4.513535ms,7.435116649s,8
F37901#F11407,13.713144ms,23.142433349s,11
F10019#F50081,1.613654ms,2.76808166s,3
F8399#F34824,13.985538ms,22.994046282s,21
F34043#F17433,4.327688ms,7.217280108s,4
F49038#F46289,548.091µs,917.335151ms,0
F48895#F15738,3.126716ms,5.600404749s,4
F6221#F51428,2.27281ms,3.669832378s,3
F29560#F55269,549.165µs,942.854862ms,0
F36323#F38288,12.353629ms,20.367328177s,13
F6135#F62060,589.073µs,901.02555ms,0
F12680#F21989,5.98245ms,10.379913874s,6
F44186#F45065,1.172152ms,1.823225205s,1
F34950#F59812,559.289µs,964.284802ms,1
F8829#F47250,559.794µs,948.039106ms,1
F59586#F30461,561.338µs,937.783336ms,1
F58416#F36083,561.856µs,909.182466ms,1
F13810#F59883,563.126µs,932.242829ms,1
F11454#F72,34.304664ms,1m11.072806779s,62
F25813#F18851,16.005743ms,39.628740141s,27
F35964#F1958,1.114278ms,1.846252533s,1
F30271#F43819,1.824669ms,2.797312438s,2
F614#F56840,593.547µs,918.620363ms,1
F62282#F5250,561.436µs,874.794216ms,1
F9240#F57180,2.988438ms,4.666519694s,4
F46555#F13662,12.191779ms,20.731606519s,8
F49171#F8380,3.911134ms,6.604189146s,3
F51799#F13545,4.193943ms,7.427495365s,6
F7227#F39629,15.553822ms,27.951701239s,19
F29246#F34382,837.995µs,2.806328903s,1
F9939#F8680,36.752948ms,1m18.37953689s,59
F32190#F39170,440.077µs,960.704928ms,0
F44355#F38055,2.185717ms,3.64229636s,4
F9614#F31939,2.790118ms,4.790048518s,4
F45993#F50308,4.123437ms,7.318001325s,3
F46701#F23675,6.405429ms,11.306840603s,7
F27452#F40786,8.804381ms,15.023232366s,8
F37542#F44400,9.931336ms,16.788776891s,12
F42618#F42598,4.921881ms,8.298912664s,5
F25840#F6535,17.549593ms,29.568109744s,21
F59761#F39767,1.124679ms,1.763302417s,0
F49382#F42871,1.682965ms,2.917201945s,1
F47017#F25308,6.104829ms,9.243449983s,6
F3351#F26629,561.809µs,985.464327ms,1
F32108#F43335,6.07159ms,10.511720141s,7
F48207#F9400,9.024329ms,14.918253264s,12
F28714#F55118,1.571199ms,2.942432701s,2
F13114#F5955,22.396287ms,40.473008234s,30
F15263#F54350,3.880211ms,6.63678703s,5
F57211#F24874,1.295118ms,1.954913026s,2
F33928#F41810,6.550995ms,11.343681416s,6
F9313#F38893,13.084016ms,22.011840295s,16
F12184#F13601,17.485038ms,31.337870216s,26
F44617#F2830,3.687367ms,5.707953775s,6
F36809#F21464,11.487029ms,19.910674774s,15
F17998#F27002,3.843024ms,6.535432647s,6
F62458#F55975,602.826µs,896.785912ms,0
F28513#F37291,1.67747ms,2.888729012s,1
F36406#F39320,7.608092ms,12.968693892s,7
F1307#F50951,2.829823ms,4.694632718s,5
F13836#F10147,21.600476ms,38.277118231s,27
F44778#F51489,2.608061ms,4.681543791s,3
F4821#F4785,17.009292ms,29.689935384s,27
F49018#F5443,3.414804ms,5.729745282s,6
F58803#F32166,622.188µs,911.630087ms,0
F49991#F27620,6.489868ms,11.067390537s,11
F49496#F23587,2.17722ms,3.927151338s,3
F49172#F57464,601.66µs,926.003495ms,0
F52993#F11089,5.950769ms,10.330050635s,8
F33595#F34331,2.730705ms,4.959859922s,2
F36379#F32580,2.245147ms,3.749071385s,0
F41083#F54075,3.252545ms,5.622496498s,1
F15278#F49708,4.379402ms,7.376621948s,7
F21685#F34641,7.329613ms,12.340244363s,7
F51024#F18819,591.004µs,940.034145ms,1
F57508#F30937,2.614461ms,4.712198622s,3
F38546#F33466,7.380964ms,12.04718745s,6
F22734#F29332,4.446465ms,7.433053323s,2
F39435#F27796,548.098µs,925.056047ms,1
F12526#F48671,6.162355ms,10.118686383s,10
F25535#F16034,589.167µs,914.983556ms,1
F55180#F19857,608.646µs,944.919888ms,1
F42350#F930,1.265979ms,1.958571986s,1
F33981#F45016,3.262641ms,5.689002301s,3
F31160#F25282,1.059293ms,1.8552259s,2
F20481#F61063,1.575114ms,2.827573523s,3
F40674#F22033,8.317539ms,14.785831047s,14
F57862#F29458,560.317µs,931.478228ms,1
F60166#F24413,594.874µs,880.929512ms,1
F1134#F24358,646.067µs,900.04545ms,1
F29189#F6596,8.835472ms,14.872936014s,12
F30427#F27338,10.180699ms,16.565216688s,11
F62550#F12552,553.71µs,921.503686ms,1
F22677#F36653,2.612822ms,4.728785384s,4
F47962#F1618,1.061459ms,1.897640819s,1
F31867#F61954,581.4µs,934.928995ms,0
F20356#F2146,7.845558ms,13.879791503s,10
F5139#F62500,551.833µs,853.396929ms,0
F59841#F55591,570.906µs,896.528651ms,0
F3002#F51867,3.159092ms,5.644525469s,6
F46015#F22464,2.134105ms,3.81062861s,2
F23186#F44261,5.929872ms,10.264674791s,6
F10353#F27095,8.321613ms,14.029480051s,11
F5972#F2815,20.312754ms,44.018297642s,29
F61735#F62014,558.253µs,991.855045ms,0
F5550#F38261,13.234389ms,22.62956687s,24
F843#F17013,8.234025ms,14.154066901s,12
F30548#F33042,6.076178ms,10.24217677s,10
F13241#F46236,10.952631ms,17.923268887s,13
F27016#F24464,8.929748ms,14.797459299s,16
F426#F54495,2.20773ms,3.889732163s,4
F33303#F55579,2.156976ms,3.537494804s,2
F52992#F56045,543.436µs,963.417549ms,0
F22408#F26402,7.551599ms,13.101288123s,5
F30204#F22329,11.648263ms,20.665053651s,15
F25703#F54687,2.110856ms,3.737515714s,3
F26798#F24709,3.853734ms,6.417368455s,5
F10639#F28296,1.227296ms,1.838372436s,2
F44038#F61974,605.498µs,963.713234ms,1
F62447#F24209,548.909µs,991.518774ms,0
F57153#F36531,1.103613ms,1.938032347s,0
F36380#F2813,5.575592ms,9.634760365s,10
F23861#F5315,3.614945ms,6.548964189s,3
F56596#F26913,3.72463ms,6.414558144s,6
F27079#F57492,610.689µs,922.561045ms,0
F26885#F22308,18.259864ms,31.174076949s,17
F61869#F5249,551.155µs,897.090968ms,1
F57017#F55495,557.51µs,1.024585603s,0
F45082#F40090,3.662678ms,6.549535371s,4
F58665#F8500,552.052µs,920.904532ms,1
F40626#F40958,4.172148ms,7.659737015s,3
F38667#F9508,9.527509ms,15.99934449s,16
F57169#F54819,555.485µs,948.894987ms,1
F28372#F14331,604.427µs,903.213107ms,0
F45282#F27468,1.642863ms,2.692303639s,1
F13958#F33368,2.772646ms,4.793956895s,4
F41766#F16877,10.341168ms,17.649293692s,12
F62270#F43957,1.607906ms,2.662388194s,0
F14106#F16516,2.065462ms,11.209400972s,12
F43212#F1671,6.217383ms,10.985702467s,11
F48963#F20301,10.370945ms,17.43438128s,10
F37088#F52772,1.66169ms,2.762139113s,1
F4468#F10346,32.316775ms,1m7.301053741s,51
F12223#F60457,665.013µs,943.133149ms,1
F19827#F26097,12.64695ms,21.298574136s,20
F1303#F24891,26.835001ms,54.916237233s,39
F43176#F17507,8.382861ms,16.723568699s,14
F11879#F49173,555.65µs,960.461686ms,0
F51241#F14365,560.906µs,897.162689ms,1
F47767#F5031,1.597027ms,2.803370388s,3
F40267#F6085,19.98019ms,34.747984672s,26
F4555#F30206,9.945038ms,17.992878259s,12
F1060#F54340,4.322197ms,7.382685888s,7
F50630#F11386,2.739238ms,4.790882286s,5
F45610#F33561,1.135102ms,1.812307918s,2
F9390#F55464,3.371977ms,5.557836495s,5
F4012#F4468,24.008757ms,46.27950246s,38
F1716#F22331,14.773943ms,28.900199773s,30
F29086#F34317,1.107918ms,1.951947262s,0
F34677#F40486,2.816808ms,4.807803283s,3
F20664#F60957,580.598µs,878.801181ms,1
F4241#F4622,18.109141ms,30.90888498s,26
F39935#F18636,3.431202ms,5.469223999s,5
F46780#F25064,4.987347ms,8.375418941s,6
F6316#F51677,4.44289ms,7.562817596s,2
F56498#F61872,601.3µs,940.62605ms,1
F20942#F32087,6.60255ms,11.213890358s,6
F7869#F31576,6.79426ms,12.238677679s,8
F8316#F38651,11.422515ms,20.613859723s,15
F47125#F15796,6.749488ms,11.266782454s,8
F35130#F39904,624.804µs,3.934472783s,1
F37921#F9422,2.326967ms,3.764689879s,4
F25691#F36852,553.403µs,951.787661ms,1
F2059#F9292,24.083924ms,41.318162986s,31
F20023#F61548,1.041548ms,1.814201065s,1
F30808#F19713,1.117367ms,6.58790106s,5
F32008#F37676,642.51µs,944.336293ms,0
F15624#F39909,2.739383ms,4.682552775s,4
F54495#F22148,2.240183ms,3.683650196s,4
F56736#F53059,586.286µs,904.472309ms,1
F2218#F52660,550.391µs,872.834002ms,1
F22571#F17043,18.28713ms,31.887702608s,25
F10964#F22090,19.749233ms,38.816689149s,26
F10546#F34107,3.828472ms,6.598399682s,4
F25035#F48445,1.754068ms,2.851634065s,3
F50087#F37290,1.637965ms,2.855461132s,1
F9505#F52622,6.131179ms,10.505701s,9
F18165#F62545,590.21µs,923.111997ms,1
F28939#F8106,4.905793ms,8.397273487s,7
F51756#F15392,6.037874ms,10.558635173s,7
F19341#F33172,3.331774ms,5.806225391s,4
F49220#F42460,7.451553ms,13.038726975s,8
F26537#F41007,7.667697ms,13.237171872s,7
F13311#F19482,21.502479ms,42.23234443s,30
F13239#F2746,4.470496ms,28.113281432s,19
F23748#F53889,6.0486ms,10.055455853s,8
F53614#F39404,6.012541ms,10.425017115s,7
F17208#F15672,19.799932ms,35.103405376s,28
F51402#F31611,1.122434ms,1.933637626s,1
F12303#F58264,4.957259ms,8.271147153s,8
F10834#F28656,1.107571ms,1.967132062s,2
F49698#F31215,1.153879ms,1.840948201s,0
F47886#F12731,3.86759ms,6.355167859s,7
F3681#F47263,3.314064ms,5.691020887s,6
F24180#F60510,595.28µs,879.605592ms,1
F54033#F59130,575.092µs,922.129906ms,0
F51656#F58572,2.287899ms,3.907392376s,0
F45130#F27845,7.840896ms,13.258796891s,8
F1405#F17186,26.495791ms,51.754528461s,41
F5472#F51297,5.321108ms,9.455759743s,9
F25436#F44829,2.920094ms,4.64568797s,2
F52923#F51113,1.154472ms,1.763269738s,1
F26857#F46009,10.642269ms,17.732827107s,13
F24202#F60163,553.889µs,899.948987ms,1
F18393#F13353,27.713586ms,48.955557525s,47
F10466#F16246,20.878475ms,52.918423066s,35
F63596#F4975,546.406µs,871.359188ms,1
F41389#F43541,3.213548ms,5.717691242s,3
F23260#F56017,1.110479ms,1.777267753s,2
F2789#F42645,11.172783ms,18.347607986s,19
F58997#F42811,1.697468ms,2.916708462s,3
F63138#F56863,647.153µs,901.690494ms,0
F24588#F34998,3.305521ms,5.586240499s,4
F4645#F31722,11.088724ms,18.433123909s,13
F10615#F12325,11.553695ms,19.357062289s,19
F41472#F6206,8.097502ms,12.906951476s,11
F25560#F57408,545.584µs,962.064482ms,1
F50506#F36857,9.546683ms,15.962688943s,10
F20720#F18071,24.842754ms,38.55733943s,30
F33646#F6654,3.69043ms,6.364180614s,4
F17368#F50698,7.826118ms,12.967216189s,9
F42370#F8773,5.579816ms,9.324954919s,6
F41831#F24578,7.056877ms,12.202697893s,7
F57151#F34990,1.144416ms,1.819278667s,1
F12772#F39904,5.645239ms,9.543212247s,10
F53565#F39195,7.216026ms,12.004663098s,8
F51463#F24241,550.14µs,949.576623ms,0
F39738#F49487,3.889897ms,6.375555614s,5
F4306#F40754,10.493834ms,17.753544082s,17
F34059#F56465,2.845232ms,4.654233039s,2
F55484#F13396,2.233758ms,3.805996313s,3
F61884#F39522,582.773µs,938.810197ms,0
F36134#F18301,612.765µs,913.860826ms,1
F38971#F55943,1.625898ms,2.778941597s,1
F60529#F10116,553.093µs,966.779822ms,1
F41863#F13894,3.890202ms,6.585427946s,6
F352#F8433,19.242568ms,35.337952917s,34
F45775#F53814,2.187149ms,3.613761625s,1
F36341#F21188,1.148009ms,1.90842671s,0
F22516#F46510,2.791066ms,4.744725969s,5
F26071#F25611,619.593µs,951.673651ms,1
F31533#F41587,3.363844ms,5.545663399s,3
F37381#F29424,4.922807ms,8.317387717s,5
F52889#F9099,3.179779ms,5.499900797s,6
F21661#F31216,2.106488ms,3.531226263s,2
F39858#F12053,2.144741ms,3.725343704s,4
F50845#F61192,1.704944ms,2.977717481s,0
F37880#F53725,1.679433ms,2.868231546s,3
F38487#F59808,635.192µs,933.379539ms,1
F32258#F147,621.119µs,956.677791ms,1
F40782#F7869,2.778885ms,4.810215895s,4
F9549#F12825,13.604571ms,23.732380387s,16
F45814#F8809,3.255921ms,5.534730569s,6
F62196#F56799,543.033µs,899.862507ms,0
F44614#F32019,575.926µs,1.008566407s,0
F60969#F35516,1.122727ms,1.834504707s,1
F17710#F43591,6.718933ms,12.632279811s,8
F5667#F8584,33.762027ms,1m19.024989397s,68
F62859#F13753,503.754µs,921.403499ms,1
F38336#F49156,6.599267ms,11.325602287s,7
F15806#F62912,594.278µs,933.227028ms,1
F5027#F23958,24.01703ms,42.776106158s,29
F51128#F62992,548.741µs,917.792195ms,0
F56007#F59464,627.463µs,899.858093ms,1
F15117#F54862,1.715537ms,2.825368118s,3
F16541#F2155,26.833701ms,47.827170536s,32
F4509#F28166,2.69697ms,4.680707442s,3
F46759#F57463,1.815562ms,2.658523543s,3
F35380#F6233,1.110506ms,1.882321697s,0
F41622#F38108,3.975812ms,6.544729958s,3
F7765#F52002,592.259µs,1.002083636s,0
F32006#F37433,1.204278ms,1.818891349s,0
F1854#F30323,7.908397ms,13.127466229s,12
F36558#F56846,1.15497ms,1.831637806s,1
F28795#F28626,12.223029ms,20.761074499s,16
F10937#F6482,21.283852ms,40.889089591s,25
F62549#F58448,552.124µs,903.515433ms,0
F34429#F39514,1.140516ms,1.848567968s,0
F5108#F5433,10.862399ms,17.939719069s,12
F21422#F18525,9.437855ms,15.978078519s,11
F62177#F59778,585.206µs,998.98081ms,0
F28998#F28032,12.691401ms,21.534711272s,14
F6112#F39858,2.118251ms,3.935383005s,4
F61303#F61100,1.106178ms,1.911933442s,1
F52810#F4712,2.77554ms,4.626593596s,4
F15206#F19925,15.805375ms,27.100922234s,19
F58361#F40896,555.662µs,988.305854ms,1
F17208#F54854,560.762µs,889.535473ms,1
F41115#F1996,5.236983ms,9.612964733s,10
F1713#F42216,10.187895ms,16.947374163s,15
F11226#F61920,544.961µs,1.063352911s,0
F33010#F20665,604.385µs,979.250439ms,1
F56997#F55697,1.643967ms,2.737142819s,1
F34268#F17523,1.137897ms,1.825720372s,1
F38475#F1379,7.13778ms,12.069866521s,8
F18208#F34087,5.044077ms,8.082444241s,8
F25194#F51546,2.207776ms,3.701405365s,3
F59430#F2293,1.07224ms,1.994775947s,2
F11015#F51767,5.752921ms,10.43466995s,11
F3731#F19951,16.374819ms,29.662074159s,25
F56143#F27783,732.107µs,988.296876ms,0
F14580#F29702,3.392384ms,5.6479271s,4
F11516#F58161,546.956µs,896.462862ms,1
F2231#F17531,25.324932ms,44.415456046s,35
F18564#F3610,21.643042ms,49.062837814s,43
F10561#F56026,2.397669ms,3.705047974s,3
F38052#F1066,1.134034ms,1.859052501s,2
F41312#F4750,9.253652ms,16.043999707s,15
F41277#F35502,1.105283ms,1.918943267s,0
F29988#F38107,2.790412ms,4.982292333s,2
F15829#F30448,10.025189ms,17.757739481s,12
F40419#F31413,1.145298ms,1.932080676s,1
F34376#F45292,3.810355ms,6.448730396s,3
F44550#F21186,2.741826ms,4.917232501s,2
F53585#F59073,659.678µs,914.337916ms,0
F9581#F49680,1.706278ms,2.826258075s,3
F6163#F27740,16.674131ms,29.16128149s,16
F63067#F12586,586.592µs,990.509577ms,0
F42504#F59877,573.996µs,921.25004ms,0
F52470#F22086,3.324189ms,5.512621725s,2
F50602#F56207,1.131045ms,1.860489857s,0
F8917#F35112,5.705709ms,10.443461665s,8
F36938#F50202,6.180535ms,10.334580301s,7
F17072#F628,16.392412ms,28.187066096s,26
F57505#F5684,1.101287ms,1.772683676s,2
F38136#F10813,5.619547ms,9.376402514s,5
F15994#F9277,23.15528ms,42.159393101s,39
F7483#F63275,624.424µs,918.268705ms,1
F25342#F33757,558.229µs,1.001096229s,1
F40707#F24897,5.461657ms,9.384386286s,6
F59421#F38491,550.074µs,927.876154ms,0
F56855#F3564,3.0893ms,4.752552355s,5
F32453#F8493,12.089036ms,20.625213494s,17
F33204#F7785,665.24µs,997.463101ms,1
F43096#F42533,3.91927ms,6.435540418s,3
F16313#F33416,6.267749ms,10.873735186s,9
F15535#F39772,7.73702ms,12.876637705s,11
F12023#F28514,11.109732ms,18.712288495s,9
F30520#F49209,7.222243ms,12.442075413s,8
F41921#F50685,2.580325ms,4.660972445s,1
F56987#F35795,1.164638ms,1.864291411s,1
F48438#F21493,9.37236ms,15.971485758s,9
F113#F5022,1.109122ms,1.829164293s,2
F37800#F36095,1.15243ms,1.873670097s,0
F1575#F60484,1.082009ms,1.879775114s,2
F43868#F40727,6.015519ms,10.078525617s,7
F32412#F33583,1.0588ms,2.002740388s,1
F24304#F25081,1.210583ms,1.768919249s,0
F32620#F37340,548.053µs,987.333451ms,0
F19911#F20537,11.617943ms,20.672263166s,11
F20014#F1725,7.499975ms,12.231951219s,12
F50703#F2789,3.814838ms,6.437918003s,7
F55428#F47775,2.265019ms,3.898710105s,3
F15009#F58246,1.118712ms,1.956695764s,2
F30269#F49713,646.485µs,875.108585ms,0
F62121#F23997,549.426µs,944.654075ms,0
F6290#F4284,35.751415ms,1m18.618129244s,63
F11562#F12349,10.208793ms,25.790642198s,19
F23706#F24001,7.376471ms,13.297103s,11
F62346#F54638,552.056µs,947.446792ms,0
F37046#F3570,11.493086ms,20.798178495s,14
F51248#F51230,1.060052ms,1.844325795s,1
F53581#F13606,2.196942ms,3.811101891s,4
F52219#F16265,3.881273ms,6.569557812s,5
F16350#F34993,7.909342ms,13.378503641s,6
F33035#F42009,6.185078ms,10.290819219s,5
F52933#F15261,3.275771ms,5.667181455s,4
F62396#F9518,546.28µs,874.569697ms,0
F43047#F51478,4.486252ms,7.697710936s,5
F44216#F25241,6.562949ms,11.555865194s,6
F58582#F51349,547.321µs,1.000989588s,0
F2342#F30325,13.280022ms,22.625115146s,19
F37547#F58211,553.023µs,990.344089ms,1
F12973#F41535,9.406346ms,15.219396011s,16
F32524#F12294,1.113648ms,2.038385586s,1
F39908#F55195,1.667963ms,2.778334065s,3
F46527#F51611,5.611687ms,9.398184656s,6
F521#F7841,31.304378ms,1m4.537184581s,45
F51754#F54581,523.275µs,897.069331ms,0
F14217#F12415,21.107875ms,38.846373294s,29
F133#F17332,15.69666ms,31.68217618s,34
F47620#F55623,2.373836ms,3.77236352s,1
F33393#F46007,541.875µs,915.427201ms,0
F30379#F5019,605.902µs,912.480352ms,0
F43125#F32454,1.11879ms,1.928700566s,0
F62174#F62226,1.407218ms,1.821925906s,0
F23420#F34429,1.622432ms,2.835399866s,2
F53658#F13119,551.01µs,896.57334ms,1
F47355#F61341,2.238818ms,3.869252744s,3
F3712#F62891,607.018µs,868.322838ms,1
F23570#F2442,33.333493ms,1m7.26455661s,48
F28689#F27189,3.606499ms,7.644698068s,3
F146#F17973,20.383861ms,35.311705703s,30
F29650#F2128,2.797419ms,4.644180908s,3
F56669#F37712,1.628994ms,2.679972758s,0
F23900#F34643,4.886271ms,8.543790027s,9
F98#F19307,25.912338ms,50.487814246s,33
F2624#F51035,2.177541ms,3.653362767s,4
F59935#F55109,600.902µs,953.127236ms,0
F2218#F45270,6.958235ms,11.814633284s,12
F1002#F1285,22.734733ms,42.105591534s,39
F18600#F31076,12.255772ms,22.284462878s,13
F7994#F44857,3.372248ms,5.382576639s,4
F29485#F39570,9.078136ms,15.295615032s,5
F36391#F3507,6.664881ms,11.03886792s,12
F31576#F22544,7.220466ms,11.89251803s,5
F18809#F35498,2.88165ms,4.634512857s,3
F59757#F1014,591.582µs,1.012261374s,1
F51138#F40739,2.294071ms,3.796776784s,2
F36822#F19731,8.833455ms,14.836028962s,10
F30335#F21769,8.794828ms,14.063267911s,6
F57339#F50328,1.114928ms,1.86388395s,0
F54852#F43580,177.849µs,941.458763ms,1
F44142#F12384,3.361494ms,5.415278751s,6
F48029#F58146,2.165619ms,3.783407752s,4
F49504#F27261,7.262176ms,12.869131438s,9
