keyword,volume,addTime,storageUpdateBytes
F364,93,49.9388ms,16336
F366,40,24.1904ms,7036
F368,75,36.0322ms,13188
F370,96,58.0062ms,16868
F372,111,60.7963ms,19520
F374,89,56.6031ms,15656
F376,77,36.7259ms,13528
F378,89,61.9637ms,15636
F380,32,18.9035ms,5628
F382,38,31.2868ms,6668
F384,27,20.7987ms,4740
F386,85,59.0814ms,14944
F388,15,7.9816ms,2636
F757,32,19.9877ms,5620
F761,63,42.9965ms,11068
F765,41,18.9898ms,7212
F769,93,56.9498ms,16340
F773,99,66.8995ms,17404
F777,79,49.0824ms,13884
F781,107,52.8858ms,18808
F785,62,27.0312ms,10896
F789,76,32.9414ms,13352
F795,63,38.7751ms,11076
F798,60,30.9787ms,10548
F802,71,39.957ms,12480
F806,13,12.012ms,2280
F809,59,30.9535ms,10368
F813,82,43.6798ms,14400
F818,91,37.0092ms,15988
F822,47,17.9586ms,8256
F826,84,29.9609ms,14772
F830,80,21.9794ms,14056
F834,70,32.4677ms,12296
F838,61,33.5022ms,10720
F842,135,60.9887ms,23724
F846,2,2.0028ms,352
F850,65,41.9671ms,11428
F854,69,4.5204ms,12116
F858,98,35.1665ms,17240
F862,71,35.0417ms,12460
F866,66,33.033ms,11604
F870,21,3.9964ms,3696
F873,79,22.9885ms,13872
F874,71,32.3179ms,12476
F878,14,7.9272ms,2460
F882,74,25.9104ms,12996
F886,111,64.5945ms,19512
F890,38,8.8398ms,6684
F894,27,21.0364ms,4748
F898,73,38.9861ms,12840
F902,64,42.0176ms,11248
F906,100,96.3253ms,17560
F910,63,74.0954ms,11056
F914,85,72.7611ms,14928
F918,2,2.016ms,352
F922,61,54.7999ms,10732
F926,59,52.0836ms,10372
F930,59,58.7207ms,10384
F934,55,45.6232ms,9676
F938,58,61.0596ms,10200
F942,35,16.9065ms,6160
F946,43,21.0969ms,7556
F390,125,74.6873ms,21960
F392,55,35.0441ms,9660
F394,59,64.12ms,10376
F396,40,36.869ms,7028
F398,75,93.1288ms,13188
F400,95,54.8796ms,16696
F402,63,44.604ms,11076
F404,96,93.6688ms,16884
F406,41,36.0418ms,7208
F408,40,77.8957ms,7040
F410,115,155.336ms,20208
F412,89,77.6264ms,15636
F414,52,42.0126ms,9144
F415,44,18.1131ms,7728
F418,54,47.8454ms,9488
F421,80,64.003ms,14060
F424,3,2.9991ms,528
F427,52,28.0574ms,9136
F430,82,70.5215ms,14408
F433,93,71.1693ms,16352
F436,102,148.9893ms,17932
F439,91,4.0056ms,15988
F442,75,43.3182ms,13176
F445,76,74.9811ms,13348
F448,88,58.9853ms,15460
F451,30,11.0132ms,5280
F454,77,43.9786ms,13524
F457,59,123.6481ms,10380
F460,85,121.7002ms,14924
F463,105,59.42ms,18448
F466,114,152.6046ms,20044
F950,60,34.9685ms,10540
F955,111,99.361ms,19508
F959,80,46.898ms,14068
F963,8,0s,1408
F967,69,59.0651ms,12124
F971,44,24.0216ms,7716
F975,79,28.9819ms,13892
F979,76,83.6683ms,13356
F983,76,68.007ms,13356
F987,57,30.006ms,10020
F991,98,57.0547ms,17224
F995,67,30.9969ms,11780
F999,37,44.6544ms,6508
F1003,30,2.997ms,5272
F1007,64,24.0584ms,11236
F1011,77,71.7783ms,13532
F1015,45,31.9744ms,7916
F1019,88,34.0766ms,15476
F1023,1,0s,176
F1027,59,29.2047ms,10376
F1031,113,108.9967ms,19872
F1035,18,11.952ms,3168
F1039,94,78.7922ms,16516
F1043,100,75.5634ms,17584
F1047,11,0s,1932
F1050,61,27.1864ms,10716
F1054,77,69.3306ms,13540
F1058,94,113.8721ms,16528
F1062,80,82.5758ms,14052
F1066,95,67.2061ms,16680
F1070,33,18.4767ms,5800
F1074,11,5.4588ms,1928
F1078,81,71.1209ms,14240
F1082,57,20.8644ms,10028
F1086,71,83.3443ms,12484
F1090,86,49.6755ms,15124
F1094,85,56.9648ms,14932
F1098,80,58.0788ms,14064
F1102,8,8.0704ms,1408
F1106,46,32.9967ms,8080
F1109,62,51.9606ms,10900
F1113,82,76.516ms,14416
F1117,48,15.9888ms,8440
F1121,76,52.1396ms,13348
F1125,113,95.0099ms,19860
F469,98,77.897ms,17216
F472,80,123.3814ms,14064
F475,48,49.1983ms,8436
F478,48,46.4548ms,8440
F481,84,106.6322ms,14772
F484,70,52.1214ms,12308
F487,79,81.9646ms,13884
F490,37,42.1242ms,6508
F493,56,79.1704ms,9840
F496,70,58.1694ms,12300
F499,13,0s,2284
F502,62,43.8728ms,10892
F505,103,104.4686ms,18104
F508,33,29.1171ms,5800
F509,81,80.5776ms,14216
F510,83,91.9625ms,14596
F513,100,125.9176ms,17556
F516,33,28.6926ms,5808
F519,44,67.0255ms,7740
F522,109,160.5338ms,19156
F525,152,326.2888ms,26728
F528,8,7.9888ms,1404
F532,72,70.5086ms,12652
F535,57,66.1203ms,10024
F538,77,102.2089ms,13540
F541,65,74.3456ms,11424
F544,55,75.3939ms,9672
F547,68,75.3743ms,11948
F550,94,106.0512ms,16524
F553,115,179.7047ms,20208
F556,121,163.1631ms,21268
F559,3,0s,528
F562,84,120.113ms,14776
F565,42,26.9973ms,7384
F568,40,45.0763ms,7040
F571,65,63.0314ms,11416
F574,50,53.3994ms,8792
F577,56,72.3986ms,9844
F580,55,46.4744ms,9664
F583,70,99.6146ms,12304
F586,92,76.945ms,16156
F589,88,115.4306ms,15476
F0,75,114.1542ms,13192
F1,70,76.0055ms,12308
F2,57,47.0611ms,10024
F3,41,24.084ms,7208
F4,99,111.9126ms,17404
F5,103,119.4361ms,18104
F6,48,22.8919ms,8436
F7,77,93.4214ms,13532
F8,44,0s,7736
F9,69,37.0259ms,12132
F10,68,59.0404ms,11952
F11,88,59.0255ms,15476
F12,50,27.4176ms,8784
F13,84,107.1048ms,14768
F14,97,133.9034ms,17052
F15,62,23.1313ms,10884
F16,1,0s,176
F17,1,0s,176
F18,17,11.7403ms,2988
F19,82,113.0365ms,14408
F20,107,162.2637ms,18800
F21,90,78.0414ms,15820
F22,51,30.8874ms,8956
F23,34,25.2174ms,5984
F24,36,26.2392ms,6332
F25,49,43.6788ms,8608
F26,79,62.0576ms,13876
F27,24,18.9519ms,4212
F28,132,170.3717ms,23204
F29,1,0s,176
F30,56,76.1106ms,9852
F31,35,7.0028ms,6152
F32,57,34.9808ms,10020
F33,87,102.2671ms,15296
F34,83,39.9722ms,14588
F35,123,179.3165ms,21632
F36,99,61.2665ms,17400
F37,2,1.9786ms,352
F38,62,21.1281ms,10896
F1132,142,249.9912ms,24972
F1136,1,0s,176
F1140,100,105.9832ms,17572
F1144,31,40.425ms,5448
F1148,73,43.0428ms,12828
F1152,76,81.4633ms,13356
F1156,58,55.9024ms,10200
F1160,41,30.015ms,7200
F1164,107,144.1549ms,18796
F1168,88,82.9628ms,15464
F1172,138,238.8225ms,24256
F1176,62,41.2665ms,10904
F1180,34,15.009ms,5980
F1184,25,17.7354ms,4400
F1187,52,38.9805ms,9140
F1191,82,88.3429ms,14396
F1195,88,43.9825ms,15472
F1199,56,43.0061ms,9844
F1202,61,43.8966ms,10724
F1206,81,104.5502ms,14244
F1210,80,99.0573ms,14064
F1214,31,27.1365ms,5456
F1218,66,30.381ms,11604
F1222,55,41.9454ms,9664
F1226,101,92.6916ms,17760
F1230,29,17.0901ms,5100
F1234,98,72.8271ms,17228
F1238,40,16.0304ms,7028
F1242,116,87.9798ms,20392
F1246,31,0s,5444
F1250,104,129.1853ms,18272
F1254,48,28.1624ms,8440
F1258,20,8.95ms,3520
F1262,25,0s,4396
F1266,44,8.0012ms,7740
F592,40,0s,7036
F595,84,71.6494ms,14740
F598,100,58.9723ms,17588
F601,34,17.051ms,5980
F604,77,64.8815ms,13520
F607,99,171.0604ms,17396
F610,81,70.9823ms,14244
F613,94,53.8785ms,16516
F616,75,87.909ms,13176
F619,64,36.9217ms,11248
F622,67,53.0159ms,11780
F625,107,92.0294ms,18800
F628,75,36.9957ms,13184
F631,88,22.9563ms,15476
F634,43,7.014ms,7560
F637,158,54.0216ms,27784
F640,39,5.9952ms,6860
F643,45,26.334ms,7916
F646,68,31.9168ms,11956
F649,123,34.0306ms,21628
F652,45,6ms,7908
F655,58,6.9874ms,10188
F658,29,0s,5100
F661,78,3.9976ms,13696
F664,130,31.0651ms,22860
F667,68,68.5µs,11952
F670,58,22.9885ms,10188
F673,124,53.9244ms,21768
F676,101,15.9984ms,17752
F679,109,26.9676ms,19172
F682,55,0s,9668
F685,50,945.2µs,8796
F688,76,32.9868ms,13356
F691,33,20.9874ms,5808
F694,54,62.0286ms,9492
F697,110,51.0065ms,19336
F39,31,0s,5448
F40,87,42.255ms,15296
F41,120,42.983ms,21096
F42,91,46.868ms,16000
F43,92,29.9302ms,16180
F44,108,37.66ms,18984
F45,101,45.414ms,17740
F46,160,48.457ms,28124
F47,97,25.0579ms,17044
F48,10,0s,1760
F49,112,31.808ms,19696
F50,26,13.1746ms,4572
F51,57,18.2484ms,10020
F52,71,8.0024ms,12492
F53,41,0s,7208
F54,78,26.039ms,13720
F55,61,29.946ms,10728
F56,32,4.0036ms,5628
F57,25,0s,4392
F58,87,29.029ms,15292
F59,63,29.952ms,11076
F60,57,0s,10020
F61,84,35.9568ms,14772
F62,80,18.5953ms,14044
F63,67,27.8548ms,11768
F64,53,15.0561ms,9320
F65,105,36.4851ms,18464
F66,42,16.8453ms,7376
F67,54,21.0462ms,9484
F68,77,25.7296ms,13524
F69,80,12.0127ms,14072
F70,63,10.9791ms,11060
F71,47,21.1113ms,8248
F72,128,64.7236ms,22492
F73,95,24.8735ms,16692
F74,32,6.9881ms,5620
F75,113,49.0021ms,19864
F700,18,7.9848ms,3160
F703,86,37.0407ms,15124
F706,31,12.9896ms,5452
F709,66,1.5066ms,11604
F712,74,17.1224ms,13004
F715,53,999.6µs,9324
F718,27,0s,4744
F725,84,20.9926ms,14764
F728,69,33.9932ms,12128
F731,61,31.9904ms,10724
F734,97,29.991ms,17056
F737,91,45.228ms,15976
F740,36,20.126ms,6328
F747,64,17.0833ms,11236
F750,109,35.7464ms,19172
F753,89,32.077ms,15640
F756,83,28.8985ms,14592
F760,84,2.531ms,14768
F764,109,23.7103ms,19156
F768,69,24.0567ms,12124
F772,74,35.964ms,13016
F776,98,62.8929ms,17224
F780,52,38.0033ms,9144
F784,61,43.987ms,10728
F788,15,6.0051ms,2640
F792,2,0s,352
F797,28,18.926ms,4928
F801,91,57.463ms,16004
F805,38,18.9555ms,6684
F808,80,51.1674ms,14064
F812,89,58.3479ms,15648
F816,83,48.3408ms,14596
F820,79,37.3179ms,13892
F824,45,17.6635ms,7912
F828,93,51.922ms,16356
F832,104,53.9734ms,18280
F1270,110,60.9659ms,19348
F1274,139,129.5134ms,24428
F1278,64,40.8484ms,11244
F1282,48,23.2522ms,8440
F1286,26,12.1716ms,4572
F1290,80,46.4091ms,14060
F1294,121,79.1522ms,21268
F1298,19,13.1313ms,3340
F1302,52,32.3474ms,9144
F1306,56,31.9627ms,9844
F1310,55,33.9664ms,9668
F1314,47,27.958ms,8260
F1318,31,10.0026ms,5444
F1323,50,25.3112ms,8796
F1327,82,37.7021ms,14416
F1330,80,31.9398ms,14064
F1334,75,30.9512ms,13188
F1338,37,21.0588ms,6504
F1342,18,6.0462ms,3152
F1346,55,20.6054ms,9664
F1350,79,32.979ms,13868
F1354,34,13.9942ms,5980
F1358,29,5.0085ms,5100
F1362,53,26.9082ms,9320
F1366,49,26.8575ms,8608
F1370,36,4.5207ms,6336
F1374,57,27.1162ms,10020
F1378,2,0s,352
F1382,55,21.8394ms,9656
F1386,47,20.8089ms,8256
F1390,75,25.9454ms,13176
F1394,51,7.563ms,8972
F1398,47,19.227ms,8260
F1402,23,12.9558ms,4044
F1406,31,11.9052ms,5444
F1410,52,13.0596ms,9148
F1414,97,55.816ms,17048
F1418,85,6.0272ms,14940
F1422,40,22.1078ms,7036
F1426,1,1.0024ms,176
F1430,60,17.982ms,10548
F1434,86,29.0048ms,15112
F1438,168,103.0342ms,29544
F76,55,22.0038ms,9672
F77,50,12.0612ms,8776
F78,176,141.102ms,30936
F79,115,64.0551ms,20224
F80,125,105.0018ms,21968
F81,36,27.4074ms,6332
F82,122,103.9302ms,21452
F83,3,3.2208ms,528
F84,96,71.3728ms,16872
F85,117,78.1703ms,20548
F86,30,14.0084ms,5272
F87,50,24.9428ms,8780
F88,51,21.0124ms,8968
F89,85,35.9496ms,14952
F90,71,46.062ms,12492
F91,114,65.8458ms,20036
F92,42,16.0368ms,7384
F93,99,29.0474ms,17416
F94,42,13.0856ms,7380
F95,52,17.9827ms,9148
F96,52,18.0582ms,9140
F97,40,17.9766ms,7032
F98,72,17.0197ms,12656
F836,76,29.9519ms,13356
F840,20,2.9946ms,3512
F844,84,47.8331ms,14756
F848,100,45.9766ms,17592
F852,62,34.295ms,10904
F856,89,30.995ms,15648
F860,26,4.9955ms,4576
F864,130,62.8344ms,22852
F868,66,14.961ms,11604
F872,92,34.1975ms,16172
F877,63,35.9352ms,11072
F881,28,4.008ms,4928
F885,75,28.9632ms,13196
F889,51,15.0796ms,8968
F893,26,9.872ms,4572
F897,113,60.3ms,19872
F901,41,24.68ms,7216
F905,61,12.0123ms,10720
F909,57,31.9616ms,10016
F913,86,26.9873ms,15120
F917,34,0s,5976
F921,53,2.0146ms,9308
F925,4,0s,704
F929,41,23.9592ms,7212
F933,107,39.9982ms,18812
F937,55,20.7963ms,9680
F941,90,23.9391ms,15824
F945,81,37.962ms,14240
F949,67,31.3742ms,11780
F953,76,33.9796ms,13360
F957,68,14.7665ms,11940
F961,102,32.9825ms,17920
F965,82,17.9903ms,14424
F969,78,0s,13712
F973,52,0s,9144
F977,90,38.9415ms,15796
F981,56,31.0124ms,9848
F985,103,31.0008ms,18108
F989,35,14.964ms,6160
F993,56,20.04ms,9848
F997,42,16.9677ms,7384
F1001,78,25.0925ms,13716
F1005,24,0s,4216
F1009,55,9.0372ms,9664
F1013,88,12.0248ms,15460
F1017,45,12.19ms,7912
F1021,2,0s,352
F1025,43,17.8362ms,7560
F99,97,44.7015ms,17052
F100,91,21.0247ms,16000
F101,70,2.5255ms,12308
F102,39,3.0213ms,6856
F103,166,52.0726ms,29176
F104,36,20.5149ms,6324
F105,82,22.9862ms,14412
F106,74,31.6576ms,13004
F107,34,0s,5980
F108,42,0s,7376
F109,45,6.0408ms,7904
F110,20,9.997ms,3520
F111,100,44.2518ms,17576
F112,46,21.1617ms,8080
F113,2,0s,352
F114,59,8.0604ms,10372
F115,94,37.9658ms,16508
F116,78,34.7587ms,13716
F117,47,13.0975ms,8264
F118,88,36.9704ms,15472
F119,50,14.9465ms,8788
F120,10,9.0423ms,1760
F121,89,19.9318ms,15632
F122,25,0s,4396
F123,69,22.022ms,12136
F124,102,54.031ms,17940
F125,103,19.79ms,18108
F126,84,21.9996ms,14760
F127,50,16.9956ms,8780
F128,97,40.0104ms,17044
F129,50,23.5993ms,8784
F130,44,16.0928ms,7720
F131,84,39.9785ms,14764
F132,64,19.0044ms,11236
F133,175,89.0531ms,30744
F1029,13,1.5196ms,2280
F1033,43,12.9394ms,7560
F1037,79,38.9106ms,13884
F1041,92,74.044ms,16160
F1045,38,29.3753ms,6684
F1049,42,36.9807ms,7384
F1053,23,15.0448ms,4048
F1057,70,48.1993ms,12304
F1061,79,62.2311ms,13884
F1065,26,18.6131ms,4568
F1069,69,44.0784ms,12128
F1073,96,65.9045ms,16876
F1077,60,38.9543ms,10536
F1081,51,24.4053ms,8964
F1085,63,39.9788ms,11076
F1089,58,27.3242ms,10200
F1093,85,46.9653ms,14932
F1097,115,72.9612ms,20220
F1101,58,23.9576ms,10204
F1105,72,43.6818ms,12648
F1110,52,32.9594ms,9148
F1114,86,31.0336ms,15120
F1118,79,35.978ms,13888
F1122,33,17.2872ms,5792
F1126,63,25.9893ms,11072
F1129,75,36.9324ms,13180
F1130,59,23.0208ms,10380
F1131,47,24.9975ms,8260
F1135,77,28.3117ms,13544
F1139,88,38.9802ms,15480
F1143,68,27.9859ms,11960
F1147,94,43.1455ms,16512
F1151,65,22.9809ms,11420
F1155,46,32.0912ms,8088
F1159,21,18.7414ms,3692
F1163,107,81.9639ms,18804
F1167,50,30.9272ms,8784
F1171,124,118.044ms,21784
F1175,98,82.5509ms,17232
F1179,87,48.8883ms,15288
F1183,57,27.9639ms,10012
F1188,1,0s,176
F1192,65,40.3974ms,11424
F1196,58,29.878ms,10196
F1200,62,30.7566ms,10904
F1204,74,35.1829ms,13008
F1208,79,41.8632ms,13868
F1212,118,68.0203ms,20732
F1442,137,77.8426ms,24080
F1446,94,53.8761ms,16516
F1450,54,28.907ms,9492
F1454,69,34.8738ms,12124
F1458,74,27.0523ms,13020
F1462,16,6.0018ms,2812
F1466,62,29.9284ms,10904
F1470,95,45.9721ms,16708
F1475,61,27.081ms,10716
F1479,32,21.0968ms,5628
F1483,83,55.9853ms,14596
F1487,89,68.4186ms,15656
F1491,79,67.4673ms,13896
F1495,47,33.151ms,8272
F1499,58,34.7929ms,10200
F1503,35,16.026ms,6152
F1507,32,17.0254ms,5628
F1511,80,47.041ms,14064
F1515,48,26.9271ms,8444
F1519,119,87.7891ms,20916
F1523,95,51.9108ms,16696
F1530,106,64.0407ms,18648
F1534,64,34.527ms,11256
F1538,1,973.4µs,176
F1542,49,19.988ms,8612
F1546,90,76.6941ms,15824
F1550,68,13.881ms,11956
F1554,51,25.9512ms,8960
F1558,53,29.577ms,9316
F1562,99,342.8564ms,17392
F1566,58,33.5217ms,10188
F1569,70,64.8291ms,12312
F1573,94,72.9009ms,16512
F1577,85,34.9687ms,14940
F1581,24,6.9797ms,4224
F1585,53,20.0968ms,9320
F1589,87,41.9244ms,15288
F1593,53,30ms,9320
F1597,46,22.0286ms,8080
F1601,23,0s,4044
F1605,15,2.997ms,2624
F1609,45,26.9919ms,7920
F1613,27,0s,4740
F1617,56,14.6537ms,9836
F1621,107,21.1953ms,18808
F1625,75,13.0078ms,13180
F134,70,31.0868ms,12304
F135,45,8.9532ms,7904
F136,17,15.9952ms,2992
F137,61,27.0351ms,10724
F138,65,30.9628ms,11424
F139,56,31.0279ms,9848
F140,81,32.5742ms,14252
F141,89,29.1856ms,15656
F142,59,9.0144ms,10368
F143,25,7.992ms,4388
F144,46,29.949ms,8088
F145,89,27ms,15640
F146,101,26.9757ms,17760
F147,57,30.9907ms,10016
F148,29,12.9883ms,5104
F149,79,39.1248ms,13876
F150,37,0s,6496
F151,59,2.014ms,10372
F152,47,1.0006ms,8256
F153,96,15.015ms,16888
F154,42,4.9975ms,7384
F155,69,13.9958ms,12128
F156,98,45.9954ms,17228
F157,55,35.0595ms,9668
F158,57,32.9076ms,10008
F159,110,33.2171ms,19324
F160,79,35.964ms,13888
F161,13,0s,2288
F162,61,17.9784ms,10728
F163,80,4.01ms,14068
F164,55,0s,9664
F165,73,0s,12828
F166,59,0s,10372
F167,69,0s,12120
F168,31,3.0024ms,5452
F169,69,11.9892ms,12132
F170,103,19.2856ms,18100
F171,88,19.2812ms,15464
F172,100,43.9472ms,17580
F173,55,26.9784ms,9664
F174,39,16.032ms,6860
F175,42,19.986ms,7380
F176,70,17.0584ms,12304
F177,122,49.7069ms,21428
F1216,18,11.088ms,3160
F1220,62,45.1205ms,10896
F1224,22,14.106ms,3864
F1228,43,24.8162ms,7556
F1232,70,54.9135ms,12304
F1236,94,73.8651ms,16520
F1240,65,16.4709ms,11428
F1243,9,0s,1580
F1247,55,36.5361ms,9676
F1251,22,10.9824ms,3864
F1255,91,55.9724ms,15984
F1259,59,41.881ms,10376
F1263,94,50.7697ms,16524
F1267,58,35.116ms,10192
F1271,47,17.0663ms,8256
F1275,65,34.9749ms,11436
F1279,35,16.014ms,6156
F1283,41,20.9727ms,7212
F1287,53,31.1385ms,9316
F1291,121,54.4255ms,21276
F1295,63,28.2336ms,11072
F1299,55,22.9287ms,9660
F1303,92,38.5973ms,16168
F1307,58,16.6963ms,10200
F1311,109,44.8409ms,19164
F1315,32,17.0085ms,5632
F1319,57,22.9058ms,10016
F1322,75,25.8516ms,13188
F1326,77,28.0398ms,13536
F1331,72,43.7464ms,12660
F1335,10,4.0376ms,1760
F1339,36,9.9935ms,6324
F1343,118,92.4121ms,20740
F1347,118,113.0136ms,20724
F1351,76,49.0077ms,13356
F1355,52,45.5918ms,9140
F1359,95,68.0978ms,16680
F1363,39,21.9574ms,6864
F1367,79,59.0507ms,13888
F1371,41,23.7ms,7208
F1375,62,35.9584ms,10900
F1379,13,9.0008ms,2284
F1383,39,18.015ms,6852
F1387,86,57.9806ms,15104
F1391,56,24.8032ms,9848
F1395,27,4.5764ms,4732
F1399,58,22.9619ms,10184
F1403,36,15.9808ms,6324
F1407,32,18.5814ms,5624
F1411,67,34.9979ms,11780
F1415,71,36.9706ms,12484
F1630,27,12.026ms,4752
F1634,64,30.9801ms,11244
F1638,42,15.0463ms,7388
F1642,47,16.8576ms,8264
F1646,72,38.9789ms,12660
F1650,119,56.9863ms,20928
F1654,117,57.386ms,20560
F1658,61,31.9565ms,10720
F1662,66,24.979ms,11608
F1666,86,38.6005ms,15120
F1670,14,7.988ms,2464
F1674,43,16.0122ms,7564
F1678,100,42.9881ms,17556
F1682,78,52.0346ms,13712
F1686,93,31.6659ms,16344
F1690,44,13.9916ms,7732
F1694,15,999.8µs,2640
F1698,55,24.97ms,9668
F1702,74,26.9682ms,13016
F1706,90,30.6115ms,15816
F1710,113,44.7544ms,19868
F1714,61,22.012ms,10736
F1717,34,16.9893ms,5972
F1721,59,29.0088ms,10372
F1725,111,61.5729ms,19512
F1729,3,3.0054ms,528
F1733,58,24.8395ms,10188
F1737,42,20.9874ms,7368
F1741,57,30.0676ms,10024
F1745,87,31.9922ms,15280
F1749,86,31.9884ms,15128
F1754,41,19.992ms,7212
F1758,90,43.0075ms,15820
F1762,88,40.118ms,15460
F1765,32,8.008ms,5632
F1769,20,0s,3520
F1773,7,2ms,1232
F1777,61,32.0016ms,10716
F1781,83,34.0154ms,14588
F1785,128,57.8548ms,22488
F1789,120,46.8189ms,21084
F1419,120,59.01ms,21072
F1423,30,13.6659ms,5276
F1427,78,51.9806ms,13724
F1431,73,49.9408ms,12840
F1435,55,39.0126ms,9656
F1439,72,42.1746ms,12652
F1443,93,72.9862ms,16340
F1447,43,27.9847ms,7564
F1451,20,15.6684ms,3512
F1455,109,67.0091ms,19152
F1459,65,44.9619ms,11428
F1464,83,65.1317ms,14592
F1468,81,41.9354ms,14236
F1472,45,15.9424ms,7908
F1476,45,17.9162ms,7896
F1480,105,69.6813ms,18468
F1484,101,60.006ms,17740
F1488,51,19.8675ms,8948
F1492,51,30.9538ms,8956
F1496,32,12.0144ms,5624
F1500,117,56.1488ms,20576
F1504,88,35.9986ms,15464
F1508,60,27.024ms,10544
F1512,37,16.9507ms,6504
F1516,45,9.6223ms,7920
F1520,42,11.9916ms,7392
F1524,66,26.9568ms,11604
F1527,95,29.9488ms,16700
F1528,44,17.9946ms,7724
F1529,74,32.9468ms,13008
F1533,89,39.926ms,15652
F1537,62,17.793ms,10888
F1541,48,6.001ms,8428
F1545,26,14.9715ms,4564
F1549,24,17.9874ms,4212
F1553,54,16.0224ms,9492
F1557,92,27.6845ms,16168
F1561,98,32.9686ms,17228
F1565,28,7.9784ms,4924
F1570,59,26.9406ms,10380
F1574,86,37.1813ms,15116
F1578,70,30.544ms,12316
F1582,63,28.2408ms,11084
F1586,97,34.9482ms,17044
F178,100,41.9727ms,17584
F179,108,40.9338ms,18976
F180,16,9.099ms,2816
F181,51,19.1993ms,8972
F182,41,15.0225ms,7212
F183,52,23.9352ms,9140
F184,51,14.0164ms,8968
F186,59,29.973ms,10380
F188,41,17.9748ms,7196
F190,69,29.0004ms,12128
F192,56,16.7958ms,9852
F194,74,20.022ms,13016
F196,97,27.6175ms,17048
F198,80,36.9501ms,14060
F200,71,14.5593ms,12496
F202,62,13.0208ms,10888
F204,76,15.9747ms,13364
F206,62,28.9536ms,10896
F208,29,2.9973ms,5100
F210,54,11.022ms,9480
F212,61,28.681ms,10720
F214,51,26.0435ms,8964
F216,69,19.0607ms,12116
F218,79,13.1266ms,13888
F220,115,44.9148ms,20212
F222,94,35.1518ms,16524
F224,115,37.9884ms,20208
F226,49,2.0006ms,8612
F228,98,27.9958ms,17240
F230,72,21.9728ms,12656
F232,72,34.9615ms,12656
F234,55,37.6875ms,9672
F236,105,46.1797ms,18452
F238,15,8.9865ms,2636
F240,122,27.9188ms,21456
F242,64,38.7161ms,11248
F244,100,77.8936ms,17568
F1793,89,63.9508ms,15648
F1797,47,26.9536ms,8240
F1801,90,58.7373ms,15808
F1807,100,65.2725ms,17588
F1811,58,30.9274ms,10196
F1815,39,19.9958ms,6852
F1819,65,37.793ms,11432
F1823,119,59.0409ms,20924
F1827,128,56.4536ms,22512
F1831,61,31.9008ms,10724
F1835,15,7.0672ms,2640
F1840,73,39.3966ms,12840
F1844,7,0s,1232
F1848,20,10.9219ms,3520
F1853,39,26.8686ms,6860
F1857,100,39.8304ms,17580
F1861,99,28.8398ms,17408
F1865,115,54.1151ms,20208
